fips,county_name,state_abbr,turbine_class,wind_breakeven_cost_btm,wind_tp_btm,wind_ep_btm
40139,Texas,OK,residential,4693,74.3,37.5
53043,Lincoln,WA,residential,3668,65.0,0.0
35057,Torrance,NM,residential,4407,61.9,0.1
35059,Union,NM,residential,9174,36.6,36.6
26067,Ionia,MI,residential,6722,33.1,33.1
08063,Kit Carson,CO,residential,8658,31.5,31.5
30051,Liberty,MT,residential,7326,30.6,30.6
27069,Kittson,MN,residential,5673,30.0,30.0
48109,Culberson,TX,residential,7972,29.2,29.2
35013,Doña Ana,NM,residential,4194,25.6,0.0
38105,Williams,ND,residential,5625,21.7,13.6
40077,Latimer,OK,residential,1137,20.6,0.0
48421,Sherman,TX,residential,5391,18.1,5.9
36045,Jefferson,NY,residential,5788,17.6,6.0
48229,Hudspeth,TX,residential,5018,15.3,14.5
01101,Montgomery,AL,residential,2908,13.3,0.0
48283,La Salle,TX,residential,4661,12.8,12.8
46099,Minnehaha,SD,residential,6683,12.5,12.5
48105,Crockett,TX,residential,8613,12.4,12.4
17031,Cook,IL,residential,5678,12.3,1.3
46069,Hyde,SD,residential,5788,12.1,12.1
38041,Hettinger,ND,residential,5974,10.5,5.3
06047,Merced,CA,residential,10273,10.4,6.2
38029,Emmons,ND,residential,5304,10.1,7.3
48011,Armstrong,TX,residential,7993,9.8,9.8
38049,McHenry,ND,residential,4646,9.4,4.0
49003,Box Elder,UT,residential,7205,9.4,9.4
36065,Oneida,NY,residential,3421,9.3,0.0
04015,Mohave,AZ,residential,5601,8.7,8.5
27045,Fillmore,MN,residential,8684,8.5,8.5
45029,Colleton,SC,residential,2462,8.1,0.0
13033,Burke,GA,residential,3284,8.1,0.0
27091,Martin,MN,residential,8483,7.9,7.9
37061,Duplin,NC,residential,4063,7.9,0.1
48479,Webb,TX,residential,7589,7.6,7.6
48027,Bell,TX,residential,5480,7.6,0.7
48371,Pecos,TX,residential,7527,7.4,7.4
08023,Costilla,CO,residential,5300,7.2,7.2
55075,Marinette,WI,residential,4460,7.1,5.3
48133,Eastland,TX,residential,8738,7.1,7.1
21047,Christian,KY,residential,4623,7.1,0.5
06071,San Bernardino,CA,residential,14103,7.0,6.6
08021,Conejos,CO,residential,3231,6.9,0.0
06025,Imperial,CA,residential,11633,6.9,6.9
48491,Williamson,TX,residential,9453,6.8,6.8
06029,Kern,CA,residential,19393,6.7,0.4
29163,Pike,MO,residential,4307,6.5,6.2
21209,Scott,KY,residential,6816,6.4,6.4
