fips,county_name,state_abbr,land_use_short,wind_breakeven_cost_btm,wind_tp_btm,wind_ep_btm
55095,Polk,WI,RESIDENTIAL,5145,0.5,0.5
37179,Union,NC,RESIDENTIAL,3261,0.5,0.0
27153,Todd,MN,RESIDENTIAL,7933,0.5,0.2
46099,Minnehaha,SD,RESIDENTIAL,6260,0.5,0.5
38015,Burleigh,ND,RESIDENTIAL,5978,0.5,0.5
17005,Bond,IL,RESIDENTIAL,4020,0.5,0.0
38009,Bottineau,ND,RESIDENTIAL,7853,0.5,0.5
55119,Taylor,WI,RESIDENTIAL,4460,0.5,0.5
29083,Henry,MO,RESIDENTIAL,3858,0.5,0.0
42085,Mercer,PA,RESIDENTIAL,5041,0.5,0.4
36089,St. Lawrence,NY,RESIDENTIAL,4223,0.5,0.0
19097,Jackson,IA,RESIDENTIAL,2514,0.5,0.0
55057,Juneau,WI,RESIDENTIAL,4949,0.5,0.5
12103,Pinellas,FL,RESIDENTIAL,7025,0.5,0.5
05007,Benton,AR,RESIDENTIAL,4987,0.5,0.3
19119,Lyon,IA,RESIDENTIAL,3335,0.5,0.0
26059,Hillsdale,MI,RESIDENTIAL,8377,0.5,0.5
53005,Benton,WA,RESIDENTIAL,3248,0.5,0.0
48201,Harris,TX,RESIDENTIAL,3524,0.5,0.0
13031,Bulloch,GA,RESIDENTIAL,4979,0.5,0.4
17023,Clark,IL,RESIDENTIAL,4218,0.5,0.0
01039,Covington,AL,RESIDENTIAL,2840,0.5,0.0
51109,Louisa,VA,RESIDENTIAL,3250,0.5,0.0
51049,Cumberland,VA,RESIDENTIAL,3680,0.5,0.0
01049,DeKalb,AL,RESIDENTIAL,4209,0.5,0.0
16043,Fremont,ID,RESIDENTIAL,3011,0.5,0.0
47167,Tipton,TN,RESIDENTIAL,3878,0.5,0.0
19169,Story,IA,RESIDENTIAL,3236,0.5,0.0
53033,King,WA,RESIDENTIAL,3576,0.5,0.0
19031,Cedar,IA,RESIDENTIAL,2974,0.5,0.0
16073,Owyhee,ID,RESIDENTIAL,4117,0.5,0.0
19113,Linn,IA,RESIDENTIAL,3020,0.5,0.0
28101,Newton,MS,RESIDENTIAL,1764,0.5,0.0
47189,Wilson,TN,RESIDENTIAL,3155,0.5,0.0
29067,Douglas,MO,RESIDENTIAL,3244,0.5,0.0
47157,Shelby,TN,RESIDENTIAL,2571,0.5,0.0
45043,Georgetown,SC,RESIDENTIAL,5806,0.5,0.5
01057,Fayette,AL,RESIDENTIAL,3553,0.5,0.0
28159,Winston,MS,RESIDENTIAL,1780,0.5,0.0
29073,Gasconade,MO,RESIDENTIAL,3436,0.5,0.0
55093,Pierce,WI,RESIDENTIAL,5029,0.5,0.3
45001,Abbeville,SC,RESIDENTIAL,3104,0.4,0.0
26015,Barry,MI,RESIDENTIAL,6607,0.4,0.4
35001,Bernalillo,NM,RESIDENTIAL,3519,0.4,0.0
26061,Houghton,MI,RESIDENTIAL,7597,0.4,0.4
05027,Columbia,AR,RESIDENTIAL,2305,0.4,0.0
48423,Smith,TX,RESIDENTIAL,4319,0.4,0.0
19053,Decatur,IA,RESIDENTIAL,2688,0.4,0.0
45079,Richland,SC,RESIDENTIAL,4068,0.4,0.0
13185,Lowndes,GA,RESIDENTIAL,3477,0.4,0.0
55067,Langlade,WI,RESIDENTIAL,4287,0.4,0.0
04003,Cochise,AZ,RESIDENTIAL,4662,0.4,0.1
28147,Walthall,MS,RESIDENTIAL,1751,0.4,0.0
26165,Wexford,MI,RESIDENTIAL,7994,0.4,0.4
13129,Gordon,GA,RESIDENTIAL,2834,0.4,0.0
26087,Lapeer,MI,RESIDENTIAL,7769,0.4,0.4
40005,Atoka,OK,RESIDENTIAL,3685,0.4,0.0
13115,Floyd,GA,RESIDENTIAL,2002,0.4,0.0
40121,Pittsburg,OK,RESIDENTIAL,4790,0.4,0.2
40067,Jefferson,OK,RESIDENTIAL,4449,0.4,0.4
19045,Clinton,IA,RESIDENTIAL,2792,0.4,0.0
29177,Ray,MO,RESIDENTIAL,5148,0.4,0.4
01111,Randolph,AL,RESIDENTIAL,3206,0.4,0.0
10001,Kent,DE,RESIDENTIAL,5774,0.4,0.4
51057,Essex,VA,RESIDENTIAL,3590,0.4,0.0
13121,Fulton,GA,RESIDENTIAL,3175,0.4,0.0
47125,Montgomery,TN,RESIDENTIAL,3640,0.4,0.0
05057,Hempstead,AR,RESIDENTIAL,2524,0.4,0.0
19111,Lee,IA,RESIDENTIAL,2782,0.4,0.0
13107,Emanuel,GA,RESIDENTIAL,3333,0.4,0.0
29229,Wright,MO,RESIDENTIAL,4387,0.4,0.2
55021,Columbia,WI,RESIDENTIAL,5160,0.4,0.3
48031,Blanco,TX,RESIDENTIAL,5099,0.4,0.4
29003,Andrew,MO,RESIDENTIAL,4878,0.4,0.2
37049,Craven,NC,RESIDENTIAL,4406,0.4,0.3
47009,Blount,TN,RESIDENTIAL,1983,0.4,0.0
23027,Waldo,ME,RESIDENTIAL,6387,0.4,0.4
17043,DuPage,IL,RESIDENTIAL,4412,0.4,0.0
53025,Grant,WA,RESIDENTIAL,2740,0.4,0.0
27097,Morrison,MN,RESIDENTIAL,5730,0.4,0.4
37025,Cabarrus,NC,RESIDENTIAL,2455,0.4,0.0
12111,St. Lucie,FL,RESIDENTIAL,5553,0.4,0.4
13199,Meriwether,GA,RESIDENTIAL,2825,0.4,0.0
29151,Osage,MO,RESIDENTIAL,2454,0.4,0.0
26043,Dickinson,MI,RESIDENTIAL,6164,0.4,0.4
29107,Lafayette,MO,RESIDENTIAL,4637,0.4,0.2
28099,Neshoba,MS,RESIDENTIAL,2008,0.4,0.0
41037,Lake,OR,RESIDENTIAL,4062,0.4,0.0
22041,Franklin,LA,RESIDENTIAL,3289,0.4,0.0
37163,Sampson,NC,RESIDENTIAL,4104,0.4,0.0
01127,Walker,AL,RESIDENTIAL,2353,0.4,0.0
41035,Klamath,OR,RESIDENTIAL,2544,0.4,0.0
37069,Franklin,NC,RESIDENTIAL,3785,0.4,0.0
06029,Kern,CA,RESIDENTIAL,20622,0.4,0.4
55113,Sawyer,WI,RESIDENTIAL,3634,0.4,0.0
51131,Northampton,VA,RESIDENTIAL,6348,0.4,0.4
17077,Jackson,IL,RESIDENTIAL,3701,0.4,0.0
08041,El Paso,CO,RESIDENTIAL,5899,0.4,0.4
29203,Shannon,MO,RESIDENTIAL,3550,0.4,0.0
21199,Pulaski,KY,RESIDENTIAL,2705,0.4,0.0
21043,Carter,KY,RESIDENTIAL,2616,0.4,0.0
19063,Emmet,IA,RESIDENTIAL,3494,0.4,0.0
13147,Hart,GA,RESIDENTIAL,2644,0.4,0.0
36061,New York,NY,RESIDENTIAL,6837,0.4,0.4
13071,Colquitt,GA,RESIDENTIAL,5038,0.4,0.2
13033,Burke,GA,RESIDENTIAL,3424,0.4,0.0
28129,Smith,MS,RESIDENTIAL,1956,0.4,0.0
29025,Caldwell,MO,RESIDENTIAL,4741,0.4,0.3
04027,Yuma,AZ,RESIDENTIAL,4336,0.4,0.1
45087,Union,SC,RESIDENTIAL,1644,0.4,0.0
28087,Lowndes,MS,RESIDENTIAL,2022,0.4,0.0
22017,Caddo,LA,RESIDENTIAL,2493,0.3,0.0
04001,Apache,AZ,RESIDENTIAL,6251,0.3,0.3
37145,Person,NC,RESIDENTIAL,4535,0.3,0.3
40037,Creek,OK,RESIDENTIAL,4732,0.3,0.2
27091,Martin,MN,RESIDENTIAL,8651,0.3,0.3
31021,Burt,NE,RESIDENTIAL,6897,0.3,0.3
29225,Webster,MO,RESIDENTIAL,4459,0.3,0.2
12087,Monroe,FL,RESIDENTIAL,8091,0.3,0.3
09009,New Haven,CT,RESIDENTIAL,8013,0.3,0.3
01043,Cullman,AL,RESIDENTIAL,3894,0.3,0.1
01003,Baldwin,AL,RESIDENTIAL,7951,0.3,0.1
55007,Bayfield,WI,RESIDENTIAL,4737,0.3,0.3
47043,Dickson,TN,RESIDENTIAL,2548,0.3,0.0
26085,Lake,MI,RESIDENTIAL,6788,0.3,0.3
12009,Brevard,FL,RESIDENTIAL,5892,0.3,0.3
55121,Trempealeau,WI,RESIDENTIAL,4595,0.3,0.2
27095,Mille Lacs,MN,RESIDENTIAL,5851,0.3,0.3
36097,Schuyler,NY,RESIDENTIAL,5344,0.3,0.3
19155,Pottawattamie,IA,RESIDENTIAL,3572,0.3,0.0
22009,Avoyelles,LA,RESIDENTIAL,3009,0.3,0.0
55127,Walworth,WI,RESIDENTIAL,7460,0.3,0.3
47063,Hamblen,TN,RESIDENTIAL,2054,0.3,0.0
19023,Butler,IA,RESIDENTIAL,2883,0.3,0.0
28137,Tate,MS,RESIDENTIAL,2869,0.3,0.0
28113,Pike,MS,RESIDENTIAL,2043,0.3,0.0
28091,Marion,MS,RESIDENTIAL,1764,0.3,0.0
13195,Madison,GA,RESIDENTIAL,2321,0.3,0.0
13123,Gilmer,GA,RESIDENTIAL,3370,0.3,0.0
36085,Richmond,NY,RESIDENTIAL,5072,0.3,0.2
26139,Ottawa,MI,RESIDENTIAL,7698,0.3,0.3
29163,Pike,MO,RESIDENTIAL,3990,0.3,0.0
29113,Lincoln,MO,RESIDENTIAL,2622,0.3,0.0
55133,Waukesha,WI,RESIDENTIAL,8264,0.3,0.3
40095,Marshall,OK,RESIDENTIAL,3941,0.3,0.0
13253,Seminole,GA,RESIDENTIAL,3699,0.3,0.0
27047,Freeborn,MN,RESIDENTIAL,8434,0.3,0.3
29065,Dent,MO,RESIDENTIAL,4487,0.3,0.1
56031,Platte,WY,RESIDENTIAL,5416,0.3,0.3
42039,Crawford,PA,RESIDENTIAL,5516,0.3,0.2
01009,Blount,AL,RESIDENTIAL,7265,0.3,0.1
44005,Newport,RI,RESIDENTIAL,10065,0.3,0.3
48187,Guadalupe,TX,RESIDENTIAL,4437,0.3,0.0
53039,Klickitat,WA,RESIDENTIAL,3012,0.3,0.0
29077,Greene,MO,RESIDENTIAL,5413,0.3,0.2
01073,Jefferson,AL,RESIDENTIAL,2900,0.3,0.0
12061,Indian River,FL,RESIDENTIAL,5262,0.3,0.3
35049,Santa Fe,NM,RESIDENTIAL,5657,0.3,0.3
40113,Osage,OK,RESIDENTIAL,4388,0.3,0.1
41029,Jackson,OR,RESIDENTIAL,2490,0.3,0.0
45055,Kershaw,SC,RESIDENTIAL,2982,0.3,0.0
01091,Marengo,AL,RESIDENTIAL,2993,0.3,0.0
33013,Merrimack,NH,RESIDENTIAL,4154,0.3,0.0
27017,Carlton,MN,RESIDENTIAL,5436,0.3,0.3
22037,East Feliciana,LA,RESIDENTIAL,3218,0.3,0.0
37161,Rutherford,NC,RESIDENTIAL,2071,0.3,0.0
40089,McCurtain,OK,RESIDENTIAL,2617,0.3,0.0
13021,Bibb,GA,RESIDENTIAL,2132,0.3,0.0
35035,Otero,NM,RESIDENTIAL,4139,0.3,0.0
29015,Benton,MO,RESIDENTIAL,3526,0.3,0.0
46103,Pennington,SD,RESIDENTIAL,5759,0.3,0.3
39033,Crawford,OH,RESIDENTIAL,6270,0.3,0.3
35047,San Miguel,NM,RESIDENTIAL,8914,0.3,0.3
40097,Mayes,OK,RESIDENTIAL,5174,0.3,0.3
56011,Crook,WY,RESIDENTIAL,5371,0.3,0.3
26019,Benzie,MI,RESIDENTIAL,9840,0.3,0.3
51003,Albemarle,VA,RESIDENTIAL,1588,0.3,0.0
19103,Johnson,IA,RESIDENTIAL,2921,0.3,0.0
26161,Washtenaw,MI,RESIDENTIAL,7746,0.3,0.3
37091,Hertford,NC,RESIDENTIAL,5236,0.3,0.3
08031,Denver,CO,RESIDENTIAL,3428,0.3,0.0
45071,Newberry,SC,RESIDENTIAL,2813,0.3,0.0
23009,Hancock,ME,RESIDENTIAL,6000,0.3,0.3
13265,Taliaferro,GA,RESIDENTIAL,3447,0.3,0.0
13023,Bleckley,GA,RESIDENTIAL,4157,0.3,0.0
08013,Boulder,CO,RESIDENTIAL,3026,0.3,0.0
53063,Spokane,WA,RESIDENTIAL,2665,0.3,0.0
29141,Morgan,MO,RESIDENTIAL,4390,0.3,0.1
40137,Stephens,OK,RESIDENTIAL,5173,0.3,0.1
01013,Butler,AL,RESIDENTIAL,3291,0.3,0.0
26041,Delta,MI,RESIDENTIAL,6887,0.3,0.3
29153,Ozark,MO,RESIDENTIAL,2835,0.3,0.0
18039,Elkhart,IN,RESIDENTIAL,5847,0.3,0.3
27061,Itasca,MN,RESIDENTIAL,6120,0.3,0.3
29125,Maries,MO,RESIDENTIAL,3527,0.3,0.0
13267,Tattnall,GA,RESIDENTIAL,3410,0.3,0.0
41013,Crook,OR,RESIDENTIAL,5736,0.3,0.0
19037,Chickasaw,IA,RESIDENTIAL,2895,0.3,0.0
56035,Sublette,WY,RESIDENTIAL,4453,0.3,0.2
29061,Daviess,MO,RESIDENTIAL,3979,0.3,0.0
28023,Clarke,MS,RESIDENTIAL,2424,0.3,0.0
55031,Douglas,WI,RESIDENTIAL,4182,0.3,0.2
05011,Bradley,AR,RESIDENTIAL,2321,0.3,0.0
54023,Grant,WV,RESIDENTIAL,1753,0.3,0.0
56021,Laramie,WY,RESIDENTIAL,6430,0.3,0.3
45073,Oconee,SC,RESIDENTIAL,1890,0.3,0.0
08119,Teller,CO,RESIDENTIAL,6000,0.3,0.1
04021,Pinal,AZ,RESIDENTIAL,4243,0.3,0.0
19131,Mitchell,IA,RESIDENTIAL,5739,0.3,0.3
30081,Ravalli,MT,RESIDENTIAL,5480,0.3,0.3
40013,Bryan,OK,RESIDENTIAL,4163,0.3,0.0
19121,Madison,IA,RESIDENTIAL,3502,0.3,0.0
41039,Lane,OR,RESIDENTIAL,2832,0.3,0.0
20121,Miami,KS,RESIDENTIAL,7891,0.3,0.3
47103,Lincoln,TN,RESIDENTIAL,3837,0.3,0.0
19001,Adair,IA,RESIDENTIAL,3711,0.3,0.0
36043,Herkimer,NY,RESIDENTIAL,2362,0.3,0.0
13193,Macon,GA,RESIDENTIAL,2716,0.3,0.0
06061,Placer,CA,RESIDENTIAL,13630,0.3,0.3
47183,Weakley,TN,RESIDENTIAL,3922,0.3,0.0
12085,Martin,FL,RESIDENTIAL,6014,0.3,0.2
21173,Montgomery,KY,RESIDENTIAL,5199,0.3,0.3
36029,Erie,NY,RESIDENTIAL,4772,0.3,0.3
18179,Wells,IN,RESIDENTIAL,6236,0.3,0.3
25013,Hampden,MA,RESIDENTIAL,7778,0.3,0.3
06019,Fresno,CA,RESIDENTIAL,13518,0.3,0.3
35045,San Juan,NM,RESIDENTIAL,3334,0.3,0.0
28073,Lamar,MS,RESIDENTIAL,2048,0.3,0.0
41017,Deschutes,OR,RESIDENTIAL,3590,0.3,0.0
19009,Audubon,IA,RESIDENTIAL,3738,0.3,0.0
19079,Hamilton,IA,RESIDENTIAL,3394,0.3,0.0
22119,Webster,LA,RESIDENTIAL,2859,0.3,0.0
28039,George,MS,RESIDENTIAL,2067,0.3,0.0
29121,Macon,MO,RESIDENTIAL,3720,0.3,0.0
17151,Pope,IL,RESIDENTIAL,3396,0.3,0.0
19089,Howard,IA,RESIDENTIAL,3283,0.3,0.0
55037,Florence,WI,RESIDENTIAL,4883,0.3,0.3
04025,Yavapai,AZ,RESIDENTIAL,4094,0.3,0.2
21125,Laurel,KY,RESIDENTIAL,2462,0.3,0.0
29039,Cedar,MO,RESIDENTIAL,4105,0.3,0.0
50003,Bennington,VT,RESIDENTIAL,5458,0.3,0.3
26097,Mackinac,MI,RESIDENTIAL,9671,0.3,0.3
24029,Kent,MD,RESIDENTIAL,3521,0.2,0.0
05129,Searcy,AR,RESIDENTIAL,4348,0.2,0.2
12051,Hendry,FL,RESIDENTIAL,2254,0.2,0.0
01069,Houston,AL,RESIDENTIAL,3712,0.2,0.0
21227,Warren,KY,RESIDENTIAL,5318,0.2,0.2
23019,Penobscot,ME,RESIDENTIAL,6226,0.2,0.2
37117,Martin,NC,RESIDENTIAL,5085,0.2,0.2
51061,Fauquier,VA,RESIDENTIAL,2803,0.2,0.0
18085,Kosciusko,IN,RESIDENTIAL,5565,0.2,0.2
16055,Kootenai,ID,RESIDENTIAL,4947,0.2,0.2
27037,Dakota,MN,RESIDENTIAL,6888,0.2,0.2
39151,Stark,OH,RESIDENTIAL,6192,0.2,0.2
47155,Sevier,TN,RESIDENTIAL,1341,0.2,0.0
28021,Claiborne,MS,RESIDENTIAL,2166,0.2,0.0
48147,Fannin,TX,RESIDENTIAL,6931,0.2,0.2
05121,Randolph,AR,RESIDENTIAL,2940,0.2,0.0
