fips,county_name,state_abbr,wind_breakeven_cost_btm,wind_tp_btm,wind_ep_btm
40139,Texas,OK,4693,74.3,37.5
53043,Lincoln,WA,3668,65.0,0.0
35057,Torrance,NM,4407,61.9,0.1
35059,Union,NM,9174,36.6,36.6
26067,Ionia,MI,6722,33.1,33.1
08063,Kit Carson,CO,8658,31.5,31.5
30051,Liberty,MT,7326,30.6,30.6
27069,Kittson,MN,5673,30.0,30.0
48109,Culberson,TX,7972,29.2,29.2
35013,Doña Ana,NM,4194,25.6,0.0
38105,Williams,ND,5625,21.7,13.6
18157,Tippecanoe,IN,6061,21.0,21.0
40077,Latimer,OK,1137,20.6,0.0
48421,Sherman,TX,5391,18.1,5.9
36045,Jefferson,NY,5788,17.6,6.0
48229,Hudspeth,TX,5018,15.3,14.5
01101,Montgomery,AL,2908,13.3,0.0
48283,La Salle,TX,4661,12.8,12.8
46099,Minnehaha,SD,6683,12.5,12.5
48105,Crockett,TX,8613,12.4,12.4
17031,Cook,IL,5678,12.3,1.3
46069,Hyde,SD,5788,12.1,12.1
38041,Hettinger,ND,5974,10.5,5.3
06047,Merced,CA,10273,10.4,6.2
38029,Emmons,ND,5304,10.1,7.3
48011,Armstrong,TX,7993,9.8,9.8
38049,McHenry,ND,4646,9.4,4.0
49003,Box Elder,UT,7205,9.4,9.4
36065,Oneida,NY,3421,9.3,0.0
04015,Mohave,AZ,5601,8.7,8.5
27045,Fillmore,MN,8684,8.5,8.5
45029,Colleton,SC,2462,8.1,0.0
13033,Burke,GA,3284,8.1,0.0
37061,Duplin,NC,4539,8.0,0.2
27091,Martin,MN,8483,7.9,7.9
48027,Bell,TX,5912,7.8,1.0
48133,Eastland,TX,8496,7.6,7.1
48479,Webb,TX,7589,7.6,7.6
48371,Pecos,TX,7527,7.4,7.4
08005,Arapahoe,CO,4622,7.2,7.1
08023,Costilla,CO,5300,7.2,7.2
55075,Marinette,WI,4460,7.1,5.3
21047,Christian,KY,4623,7.1,0.5
06071,San Bernardino,CA,14103,7.0,6.6
08021,Conejos,CO,3231,6.9,0.0
06025,Imperial,CA,11633,6.9,6.9
36091,Saratoga,NY,3199,6.9,0.0
48491,Williamson,TX,9453,6.8,6.8
06029,Kern,CA,19393,6.7,0.4
29163,Pike,MO,4307,6.5,6.2
21209,Scott,KY,6816,6.4,6.4
26141,Presque Isle,MI,7909,6.3,6.3
36075,Oswego,NY,4700,6.1,3.3
31177,Washington,NE,5164,6.0,6.0
48489,Willacy,TX,7694,6.0,5.8
48117,Deaf Smith,TX,5944,6.0,6.0
42091,Montgomery,PA,4699,5.9,5.9
18177,Wayne,IN,5237,5.9,5.9
18077,Jefferson,IN,13288,5.8,5.8
38009,Bottineau,ND,5455,5.7,2.3
04017,Navajo,AZ,7967,5.6,0.2
55069,Lincoln,WI,5902,5.5,5.1
41037,Lake,OR,4051,5.4,0.0
06085,Santa Clara,CA,9887,5.4,0.2
48251,Johnson,TX,8256,5.3,5.3
17105,Livingston,IL,6797,5.2,5.2
21151,Madison,KY,4850,5.1,4.5
54003,Berkeley,WV,2050,5.0,0.0
48225,Houston,TX,3937,5.0,0.0
55025,Dane,WI,8110,5.0,1.6
30105,Valley,MT,8739,4.8,4.8
38097,Traill,ND,6055,4.8,4.8
30041,Hill,MT,7973,4.8,4.8
48097,Cooke,TX,7674,4.8,4.8
01061,Geneva,AL,4130,4.7,0.0
17201,Winnebago,IL,8083,4.7,4.6
17173,Shelby,IL,6049,4.6,4.4
01047,Dallas,AL,3301,4.4,0.0
29183,St. Charles,MO,3920,4.3,0.3
55039,Fond du Lac,WI,8968,4.3,2.8
12063,Jackson,FL,2879,4.3,0.0
30035,Glacier,MT,8185,4.2,4.2
49021,Iron,UT,4656,4.1,1.5
30071,Phillips,MT,7588,4.1,4.1
21185,Oldham,KY,3778,4.0,0.0
48453,Travis,TX,5133,3.9,3.1
36013,Chautauqua,NY,5302,3.9,2.5
16073,Owyhee,ID,4490,3.8,0.0
