fips,county_name,state_abbr,turbine_class,wind_breakeven_cost_btm,wind_tp_btm,wind_ep_btm
18077,Jefferson,IN,large,13288,5.5,5.5
36073,Orleans,NY,large,6238,2.6,2.6
25009,Essex,MA,large,9645,1.3,1.3
26099,Macomb,MI,large,4169,0.7,0.0
48113,Dallas,TX,large,8300,0.6,0.3
18003,Allen,IN,large,4797,0.6,0.6
39171,Williams,OH,large,7514,0.6,0.6
48133,Eastland,TX,large,4133,0.6,0.0
37071,Gaston,NC,large,4634,0.4,0.4
20125,Montgomery,KS,large,8334,0.3,0.3
48027,Bell,TX,large,5830,0.3,0.3
48013,Atascosa,TX,large,3162,0.2,0.0
53057,Skagit,WA,large,2425,0.1,0.0
48163,Frio,TX,large,4630,0.1,0.1
