fips,county_name,state_abbr,land_use_short,wind_breakeven_cost_btm,wind_tp_btm,wind_ep_btm
18157,Tippecanoe,IN,COMMERCIAL & INDUSTRIAL,4388,20.0,20.0
17031,Cook,IL,COMMERCIAL & INDUSTRIAL,7021,11.2,0.1
36065,Oneida,NY,COMMERCIAL & INDUSTRIAL,285,3.2,0.0
20099,Labette,KS,COMMERCIAL & INDUSTRIAL,5005,1.8,1.8
08073,Lincoln,CO,COMMERCIAL & INDUSTRIAL,6179,1.6,1.6
35009,Curry,NM,COMMERCIAL & INDUSTRIAL,7722,1.0,1.0
48355,Nueces,TX,COMMERCIAL & INDUSTRIAL,8512,0.9,0.9
48039,Brazoria,TX,COMMERCIAL & INDUSTRIAL,4683,0.8,0.0
49021,Iron,UT,COMMERCIAL & INDUSTRIAL,4033,0.8,0.0
49027,Millard,UT,COMMERCIAL & INDUSTRIAL,2686,0.7,0.0
46073,Jerauld,SD,COMMERCIAL & INDUSTRIAL,7954,0.7,0.7
18003,Allen,IN,COMMERCIAL & INDUSTRIAL,5841,0.7,0.7
26099,Macomb,MI,COMMERCIAL & INDUSTRIAL,4169,0.7,0.0
31105,Kimball,NE,COMMERCIAL & INDUSTRIAL,8602,0.6,0.6
38093,Stutsman,ND,COMMERCIAL & INDUSTRIAL,4608,0.6,0.6
48133,Eastland,TX,COMMERCIAL & INDUSTRIAL,4133,0.6,0.0
06037,Los Angeles,CA,COMMERCIAL & INDUSTRIAL,3003,0.5,0.0
49049,Utah,UT,COMMERCIAL & INDUSTRIAL,2472,0.4,0.0
37071,Gaston,NC,COMMERCIAL & INDUSTRIAL,4149,0.4,0.4
48113,Dallas,TX,COMMERCIAL & INDUSTRIAL,4283,0.4,0.0
18097,Marion,IN,COMMERCIAL & INDUSTRIAL,3960,0.4,0.0
48201,Harris,TX,COMMERCIAL & INDUSTRIAL,4451,0.3,0.2
46099,Minnehaha,SD,COMMERCIAL & INDUSTRIAL,7545,0.3,0.3
21207,Russell,KY,COMMERCIAL & INDUSTRIAL,6521,0.3,0.3
40109,Oklahoma,OK,COMMERCIAL & INDUSTRIAL,5332,0.3,0.3
18019,Clark,IN,COMMERCIAL & INDUSTRIAL,1905,0.3,0.0
36011,Cayuga,NY,COMMERCIAL & INDUSTRIAL,1652,0.3,0.0
04003,Cochise,AZ,COMMERCIAL & INDUSTRIAL,1679,0.3,0.0
48027,Bell,TX,COMMERCIAL & INDUSTRIAL,8440,0.3,0.3
08067,La Plata,CO,COMMERCIAL & INDUSTRIAL,1176,0.3,0.0
21111,Jefferson,KY,COMMERCIAL & INDUSTRIAL,4776,0.3,0.3
06065,Riverside,CA,COMMERCIAL & INDUSTRIAL,11400,0.2,0.2
13127,Glynn,GA,COMMERCIAL & INDUSTRIAL,3194,0.2,0.0
26137,Otsego,MI,COMMERCIAL & INDUSTRIAL,4121,0.2,0.0
39101,Marion,OH,COMMERCIAL & INDUSTRIAL,4354,0.2,0.2
55141,Wood,WI,COMMERCIAL & INDUSTRIAL,6115,0.2,0.2
