fips,county_name,state_abbr,wind_breakeven_cost_btm,wind_tp_btm,wind_ep_btm
12063,Jackson,FL,2456,4.3,0.0
30035,Glacier,MT,7120,4.2,4.2
49021,Iron,UT,4194,4.1,1.5
30071,Phillips,MT,6836,4.1,4.1
21185,Oldham,KY,3404,4.0,0.0
48453,Travis,TX,4624,3.9,2.9
36013,Chautauqua,NY,4776,3.9,2.2
16073,Owyhee,ID,3924,3.8,0.0
27021,Cass,MN,6543,3.7,3.7
18149,Starke,IN,5004,3.7,3.7
20099,Labette,KS,6213,3.7,1.8
29081,Harrison,MO,3702,3.7,0.0
18053,Grant,IN,5693,3.5,3.5
08123,Weld,CO,3482,3.5,2.6
48209,Hays,TX,7124,3.5,3.5
20021,Cherokee,KS,5930,3.5,3.5
17001,Adams,IL,6131,3.5,3.5
12113,Santa Rosa,FL,5352,3.4,1.7
16069,Nez Perce,ID,4467,3.4,3.4
38023,Divide,ND,4796,3.3,0.6
08075,Logan,CO,4272,3.3,0.6
38099,Walsh,ND,6041,3.3,3.3
12099,Palm Beach,FL,4439,3.3,1.1
48295,Lipscomb,TX,3389,3.3,0.0
46063,Harding,SD,5720,3.3,3.3
32011,Eureka,NV,2178,3.3,0.0
48309,McLennan,TX,8355,3.2,3.2
36089,St. Lawrence,NY,3904,3.2,0.0
48305,Lynn,TX,6340,3.2,3.2
06073,San Diego,CA,5164,3.1,0.6
36017,Chenango,NY,5211,3.1,2.6
48101,Cottle,TX,5453,3.1,3.1
35029,Luna,NM,5140,3.1,3.1
21101,Henderson,KY,5145,3.0,3.0
55023,Crawford,WI,2762,3.0,0.0
28101,Newton,MS,3005,3.0,0.0
48497,Wise,TX,7263,3.0,2.9
46037,Day,SD,4755,3.0,3.0
54077,Preston,WV,2729,2.9,0.0
05107,Phillips,AR,3553,2.9,0.0
42039,Crawford,PA,3598,2.9,0.2
36081,Queens,NY,4416,2.9,0.4
12101,Pasco,FL,3149,2.9,0.0
36005,Bronx,NY,3714,2.9,0.0
36067,Onondaga,NY,3749,2.9,0.0
13141,Hancock,GA,2192,2.9,0.0
48419,Shelby,TX,2066,2.8,0.0
06111,Ventura,CA,7809,2.8,0.2
30091,Sheridan,MT,4237,2.8,0.0
16027,Canyon,ID,3851,2.7,0.0
36073,Orleans,NY,5321,2.6,2.6
30015,Chouteau,MT,7451,2.6,2.6
48493,Wilson,TX,4986,2.6,2.6
46029,Codington,SD,6983,2.6,2.6
04019,Pima,AZ,4310,2.6,1.8
28147,Walthall,MS,2448,2.5,0.0
48253,Jones,TX,5587,2.5,2.5
36043,Herkimer,NY,4440,2.5,0.5
21017,Bourbon,KY,4632,2.5,1.3
48149,Fayette,TX,4743,2.5,2.0
31101,Keith,NE,5094,2.5,0.2
29205,Shelby,MO,4111,2.4,0.8
30005,Blaine,MT,7748,2.4,2.4
36019,Clinton,NY,4266,2.4,0.4
38093,Stutsman,ND,4673,2.4,0.0
45055,Kershaw,SC,2687,2.3,0.0
18055,Greene,IN,6033,2.3,2.3
38083,Sheridan,ND,4325,2.3,0.7
30057,Madison,MT,5493,2.3,2.3
21213,Simpson,KY,4025,2.3,0.0
06019,Fresno,CA,11140,2.3,0.4
06059,Orange,CA,3029,2.2,0.1
20157,Republic,KS,5981,2.2,2.2
06049,Modoc,CA,13749,2.2,2.2
26033,Chippewa,MI,7636,2.2,2.2
37151,Randolph,NC,3219,2.2,0.0
28011,Bolivar,MS,5688,2.2,2.2
21161,Mason,KY,4537,2.2,2.2
26099,Macomb,MI,5790,2.2,1.5
48331,Milam,TX,4649,2.2,1.9
25027,Worcester,MA,9639,2.2,1.1
48029,Bexar,TX,4025,2.2,0.4
31031,Cherry,NE,6330,2.2,2.2
27071,Koochiching,MN,5971,2.2,2.2
48499,Wood,TX,4000,2.2,1.0
29135,Moniteau,MO,3527,2.2,0.0
36037,Genesee,NY,3837,2.2,0.0
37125,Moore,NC,2800,2.1,0.0
54069,Ohio,WV,2703,2.1,0.0
17053,Ford,IL,4680,2.1,1.1
27005,Becker,MN,7104,2.1,2.0
21097,Harrison,KY,5172,2.1,2.1
21009,Barren,KY,4952,2.1,0.8
48293,Limestone,TX,4646,2.0,1.9
40015,Caddo,OK,5506,2.0,1.4
55135,Waupaca,WI,3731,2.0,0.3
49027,Millard,UT,2991,2.0,0.0
12121,Suwannee,FL,2490,2.0,0.0
18183,Whitley,IN,6061,2.0,2.0
30085,Roosevelt,MT,6224,2.0,2.0
46123,Tripp,SD,6455,2.0,2.0
17011,Bureau,IL,5116,1.9,1.9
30099,Teton,MT,5612,1.9,1.9
29091,Howell,MO,3415,1.9,0.0
29041,Chariton,MO,3289,1.9,0.0
18005,Bartholomew,IN,4393,1.9,0.1
20141,Osborne,KS,5046,1.9,1.1
08105,Rio Grande,CO,3465,1.9,0.0
40081,Lincoln,OK,4602,1.8,1.1
48277,Lamar,TX,3357,1.8,0.0
29101,Johnson,MO,4369,1.8,0.5
31063,Frontier,NE,5422,1.8,1.8
36063,Niagara,NY,4512,1.8,0.5
48367,Parker,TX,5822,1.8,1.8
48071,Chambers,TX,4614,1.8,1.2
28083,Leflore,MS,2414,1.8,0.0
36093,Schenectady,NY,4582,1.8,1.3
40145,Wagoner,OK,3850,1.8,0.0
48401,Rusk,TX,3113,1.8,0.0
24031,Montgomery,MD,4008,1.8,0.1
55087,Outagamie,WI,5120,1.8,0.0
06037,Los Angeles,CA,3808,1.8,0.3
06021,Glenn,CA,9560,1.7,1.7
08087,Morgan,CO,3927,1.7,0.0
12039,Gadsden,FL,2908,1.7,0.0
46013,Brown,SD,5000,1.7,1.7
56031,Platte,WY,4859,1.7,0.4
45073,Oconee,SC,2047,1.7,0.0
46091,Marshall,SD,6534,1.7,1.7
18049,Fulton,IN,4741,1.7,1.7
28009,Benton,MS,2949,1.7,0.0
06065,Riverside,CA,4968,1.6,0.5
01105,Perry,AL,3557,1.6,0.0
46105,Perkins,SD,4516,1.6,0.8
12086,Miami-Dade,FL,5009,1.6,0.3
08073,Lincoln,CO,5271,1.6,1.6
48327,Menard,TX,9145,1.6,1.6
27137,St. Louis,MN,5469,1.6,1.3
21045,Casey,KY,4186,1.6,1.5
40049,Garvin,OK,4411,1.6,0.4
28067,Jones,MS,2783,1.6,0.0
31001,Adams,NE,6168,1.6,1.6
17077,Jackson,IL,3839,1.6,0.0
20185,Stafford,KS,6685,1.6,1.6
31125,Nance,NE,6187,1.6,1.6
05037,Cross,AR,3892,1.6,0.0
12011,Broward,FL,5025,1.6,0.3
36029,Erie,NY,4471,1.6,0.7
48165,Gaines,TX,3603,1.6,0.0
18113,Noble,IN,5159,1.6,1.6
55043,Grant,WI,5002,1.5,0.9
18003,Allen,IN,6236,1.5,0.9
39045,Fairfield,OH,3391,1.5,0.0
36055,Monroe,NY,2180,1.5,0.0
31109,Lancaster,NE,6453,1.5,0.1
29147,Nodaway,MO,4620,1.5,1.5
18151,Steuben,IN,5030,1.5,1.5
36027,Dutchess,NY,2737,1.5,0.0
40047,Garfield,OK,5188,1.5,1.5
21239,Woodford,KY,3580,1.5,0.0
36021,Columbia,NY,4379,1.5,0.4
40129,Roger Mills,OK,8413,1.5,1.5
16051,Jefferson,ID,3603,1.5,0.0
56035,Sublette,WY,3540,1.5,0.2
06107,Tulare,CA,3879,1.4,0.2
18181,White,IN,8768,1.4,1.4
48113,Dallas,TX,7254,1.4,1.0
55123,Vernon,WI,4766,1.4,0.0
13247,Rockdale,GA,1399,1.4,0.0
45019,Charleston,SC,6929,1.4,1.0
26163,Wayne,MI,6530,1.4,1.4
40101,Muskogee,OK,3470,1.4,0.0
29119,McDonald,MO,3295,1.4,0.0
36009,Cattaraugus,NY,5160,1.4,0.5
21087,Green,KY,3310,1.4,0.0
18031,Decatur,IN,6066,1.4,1.4
25001,Barnstable,MA,13828,1.4,1.4
40133,Seminole,OK,4754,1.4,1.2
05031,Craighead,AR,3591,1.4,0.0
32013,Humboldt,NV,3195,1.4,0.0
39005,Ashland,OH,3593,1.4,0.0
20087,Jefferson,KS,6071,1.4,1.4
39173,Wood,OH,5207,1.3,0.3
21141,Logan,KY,6746,1.3,1.1
48039,Brazoria,TX,3603,1.3,0.0
25009,Essex,MA,9784,1.3,1.3
30073,Pondera,MT,7166,1.3,1.3
36105,Sullivan,NY,5482,1.3,0.5
40103,Noble,OK,4367,1.3,0.0
48185,Grimes,TX,4952,1.3,1.3
21229,Washington,KY,3065,1.3,0.0
20173,Sedgwick,KS,6367,1.3,1.3
48121,Denton,TX,5160,1.3,0.1
28091,Marion,MS,1935,1.3,0.0
12115,Sarasota,FL,3250,1.3,0.0
55021,Columbia,WI,4420,1.3,0.2
29203,Shannon,MO,3088,1.3,0.0
53061,Snohomish,WA,1959,1.3,0.0
45009,Bamberg,SC,3780,1.3,0.0
27141,Sherburne,MN,6305,1.3,1.3
30047,Lake,MT,4045,1.3,0.0
12103,Pinellas,FL,4479,1.2,0.3
21137,Lincoln,KY,4639,1.2,0.2
17075,Iroquois,IL,3679,1.2,0.0
42019,Butler,PA,4356,1.2,0.4
48257,Kaufman,TX,4627,1.2,0.3
18093,Lawrence,IN,5153,1.2,1.2
06083,Santa Barbara,CA,3729,1.2,0.0
55121,Trempealeau,WI,3995,1.2,0.0
36011,Cayuga,NY,4563,1.2,0.1
20093,Kearny,KS,4448,1.2,1.2
17193,White,IL,2839,1.2,0.0
46053,Gregory,SD,6415,1.2,1.2
17099,LaSalle,IL,4361,1.2,1.1
20085,Jackson,KS,6369,1.2,1.2
48359,Oldham,TX,6330,1.1,1.1
37069,Franklin,NC,3428,1.1,0.0
38015,Burleigh,ND,5066,1.1,0.5
36059,Nassau,NY,3792,1.1,0.0
29121,Macon,MO,3588,1.1,0.0
18039,Elkhart,IN,5267,1.1,1.0
45015,Berkeley,SC,4179,1.1,0.0
18091,LaPorte,IN,5659,1.1,1.1
37143,Perquimans,NC,4641,1.1,1.1
17129,Menard,IL,3520,1.1,0.0
20041,Dickinson,KS,5797,1.1,1.1
17137,Morgan,IL,3981,1.1,0.0
42117,Tioga,PA,6203,1.1,0.7
26125,Oakland,MI,6540,1.1,1.1
20119,Meade,KS,5517,1.1,0.8
39171,Williams,OH,5817,1.1,1.1
18011,Boone,IN,5742,1.1,1.1
48495,Winkler,TX,4167,1.1,0.0
17141,Ogle,IL,6248,1.1,1.1
05023,Cleburne,AR,2967,1.1,0.0
19107,Keokuk,IA,2790,1.1,0.0
18127,Porter,IN,5858,1.1,1.1
19065,Fayette,IA,2991,1.1,0.0
05127,Scott,AR,2116,1.1,0.0
19043,Clayton,IA,2543,1.1,0.0
35009,Curry,NM,6552,1.1,1.1
20183,Smith,KS,4625,1.0,0.8
29051,Cole,MO,3627,1.0,0.0
48001,Anderson,TX,2340,1.0,0.0
31011,Boone,NE,5384,1.0,1.0
21001,Adair,KY,4109,1.0,0.0
29145,Newton,MO,5116,1.0,0.3
20029,Cloud,KS,5413,1.0,1.0
34023,Middlesex,NJ,6468,1.0,0.8
29195,Saline,MO,3894,1.0,0.0
55141,Wood,WI,5809,1.0,1.0
38079,Rolette,ND,4345,1.0,0.2
42029,Chester,PA,2945,1.0,0.0
48255,Karnes,TX,4154,1.0,0.5
31039,Cuming,NE,6570,1.0,1.0
30011,Carter,MT,7547,1.0,1.0
21207,Russell,KY,5562,1.0,0.3
18095,Madison,IN,5327,1.0,0.9
30087,Rosebud,MT,6211,1.0,1.0
47109,McNairy,TN,2764,1.0,0.0
28055,Issaquena,MS,2087,1.0,0.0
48355,Nueces,TX,6163,1.0,0.9
36071,Orange,NY,4617,1.0,0.2
47023,Chester,TN,2757,1.0,0.0
20027,Clay,KS,5511,1.0,1.0
48201,Harris,TX,3576,1.0,0.0
36111,Ulster,NY,973,1.0,0.0
25021,Norfolk,MA,10776,1.0,1.0
48051,Burleson,TX,3427,1.0,0.0
01003,Baldwin,AL,7162,1.0,0.8
45017,Calhoun,SC,3973,1.0,0.0
21005,Anderson,KY,5159,1.0,0.8
48451,Tom Green,TX,6119,1.0,0.0
48325,Medina,TX,2775,1.0,0.0
28099,Neshoba,MS,2685,0.9,0.0
18131,Pulaski,IN,4888,0.9,0.7
08001,Adams,CO,2820,0.9,0.0
21135,Lewis,KY,4847,0.9,0.9
04003,Cochise,AZ,4196,0.9,0.1
28029,Copiah,MS,1788,0.9,0.0
48219,Hockley,TX,3134,0.9,0.0
55099,Price,WI,4110,0.9,0.0
31131,Otoe,NE,6006,0.9,0.9
35005,Chaves,NM,4072,0.9,0.8
05123,St. Francis,AR,3222,0.9,0.0
47017,Carroll,TN,3121,0.9,0.0
31027,Cedar,NE,6735,0.9,0.9
21227,Warren,KY,4791,0.9,0.2
21031,Butler,KY,2707,0.9,0.0
31019,Buffalo,NE,6300,0.9,0.9
48349,Navarro,TX,4649,0.9,0.7
46011,Brookings,SD,5457,0.9,0.9
29201,Scott,MO,3178,0.9,0.0
17073,Henry,IL,5131,0.9,0.9
21083,Graves,KY,5510,0.9,0.9
46005,Beadle,SD,5151,0.9,0.9
45057,Lancaster,SC,3452,0.9,0.0
18121,Parke,IN,4127,0.9,0.0
48021,Bastrop,TX,4085,0.9,0.0
29115,Linn,MO,3860,0.9,0.0
40059,Harper,OK,3732,0.9,0.0
40041,Delaware,OK,5179,0.9,0.5
45051,Horry,SC,4044,0.9,0.0
04021,Pinal,AZ,3567,0.9,0.0
21179,Nelson,KY,3340,0.9,0.0
29199,Scotland,MO,4188,0.9,0.0
17051,Fayette,IL,4262,0.9,0.6
29029,Camden,MO,3613,0.9,0.0
20015,Butler,KS,6768,0.9,0.9
20171,Scott,KS,6027,0.9,0.9
28061,Jasper,MS,2241,0.9,0.0
48485,Wichita,TX,6568,0.9,0.9
08013,Boulder,CO,2775,0.9,0.0
26109,Menominee,MI,6204,0.9,0.9
20195,Trego,KS,5953,0.9,0.9
31167,Stanton,NE,5894,0.9,0.8
27151,Swift,MN,7643,0.9,0.9
20023,Cheyenne,KS,4912,0.9,0.9
05013,Calhoun,AR,2203,0.9,0.0
20059,Franklin,KS,5908,0.9,0.0
46115,Spink,SD,5211,0.9,0.9
27101,Murray,MN,8405,0.9,0.9
26111,Midland,MI,6738,0.9,0.9
40113,Osage,OK,3982,0.8,0.0
46071,Jackson,SD,6675,0.8,0.0
20115,Marion,KS,7611,0.8,0.8
28057,Itawamba,MS,1765,0.8,0.0
29123,Madison,MO,3293,0.8,0.0
46079,Lake,SD,6000,0.8,0.8
05065,Izard,AR,2534,0.8,0.0
20095,Kingman,KS,6575,0.8,0.8
26165,Wexford,MI,7117,0.8,0.4
27165,Watonwan,MN,7704,0.8,0.8
31165,Sioux,NE,4311,0.8,0.0
20009,Barton,KS,6102,0.8,0.8
19153,Polk,IA,4723,0.8,0.2
31147,Richardson,NE,6443,0.8,0.8
20047,Edwards,KS,6383,0.8,0.8
48055,Caldwell,TX,3191,0.8,0.0
31107,Knox,NE,7579,0.8,0.8
08069,Larimer,CO,3983,0.8,0.1
48335,Mitchell,TX,3605,0.8,0.0
31097,Johnson,NE,5706,0.8,0.8
31139,Pierce,NE,7257,0.8,0.8
46067,Hutchinson,SD,5386,0.8,0.8
40109,Oklahoma,OK,4548,0.8,0.4
45083,Spartanburg,SC,2472,0.8,0.0
10001,Kent,DE,5136,0.8,0.8
39025,Clermont,OH,4712,0.8,0.3
34019,Hunterdon,NJ,5860,0.8,0.8
40093,Major,OK,4534,0.8,0.0
26051,Gladwin,MI,6039,0.8,0.8
35021,Harding,NM,5729,0.8,0.8
31087,Hitchcock,NE,5615,0.8,0.8
31077,Greeley,NE,6461,0.8,0.8
20069,Gray,KS,4962,0.8,0.8
31093,Howard,NE,5902,0.8,0.8
31141,Platte,NE,5051,0.8,0.8
28133,Sunflower,MS,3438,0.8,0.0
18075,Jay,IN,5414,0.8,0.8
29133,Mississippi,MO,3376,0.8,0.0
42041,Cumberland,PA,3597,0.8,0.0
29131,Miller,MO,2959,0.8,0.0
13165,Jenkins,GA,3178,0.8,0.0
19061,Dubuque,IA,2929,0.8,0.0
12087,Monroe,FL,7200,0.8,0.3
56003,Big Horn,WY,3675,0.8,0.0
05009,Boone,AR,3744,0.8,0.0
40057,Harmon,OK,4050,0.7,0.0
26117,Montcalm,MI,6809,0.7,0.7
40009,Beckham,OK,5060,0.7,0.0
20003,Anderson,KS,6812,0.7,0.7
39051,Fulton,OH,5237,0.7,0.7
18137,Ripley,IN,2791,0.7,0.0
20033,Comanche,KS,5603,0.7,0.7
36069,Ontario,NY,4095,0.7,0.0
27009,Benton,MN,8206,0.7,0.7
17043,DuPage,IL,4616,0.7,0.3
17135,Montgomery,IL,3850,0.7,0.0
39037,Darke,OH,5289,0.7,0.4
18111,Newton,IN,4822,0.7,0.7
27115,Pine,MN,4669,0.7,0.3
46073,Jerauld,SD,6785,0.7,0.7
31185,York,NE,16998,0.7,0.7
01005,Barbour,AL,3219,0.7,0.0
21143,Lyon,KY,4770,0.7,0.7
36047,Kings,NY,6005,0.7,0.3
13099,Early,GA,3521,0.7,0.0
42133,York,PA,3936,0.7,0.1
28119,Quitman,MS,2767,0.7,0.0
17091,Kankakee,IL,4086,0.7,0.0
48175,Goliad,TX,4012,0.7,0.0
33015,Rockingham,NH,7507,0.7,0.7
33011,Hillsborough,NH,6184,0.7,0.7
29023,Butler,MO,2760,0.7,0.0
42005,Armstrong,PA,4164,0.7,0.0
21049,Clark,KY,4835,0.7,0.5
39011,Auglaize,OH,4442,0.7,0.4
12021,Collier,FL,3360,0.7,0.0
25017,Middlesex,MA,9589,0.7,0.7
38091,Steele,ND,6063,0.7,0.7
48089,Colorado,TX,4796,0.7,0.4
26005,Allegan,MI,5154,0.7,0.7
16071,Oneida,ID,1871,0.7,0.0
05135,Sharp,AR,3023,0.7,0.0
18025,Crawford,IN,2141,0.7,0.0
21191,Pendleton,KY,2012,0.7,0.0
08109,Saguache,CO,1283,0.7,0.0
53073,Whatcom,WA,4147,0.7,0.1
55115,Shawano,WI,4713,0.7,0.3
55073,Marathon,WI,3861,0.7,0.0
55019,Clark,WI,3713,0.7,0.0
18023,Clinton,IN,5932,0.7,0.7
27027,Clay,MN,9284,0.7,0.7
12081,Manatee,FL,4572,0.7,0.1
47069,Hardeman,TN,2922,0.7,0.0
18175,Washington,IN,4429,0.7,0.7
27033,Cottonwood,MN,8794,0.7,0.7
13067,Cobb,GA,2517,0.7,0.0
17021,Christian,IL,3852,0.7,0.0
55071,Manitowoc,WI,5292,0.7,0.1
48291,Liberty,TX,3233,0.7,0.0
13221,Oglethorpe,GA,3068,0.7,0.0
36053,Madison,NY,4354,0.7,0.3
17107,Logan,IL,3975,0.7,0.0
13175,Laurens,GA,3175,0.7,0.0
19015,Boone,IA,3091,0.7,0.0
36035,Fulton,NY,3461,0.7,0.0
18061,Harrison,IN,4493,0.7,0.1
48087,Collingsworth,TX,4653,0.7,0.7
21183,Ohio,KY,4158,0.7,0.0
29229,Wright,MO,3919,0.6,0.0
08041,El Paso,CO,5438,0.6,0.4
38013,Burke,ND,6827,0.6,0.6
26081,Kent,MI,6662,0.6,0.6
45075,Orangeburg,SC,4587,0.6,0.4
09001,Fairfield,CT,7481,0.6,0.6
18037,Dubois,IN,5130,0.6,0.6
19173,Taylor,IA,3037,0.6,0.0
28153,Wayne,MS,2551,0.6,0.0
27001,Aitkin,MN,5883,0.6,0.6
27169,Winona,MN,7270,0.6,0.6
27089,Marshall,MN,6943,0.6,0.6
19047,Crawford,IA,3461,0.6,0.0
31105,Kimball,NE,7337,0.6,0.6
36049,Lewis,NY,4228,0.6,0.0
23017,Oxford,ME,4857,0.6,0.6
42129,Westmoreland,PA,545,0.6,0.0
19045,Clinton,IA,2586,0.6,0.0
53063,Spokane,WA,2721,0.6,0.0
21125,Laurel,KY,3381,0.6,0.0
37123,Montgomery,NC,3741,0.6,0.0
12083,Marion,FL,2997,0.6,0.0
54037,Jefferson,WV,4106,0.6,0.0
37179,Union,NC,3412,0.6,0.0
55119,Taylor,WI,3999,0.6,0.0
20155,Reno,KS,6939,0.6,0.6
39147,Seneca,OH,5795,0.6,0.6
48015,Austin,TX,3427,0.6,0.0
18085,Kosciusko,IN,5013,0.6,0.4
45089,Williamsburg,SC,1962,0.6,0.0
48471,Walker,TX,3060,0.6,0.0
29141,Morgan,MO,3807,0.6,0.0
27059,Isanti,MN,6174,0.6,0.5
39023,Clark,OH,3860,0.6,0.0
12051,Hendry,FL,2162,0.6,0.0
28019,Choctaw,MS,2070,0.6,0.0
48313,Madison,TX,3342,0.6,0.0
18051,Gibson,IN,5343,0.6,0.6
01125,Tuscaloosa,AL,2558,0.6,0.0
12015,Charlotte,FL,2122,0.6,0.0
37071,Gaston,NC,3972,0.6,0.0
29217,Vernon,MO,4132,0.6,0.0
19093,Ida,IA,3088,0.6,0.0
48093,Comanche,TX,3435,0.6,0.0
48377,Presidio,TX,3498,0.6,0.0
41005,Clackamas,OR,2502,0.6,0.0
05145,White,AR,3349,0.6,0.0
29071,Franklin,MO,3234,0.6,0.0
05113,Polk,AR,2192,0.6,0.0
48287,Lee,TX,3357,0.6,0.0
17115,Macon,IL,3861,0.6,0.0
42015,Bradford,PA,6267,0.6,0.3
13121,Fulton,GA,2761,0.6,0.0
28051,Holmes,MS,1656,0.6,0.0
36007,Broome,NY,2968,0.5,0.0
05055,Greene,AR,3793,0.5,0.0
53033,King,WA,3052,0.5,0.0
47157,Shelby,TN,3458,0.5,0.0
48473,Waller,TX,2639,0.5,0.0
51175,Southampton,VA,4245,0.5,0.0
55095,Polk,WI,4634,0.5,0.3
29017,Bollinger,MO,2399,0.5,0.0
26059,Hillsdale,MI,7487,0.5,0.5
48181,Grayson,TX,6449,0.5,0.5
01049,DeKalb,AL,3689,0.5,0.0
05015,Carroll,AR,3239,0.5,0.0
27153,Todd,MN,7146,0.5,0.2
21145,McCracken,KY,4832,0.5,0.2
26019,Benzie,MI,8391,0.5,0.5
17005,Bond,IL,3621,0.5,0.0
39127,Perry,OH,4101,0.5,0.0
18021,Clay,IN,4692,0.5,0.5
48455,Trinity,TX,2531,0.5,0.0
29083,Henry,MO,3475,0.5,0.0
42085,Mercer,PA,4541,0.5,0.1
31161,Sheridan,NE,4897,0.5,0.5
42055,Franklin,PA,3968,0.5,0.0
28109,Pearl River,MS,2748,0.5,0.0
36033,Franklin,NY,3746,0.5,0.0
12133,Washington,FL,3151,0.5,0.0
19097,Jackson,IA,2265,0.5,0.0
55057,Juneau,WI,4459,0.5,0.0
41017,Deschutes,OR,3191,0.5,0.0
05007,Benton,AR,4492,0.5,0.1
29161,Phelps,MO,3957,0.5,0.2
48457,Tyler,TX,2527,0.5,0.0
19119,Lyon,IA,3004,0.5,0.0
39099,Mahoning,OH,3741,0.5,0.0
53005,Benton,WA,2926,0.5,0.0
27095,Mille Lacs,MN,5252,0.5,0.5
13031,Bulloch,GA,4486,0.5,0.4
17023,Clark,IL,3800,0.5,0.0
04013,Maricopa,AZ,2699,0.5,0.0
21181,Nicholas,KY,3893,0.5,0.0
20149,Pottawatomie,KS,7083,0.5,0.5
28105,Oktibbeha,MS,4397,0.5,0.4
19103,Johnson,IA,2605,0.5,0.0
01039,Covington,AL,2559,0.5,0.0
12075,Levy,FL,1673,0.5,0.0
18109,Morgan,IN,4807,0.5,0.1
51109,Louisa,VA,2927,0.5,0.0
18017,Cass,IN,4284,0.5,0.0
51049,Cumberland,VA,3315,0.5,0.0
42081,Lycoming,PA,121,0.5,0.0
48423,Smith,TX,4245,0.5,0.0
20051,Ellis,KS,5209,0.5,0.5
27097,Morrison,MN,5097,0.5,0.4
16043,Fremont,ID,2712,0.5,0.0
47167,Tipton,TN,3493,0.5,0.0
13129,Gordon,GA,2455,0.5,0.0
19169,Story,IA,2915,0.5,0.0
29045,Clark,MO,3993,0.5,0.0
20117,Marshall,KS,5862,0.5,0.5
18059,Hancock,IN,5337,0.5,0.5
34011,Cumberland,NJ,5357,0.5,0.5
27061,Itasca,MN,5408,0.5,0.5
10005,Sussex,DE,4731,0.5,0.3
29003,Andrew,MO,4272,0.5,0.2
19031,Cedar,IA,2679,0.5,0.0
18159,Tipton,IN,5847,0.5,0.5
