fips,county_name,state_abbr,underserved,wind_breakeven_cost_btm,wind_tp_btm,wind_ep_btm
53043,Lincoln,WA,True,3296,64.2,0.0
35057,Torrance,NM,True,3970,61.9,0.0
35059,Union,NM,True,7858,31.3,31.3
30051,Liberty,MT,True,6249,30.6,30.6
26067,Ionia,MI,True,5394,30.3,30.3
40077,Latimer,OK,True,970,20.6,0.0
48421,Sherman,TX,True,4821,18.1,5.9
48229,Hudspeth,TX,True,4813,14.5,14.5
01101,Montgomery,AL,True,2480,13.3,0.0
48283,La Salle,TX,True,3976,12.8,0.0
35013,Doña Ana,NM,True,3615,12.6,0.0
46069,Hyde,SD,True,4937,12.1,12.1
38105,Williams,ND,True,4767,9.6,6.9
06047,Merced,CA,True,10152,8.9,4.3
04015,Mohave,AZ,True,5038,8.4,8.0
13033,Burke,GA,True,2958,8.1,0.0
37061,Duplin,NC,True,3594,7.9,0.0
21047,Christian,KY,True,4164,7.1,0.0
06071,San Bernardino,CA,True,12720,7.0,0.3
08021,Conejos,CO,True,2756,6.9,0.0
06025,Imperial,CA,True,10324,6.9,6.9
31177,Washington,NE,True,4405,6.0,6.0
48117,Deaf Smith,TX,True,5070,6.0,6.0
18077,Jefferson,IN,True,11335,5.8,5.8
41037,Lake,OR,True,3650,5.4,0.0
06085,Santa Clara,CA,True,8907,5.4,0.2
54003,Berkeley,WV,True,1748,5.0,0.0
30105,Valley,MT,True,7873,4.8,4.8
17201,Winnebago,IL,True,8388,4.6,4.6
01047,Dallas,AL,True,2872,4.4,0.0
55025,Dane,WI,True,7636,4.2,1.6
36065,Oneida,NY,True,3663,4.1,0.0
16073,Owyhee,ID,True,3924,3.8,0.0
48453,Travis,TX,True,4535,3.8,2.7
48209,Hays,TX,True,7124,3.5,3.5
20099,Labette,KS,True,6261,3.5,1.6
36075,Oswego,NY,True,4471,3.3,3.2
38023,Divide,ND,True,4796,3.3,0.6
48305,Lynn,TX,True,6340,3.2,3.2
21209,Scott,KY,True,5846,3.1,3.0
18053,Grant,IN,True,5112,3.0,3.0
46037,Day,SD,True,4755,3.0,3.0
48027,Bell,TX,True,4875,2.9,0.3
05107,Phillips,AR,True,3553,2.9,0.0
13141,Hancock,GA,True,2192,2.9,0.0
54077,Preston,WV,True,1696,2.9,0.0
48419,Shelby,TX,True,2066,2.8,0.0
08123,Weld,CO,True,3598,2.8,2.6
48491,Williamson,TX,True,7632,2.7,2.6
06111,Ventura,CA,True,5888,2.7,0.1
38009,Bottineau,ND,True,3633,2.7,0.0
36073,Orleans,NY,True,5321,2.6,2.6
30015,Chouteau,MT,True,7451,2.6,2.6
49021,Iron,UT,True,3613,2.6,0.0
36005,Bronx,NY,True,3714,2.6,0.0
38041,Hettinger,ND,True,3564,2.6,0.0
45029,Colleton,SC,True,2100,2.6,0.0
21017,Bourbon,KY,True,4632,2.5,1.3
30005,Blaine,MT,True,7748,2.4,2.4
06073,San Diego,CA,True,5074,2.4,0.4
38083,Sheridan,ND,True,4325,2.3,0.7
21213,Simpson,KY,True,4025,2.3,0.0
04019,Pima,AZ,True,3993,2.3,1.7
28011,Bolivar,MS,True,5688,2.2,2.2
21161,Mason,KY,True,4537,2.2,2.2
48331,Milam,TX,True,4649,2.2,1.9
28147,Walthall,MS,True,3602,2.1,0.0
29081,Harrison,MO,True,3663,2.0,0.0
36081,Queens,NY,True,4488,2.0,0.3
46123,Tripp,SD,True,6455,2.0,2.0
36045,Jefferson,NY,True,5214,2.0,0.6
17011,Bureau,IL,True,5116,1.9,1.9
29091,Howell,MO,True,3415,1.9,0.0
29101,Johnson,MO,True,4448,1.8,0.5
28083,Leflore,MS,True,2414,1.8,0.0
29135,Moniteau,MO,True,3745,1.7,0.0
36089,St. Lawrence,NY,True,776,1.7,0.0
12039,Gadsden,FL,True,2908,1.7,0.0
48309,McLennan,TX,True,8166,1.7,1.7
21045,Casey,KY,True,4186,1.6,1.5
28067,Jones,MS,True,2783,1.6,0.0
17077,Jackson,IL,True,3839,1.6,0.0
48165,Gaines,TX,True,3603,1.6,0.0
12086,Miami-Dade,FL,True,4885,1.5,0.3
36019,Clinton,NY,True,4435,1.5,0.4
36055,Monroe,NY,True,2180,1.5,0.0
29147,Nodaway,MO,True,4620,1.5,1.5
56035,Sublette,WY,True,3540,1.5,0.2
31109,Lancaster,NE,True,6110,1.5,0.0
13247,Rockdale,GA,True,1399,1.4,0.0
48277,Lamar,TX,True,2635,1.4,0.0
06107,Tulare,CA,True,3958,1.4,0.2
05037,Cross,AR,True,3920,1.4,0.0
05031,Craighead,AR,True,3591,1.4,0.0
48113,Dallas,TX,True,7354,1.4,1.0
30073,Pondera,MT,True,7166,1.3,1.3
06037,Los Angeles,CA,True,3732,1.3,0.3
18031,Decatur,IN,True,6066,1.3,1.3
06065,Riverside,CA,True,4854,1.3,0.4
12011,Broward,FL,True,3950,1.2,0.0
29203,Shannon,MO,True,3198,1.2,0.0
06083,Santa Barbara,CA,True,3729,1.2,0.0
30047,Lake,MT,True,4073,1.2,0.0
48029,Bexar,TX,True,4011,1.2,0.0
06059,Orange,CA,True,2658,1.2,0.1
48039,Brazoria,TX,True,3615,1.2,0.0
36063,Niagara,NY,True,4685,1.2,0.4
17001,Adams,IL,True,6297,1.1,1.1
36105,Sullivan,NY,True,5482,1.1,0.5
36011,Cayuga,NY,True,3826,1.1,0.0
48121,Denton,TX,True,5729,1.1,0.1
