fips,county_name,state_abbr,underserved,wind_breakeven_cost_fom,wind_tp_fom,wind_ep_fom
13141,Hancock,GA,True,124,460.0,0.0
08123,Weld,CO,True,1763,174.9,165.0
06047,Merced,CA,True,592,79.3,0.0
28083,Leflore,MS,True,1373,61.5,61.5
08109,Saguache,CO,True,64,43.7,0.0
34005,Burlington,NJ,True,897,30.7,0.0
21017,Bourbon,KY,True,2621,29.2,29.2
26065,Ingham,MI,True,1851,27.1,27.1
40015,Caddo,OK,True,2923,26.5,26.5
40047,Garfield,OK,True,2821,26.5,26.5
17091,Kankakee,IL,True,2025,24.8,24.8
28119,Quitman,MS,True,1219,24.4,24.4
17107,Logan,IL,True,1866,24.3,24.3
12079,Madison,FL,True,294,23.2,0.0
28051,Holmes,MS,True,993,19.0,19.0
35057,Torrance,NM,True,2548,18.6,14.9
42055,Franklin,PA,True,837,18.4,0.0
29147,Nodaway,MO,True,2724,17.8,17.8
24041,Talbot,MD,True,1151,16.8,16.8
17113,McLean,IL,True,2493,16.5,16.5
05037,Cross,AR,True,1741,15.1,15.1
38025,Dunn,ND,True,2199,14.3,14.3
48165,Gaines,TX,True,1544,14.1,14.1
48229,Hudspeth,TX,True,855,13.4,0.0
51047,Culpeper,VA,True,47,13.1,0.0
48283,La Salle,TX,True,1263,11.9,11.9
48491,Williamson,TX,True,2069,11.5,11.5
17027,Clinton,IL,True,1701,11.3,11.3
08073,Lincoln,CO,True,1092,11.2,11.2
27027,Clay,MN,True,2042,10.8,10.8
29101,Johnson,MO,True,2551,10.7,10.7
29205,Shelby,MO,True,2174,9.9,9.9
29091,Howell,MO,True,981,9.8,0.0
29133,Mississippi,MO,True,1622,9.0,9.0
31057,Dundy,NE,True,1750,8.9,8.9
35013,Doña Ana,NM,True,1211,8.9,8.4
32001,Churchill,NV,True,242,8.8,0.0
48301,Loving,TX,True,372,8.7,0.0
20099,Labette,KS,True,2517,8.5,8.5
53043,Lincoln,WA,True,1544,8.5,8.5
20029,Cloud,KS,True,1622,8.5,8.5
30015,Chouteau,MT,True,2713,8.4,8.4
30105,Valley,MT,True,2902,8.4,8.4
48093,Comanche,TX,True,1479,8.4,8.4
24045,Wicomico,MD,True,1467,8.3,8.3
46123,Tripp,SD,True,2457,8.3,8.3
28053,Humphreys,MS,True,1285,8.2,8.2
55043,Grant,WI,True,1203,8.1,8.1
18053,Grant,IN,True,2234,7.8,7.8
40145,Wagoner,OK,True,2160,7.6,7.6
30075,Powder River,MT,True,1921,7.6,7.6
27169,Winona,MN,True,2261,7.4,7.4
48319,Mason,TX,True,1125,7.3,7.3
45051,Horry,SC,True,961,7.3,0.0
36109,Tompkins,NY,True,830,7.0,0.0
20085,Jackson,KS,True,2922,6.9,6.9
30085,Roosevelt,MT,True,1646,6.9,6.9
31019,Buffalo,NE,True,2592,6.8,6.8
17051,Fayette,IL,True,1877,6.7,6.7
24019,Dorchester,MD,True,1459,6.7,6.7
20095,Kingman,KS,True,2816,6.6,6.6
20009,Barton,KS,True,2177,6.5,6.5
32003,Clark,NV,True,811,6.5,6.1
17053,Ford,IL,True,2327,6.3,6.3
20047,Edwards,KS,True,2362,6.2,6.2
48475,Ward,TX,True,704,6.1,0.0
48331,Milam,TX,True,1709,6.0,6.0
30107,Wheatland,MT,True,2094,5.9,5.9
48115,Dawson,TX,True,1419,5.7,5.7
55097,Portage,WI,True,1864,5.6,5.6
46067,Hutchinson,SD,True,2471,5.6,5.6
48263,Kent,TX,True,1416,5.5,5.5
36011,Cayuga,NY,True,1040,5.5,0.1
20165,Rush,KS,True,2112,5.5,5.5
48471,Walker,TX,True,624,5.4,0.0
19051,Davis,IA,True,2177,5.3,5.3
06021,Glenn,CA,True,1161,5.3,5.3
46011,Brookings,SD,True,2185,5.3,5.3
53025,Grant,WA,True,871,5.3,0.0
48247,Jim Hogg,TX,True,1927,5.2,5.2
46005,Beadle,SD,True,1919,5.2,5.2
13115,Floyd,GA,True,361,5.0,0.0
06049,Modoc,CA,True,380,5.0,0.0
27021,Cass,MN,True,1807,4.9,4.9
48161,Freestone,TX,True,1577,4.8,4.8
48099,Coryell,TX,True,1817,4.8,4.8
36069,Ontario,NY,True,1438,4.8,4.8
37165,Scotland,NC,True,1086,4.6,4.6
48127,Dimmit,TX,True,1109,4.5,4.5
40125,Pottawatomie,OK,True,2696,4.5,4.5
08125,Yuma,CO,True,2321,4.3,4.3
48401,Rusk,TX,True,732,4.3,0.0
48421,Sherman,TX,True,2274,4.3,4.3
27129,Renville,MN,True,2108,4.2,4.2
37051,Cumberland,NC,True,823,4.2,0.0
27137,St. Louis,MN,True,1881,4.1,4.1
48133,Eastland,TX,True,2875,4.1,4.1
48311,McMullen,TX,True,1754,4.1,4.1
38105,Williams,ND,True,2543,3.9,3.9
41055,Sherman,OR,True,2332,3.9,3.9
30073,Pondera,MT,True,2367,3.7,3.7
46069,Hyde,SD,True,2244,3.6,3.6
06071,San Bernardino,CA,True,1535,3.6,3.2
01101,Montgomery,AL,True,71,3.6,0.0
16033,Clark,ID,True,807,3.4,0.0
54003,Berkeley,WV,True,658,3.3,0.0
30005,Blaine,MT,True,2709,3.3,3.3
45089,Williamsburg,SC,True,1138,3.2,3.2
48313,Madison,TX,True,1105,3.2,3.1
31031,Cherry,NE,True,2995,3.1,3.1
48015,Austin,TX,True,575,3.1,0.0
48143,Erath,TX,True,2713,3.0,3.0
49021,Iron,UT,True,1862,3.0,3.0
39001,Adams,OH,True,773,3.0,0.0
30111,Yellowstone,MT,True,784,3.0,0.0
36045,Jefferson,NY,True,817,3.0,0.0
48371,Pecos,TX,True,1095,2.9,2.9
29229,Wright,MO,True,1531,2.9,2.9
46093,Meade,SD,True,1980,2.9,2.9
45063,Lexington,SC,True,1567,2.8,2.8
45061,Lee,SC,True,685,2.8,0.0
06031,Kings,CA,True,681,2.8,0.0
20053,Ellsworth,KS,True,2537,2.7,2.7
19157,Poweshiek,IA,True,2136,2.7,2.7
45075,Orangeburg,SC,True,1157,2.7,2.7
27095,Mille Lacs,MN,True,1501,2.6,2.6
20129,Morton,KS,True,2055,2.5,2.5
29103,Knox,MO,True,2638,2.5,2.5
41003,Benton,OR,True,612,2.5,0.0
