fips,county_name,state_abbr,land_use_short,wind_breakeven_cost_fom,wind_tp_fom,wind_ep_fom
36045,Jefferson,NY,RESIDENTIAL,1274,28.8,28.8
22075,Plaquemines,LA,RESIDENTIAL,505,20.1,0.0
27071,Koochiching,MN,RESIDENTIAL,1893,13.2,13.2
08073,Lincoln,CO,RESIDENTIAL,1092,11.2,11.2
06071,San Bernardino,CA,RESIDENTIAL,1838,10.0,9.3
08093,Park,CO,RESIDENTIAL,2649,6.9,6.9
48461,Upton,TX,RESIDENTIAL,1490,5.7,5.7
48115,Dawson,TX,RESIDENTIAL,1419,5.7,5.7
21001,Adair,KY,RESIDENTIAL,823,5.5,0.0
27021,Cass,MN,RESIDENTIAL,1759,5.2,5.2
33011,Hillsborough,NH,RESIDENTIAL,60,5.0,0.0
38007,Billings,ND,RESIDENTIAL,2797,4.9,4.9
48475,Ward,TX,RESIDENTIAL,721,4.7,0.0
27137,St. Louis,MN,RESIDENTIAL,1852,4.2,4.2
36019,Clinton,NY,RESIDENTIAL,1408,2.5,2.5
27095,Mille Lacs,MN,RESIDENTIAL,1881,2.4,2.4
05109,Pike,AR,RESIDENTIAL,593,2.3,0.0
27153,Todd,MN,RESIDENTIAL,2193,2.3,2.3
27061,Itasca,MN,RESIDENTIAL,1626,2.2,2.2
05041,Desha,AR,RESIDENTIAL,1316,2.0,2.0
26039,Crawford,MI,RESIDENTIAL,2251,1.9,1.9
05017,Chicot,AR,RESIDENTIAL,1314,1.8,1.8
32031,Washoe,NV,RESIDENTIAL,1583,1.8,1.4
05001,Arkansas,AR,RESIDENTIAL,1448,1.5,1.5
38025,Dunn,ND,RESIDENTIAL,2135,1.5,1.5
05065,Izard,AR,RESIDENTIAL,940,1.3,0.5
18173,Warrick,IN,RESIDENTIAL,1624,1.3,1.3
29015,Benton,MO,RESIDENTIAL,1777,1.2,1.2
05011,Bradley,AR,RESIDENTIAL,896,1.1,0.0
12103,Pinellas,FL,RESIDENTIAL,360,1.0,0.0
49013,Duchesne,UT,RESIDENTIAL,324,1.0,0.0
36089,St. Lawrence,NY,RESIDENTIAL,313,0.9,0.0
42127,Wayne,PA,RESIDENTIAL,639,0.8,0.0
28163,Yazoo,MS,RESIDENTIAL,733,0.8,0.0
37007,Anson,NC,RESIDENTIAL,878,0.8,0.0
24045,Wicomico,MD,RESIDENTIAL,1176,0.7,0.7
37181,Vance,NC,RESIDENTIAL,976,0.7,0.0
05145,White,AR,RESIDENTIAL,1452,0.7,0.7
37053,Currituck,NC,RESIDENTIAL,3055,0.7,0.7
37097,Iredell,NC,RESIDENTIAL,243,0.7,0.0
05025,Cleveland,AR,RESIDENTIAL,1463,0.6,0.6
29085,Hickory,MO,RESIDENTIAL,1369,0.6,0.6
01065,Hale,AL,RESIDENTIAL,625,0.5,0.0
05027,Columbia,AR,RESIDENTIAL,1067,0.5,0.5
05021,Clay,AR,RESIDENTIAL,2045,0.5,0.5
05007,Benton,AR,RESIDENTIAL,3395,0.5,0.5
26107,Mecosta,MI,RESIDENTIAL,1964,0.5,0.5
40143,Tulsa,OK,RESIDENTIAL,1594,0.5,0.5
39165,Warren,OH,RESIDENTIAL,1295,0.5,0.5
35029,Luna,NM,RESIDENTIAL,1468,0.4,0.4
37195,Wilson,NC,RESIDENTIAL,1179,0.4,0.4
55085,Oneida,WI,RESIDENTIAL,1758,0.4,0.4
36017,Chenango,NY,RESIDENTIAL,971,0.4,0.0
55121,Trempealeau,WI,RESIDENTIAL,617,0.4,0.0
37103,Jones,NC,RESIDENTIAL,1551,0.4,0.4
04025,Yavapai,AZ,RESIDENTIAL,1115,0.4,0.1
29001,Adair,MO,RESIDENTIAL,2290,0.3,0.3
37067,Forsyth,NC,RESIDENTIAL,340,0.3,0.0
48057,Calhoun,TX,RESIDENTIAL,996,0.3,0.3
37143,Perquimans,NC,RESIDENTIAL,2227,0.3,0.3
29155,Pemiscot,MO,RESIDENTIAL,1815,0.3,0.3
16001,Ada,ID,RESIDENTIAL,989,0.3,0.0
04013,Maricopa,AZ,RESIDENTIAL,925,0.3,0.0
26109,Menominee,MI,RESIDENTIAL,2480,0.3,0.3
51037,Charlotte,VA,RESIDENTIAL,622,0.2,0.0
39097,Madison,OH,RESIDENTIAL,1416,0.2,0.2
28139,Tippah,MS,RESIDENTIAL,1265,0.2,0.2
51069,Frederick,VA,RESIDENTIAL,404,0.2,0.0
26081,Kent,MI,RESIDENTIAL,1982,0.2,0.2
51009,Amherst,VA,RESIDENTIAL,314,0.2,0.0
22023,Cameron,LA,RESIDENTIAL,1368,0.2,0.2
21059,Daviess,KY,RESIDENTIAL,1893,0.2,0.2
48351,Newton,TX,RESIDENTIAL,316,0.2,0.0
48467,Van Zandt,TX,RESIDENTIAL,1885,0.1,0.1
48029,Bexar,TX,RESIDENTIAL,295,0.1,0.0
53077,Yakima,WA,RESIDENTIAL,1855,0.1,0.1
29095,Jackson,MO,RESIDENTIAL,2676,0.1,0.1
24027,Howard,MD,RESIDENTIAL,1305,0.1,0.1
06037,Los Angeles,CA,RESIDENTIAL,1611,0.1,0.1
04001,Apache,AZ,RESIDENTIAL,1826,0.1,0.1
04019,Pima,AZ,RESIDENTIAL,645,0.1,0.0
