fips,county_name,state_abbr,land_use_short,wind_breakeven_cost_fom,wind_tp_fom,wind_ep_fom
17031,Cook,IL,COMMERCIAL & INDUSTRIAL,1472,13.6,13.6
18157,Tippecanoe,IN,COMMERCIAL & INDUSTRIAL,1983,2.6,2.6
48359,Oldham,TX,COMMERCIAL & INDUSTRIAL,2483,2.3,2.3
08073,Lincoln,CO,COMMERCIAL & INDUSTRIAL,1102,1.6,1.6
20099,Labette,KS,COMMERCIAL & INDUSTRIAL,2524,1.5,1.5
49021,Iron,UT,COMMERCIAL & INDUSTRIAL,2061,1.3,1.3
49027,Millard,UT,COMMERCIAL & INDUSTRIAL,1107,1.3,1.3
35009,Curry,NM,COMMERCIAL & INDUSTRIAL,2103,1.0,1.0
48355,Nueces,TX,COMMERCIAL & INDUSTRIAL,1946,1.0,1.0
31105,Kimball,NE,COMMERCIAL & INDUSTRIAL,2507,0.9,0.9
49049,Utah,UT,COMMERCIAL & INDUSTRIAL,483,0.8,0.0
13127,Glynn,GA,COMMERCIAL & INDUSTRIAL,660,0.6,0.0
26099,Macomb,MI,COMMERCIAL & INDUSTRIAL,1128,0.6,0.6
46073,Jerauld,SD,COMMERCIAL & INDUSTRIAL,1748,0.5,0.5
29187,St. Francois,MO,COMMERCIAL & INDUSTRIAL,2515,0.5,0.5
17117,Macoupin,IL,COMMERCIAL & INDUSTRIAL,1946,0.5,0.5
48133,Eastland,TX,COMMERCIAL & INDUSTRIAL,2320,0.5,0.5
37155,Robeson,NC,COMMERCIAL & INDUSTRIAL,1351,0.5,0.5
48039,Brazoria,TX,COMMERCIAL & INDUSTRIAL,925,0.5,0.0
55087,Outagamie,WI,COMMERCIAL & INDUSTRIAL,2103,0.4,0.4
53057,Skagit,WA,COMMERCIAL & INDUSTRIAL,307,0.4,0.0
05081,Little River,AR,COMMERCIAL & INDUSTRIAL,819,0.4,0.0
38093,Stutsman,ND,COMMERCIAL & INDUSTRIAL,1928,0.4,0.4
08035,Douglas,CO,COMMERCIAL & INDUSTRIAL,575,0.4,0.0
37041,Chowan,NC,COMMERCIAL & INDUSTRIAL,2551,0.3,0.3
37071,Gaston,NC,COMMERCIAL & INDUSTRIAL,819,0.3,0.0
48027,Bell,TX,COMMERCIAL & INDUSTRIAL,2070,0.3,0.3
42019,Butler,PA,COMMERCIAL & INDUSTRIAL,1230,0.3,0.3
48113,Dallas,TX,COMMERCIAL & INDUSTRIAL,1071,0.2,0.2
04003,Cochise,AZ,COMMERCIAL & INDUSTRIAL,461,0.2,0.0
39101,Marion,OH,COMMERCIAL & INDUSTRIAL,1764,0.2,0.2
27021,Cass,MN,COMMERCIAL & INDUSTRIAL,1894,0.2,0.2
26137,Otsego,MI,COMMERCIAL & INDUSTRIAL,2365,0.2,0.2
46099,Minnehaha,SD,COMMERCIAL & INDUSTRIAL,2018,0.2,0.2
17097,Lake,IL,COMMERCIAL & INDUSTRIAL,1591,0.2,0.2
04013,Maricopa,AZ,COMMERCIAL & INDUSTRIAL,269,0.2,0.0
53073,Whatcom,WA,COMMERCIAL & INDUSTRIAL,1172,0.2,0.2
20055,Finney,KS,COMMERCIAL & INDUSTRIAL,1894,0.2,0.2
48013,Atascosa,TX,COMMERCIAL & INDUSTRIAL,511,0.2,0.0
51059,Fairfax,VA,COMMERCIAL & INDUSTRIAL,938,0.2,0.0
06065,Riverside,CA,COMMERCIAL & INDUSTRIAL,1219,0.1,0.1
37061,Duplin,NC,COMMERCIAL & INDUSTRIAL,1490,0.1,0.1
24033,Prince George's,MD,COMMERCIAL & INDUSTRIAL,1137,0.1,0.1
48141,El Paso,TX,COMMERCIAL & INDUSTRIAL,115,0.1,0.0
55141,Wood,WI,COMMERCIAL & INDUSTRIAL,1194,0.1,0.1
27005,Becker,MN,COMMERCIAL & INDUSTRIAL,1626,0.1,0.1
33011,Hillsborough,NH,COMMERCIAL & INDUSTRIAL,167,0.1,0.0
18003,Allen,IN,COMMERCIAL & INDUSTRIAL,1784,0.1,0.1
29189,St. Louis,MO,COMMERCIAL & INDUSTRIAL,1662,0.1,0.1
22079,Rapides,LA,COMMERCIAL & INDUSTRIAL,691,0.1,0.0
27097,Morrison,MN,COMMERCIAL & INDUSTRIAL,1651,0.1,0.1
19035,Cherokee,IA,COMMERCIAL & INDUSTRIAL,1536,0.1,0.1
16001,Ada,ID,COMMERCIAL & INDUSTRIAL,1086,0.1,0.1
50025,Windham,VT,COMMERCIAL & INDUSTRIAL,191,0.1,0.0
16077,Power,ID,COMMERCIAL & INDUSTRIAL,1868,0.1,0.1
21207,Russell,KY,COMMERCIAL & INDUSTRIAL,1318,0.1,0.1
48201,Harris,TX,COMMERCIAL & INDUSTRIAL,205,0.1,0.0
48163,Frio,TX,COMMERCIAL & INDUSTRIAL,1301,0.1,0.1
20155,Reno,KS,COMMERCIAL & INDUSTRIAL,2244,0.1,0.1
19167,Sioux,IA,COMMERCIAL & INDUSTRIAL,2687,0.1,0.1
19187,Webster,IA,COMMERCIAL & INDUSTRIAL,2250,0.1,0.1
55033,Dunn,WI,COMMERCIAL & INDUSTRIAL,326,0.1,0.0
55019,Clark,WI,COMMERCIAL & INDUSTRIAL,1480,0.1,0.1
55069,Lincoln,WI,COMMERCIAL & INDUSTRIAL,1281,0.1,0.1
55073,Marathon,WI,COMMERCIAL & INDUSTRIAL,1148,0.1,0.1
34005,Burlington,NJ,COMMERCIAL & INDUSTRIAL,537,0.1,0.0
19081,Hancock,IA,COMMERCIAL & INDUSTRIAL,2075,0.1,0.1
49005,Cache,UT,COMMERCIAL & INDUSTRIAL,626,0.1,0.0
26021,Berrien,MI,COMMERCIAL & INDUSTRIAL,2661,0.1,0.1
09011,New London,CT,COMMERCIAL & INDUSTRIAL,432,0.1,0.0
18097,Marion,IN,COMMERCIAL & INDUSTRIAL,1810,0.1,0.1
29095,Jackson,MO,COMMERCIAL & INDUSTRIAL,3110,0.1,0.1
55031,Douglas,WI,COMMERCIAL & INDUSTRIAL,1155,0.1,0.1
17043,DuPage,IL,COMMERCIAL & INDUSTRIAL,1995,0.1,0.1
29161,Phelps,MO,COMMERCIAL & INDUSTRIAL,1890,0.1,0.1
13059,Clarke,GA,COMMERCIAL & INDUSTRIAL,256,0.1,0.0
55085,Oneida,WI,COMMERCIAL & INDUSTRIAL,1728,0.1,0.1
37119,Mecklenburg,NC,COMMERCIAL & INDUSTRIAL,402,0.1,0.0
19121,Madison,IA,COMMERCIAL & INDUSTRIAL,2764,0.1,0.1
36011,Cayuga,NY,COMMERCIAL & INDUSTRIAL,1083,0.1,0.1
05119,Pulaski,AR,COMMERCIAL & INDUSTRIAL,729,0.1,0.0
19189,Winnebago,IA,COMMERCIAL & INDUSTRIAL,2705,0.1,0.1
55135,Waupaca,WI,COMMERCIAL & INDUSTRIAL,1743,0.1,0.1
16075,Payette,ID,COMMERCIAL & INDUSTRIAL,609,0.1,0.0
48391,Refugio,TX,COMMERCIAL & INDUSTRIAL,1060,0.1,0.1
17197,Will,IL,COMMERCIAL & INDUSTRIAL,1923,0.0,0.0
12095,Orange,FL,COMMERCIAL & INDUSTRIAL,381,0.0,0.0
19153,Polk,IA,COMMERCIAL & INDUSTRIAL,2319,0.0,0.0
28011,Bolivar,MS,COMMERCIAL & INDUSTRIAL,1573,0.0,0.0
06089,Shasta,CA,COMMERCIAL & INDUSTRIAL,486,0.0,0.0
34023,Middlesex,NJ,COMMERCIAL & INDUSTRIAL,289,0.0,0.0
48439,Tarrant,TX,COMMERCIAL & INDUSTRIAL,720,0.0,0.0
46085,Lyman,SD,COMMERCIAL & INDUSTRIAL,2102,0.0,0.0
