fips,county_name,state_abbr,turbine_class,wind_breakeven_cost_fom,wind_tp_fom,wind_ep_fom
20157,Republic,KS,large,2213,18.7,18.7
45089,Williamsburg,SC,large,1128,18.6,18.6
35057,Torrance,NM,large,2548,18.6,14.9
48229,Hudspeth,TX,large,803,18.4,0.0
42055,Franklin,PA,large,837,18.4,0.0
29147,Nodaway,MO,large,2724,17.8,17.8
18177,Wayne,IN,large,2089,17.7,17.7
13071,Colquitt,GA,large,935,17.2,0.0
17027,Clinton,IL,large,1696,17.2,17.2
36017,Chenango,NY,large,1340,17.1,16.7
24041,Talbot,MD,large,1151,16.8,16.8
17093,Kendall,IL,large,2128,16.7,16.7
46029,Codington,SD,large,3269,16.7,16.7
17113,McLean,IL,large,2493,16.5,16.5
05037,Cross,AR,large,1862,16.1,16.1
39001,Adams,OH,large,804,15.9,0.0
39031,Coshocton,OH,large,1035,15.8,15.6
17079,Jasper,IL,large,1733,15.7,15.7
27071,Koochiching,MN,large,2078,15.5,15.5
48165,Gaines,TX,large,1637,15.1,15.1
42063,Indiana,PA,large,1015,14.6,14.6
48255,Karnes,TX,large,1387,14.5,9.4
38025,Dunn,ND,large,2197,14.4,14.4
28153,Wayne,MS,large,557,14.1,0.0
06049,Modoc,CA,large,1084,13.9,8.3
17031,Cook,IL,large,1790,13.7,13.7
39091,Logan,OH,large,2886,13.6,13.6
17173,Shelby,IL,large,2183,13.6,13.6
36075,Oswego,NY,large,232,13.4,0.0
48371,Pecos,TX,large,1186,13.3,8.8
42071,Lancaster,PA,large,611,13.1,0.0
48055,Caldwell,TX,large,708,13.1,0.0
29145,Newton,MO,large,3147,13.1,13.1
51047,Culpeper,VA,large,47,13.1,0.0
12086,Miami-Dade,FL,large,856,13.0,0.0
48491,Williamson,TX,large,2091,13.0,13.0
08073,Lincoln,CO,large,1100,12.8,12.8
27137,St. Louis,MN,large,2318,12.8,12.8
24013,Carroll,MD,large,1309,12.8,8.8
55085,Oneida,WI,large,1746,12.7,12.7
36013,Chautauqua,NY,large,1520,12.6,12.6
48283,La Salle,TX,large,1235,12.5,12.5
31001,Adams,NE,large,2509,12.5,12.5
30011,Carter,MT,large,2587,12.4,12.4
36037,Genesee,NY,large,1193,12.4,12.4
31125,Nance,NE,large,2499,12.1,12.1
36093,Schenectady,NY,large,1192,11.4,8.7
48475,Ward,TX,large,784,11.4,0.0
27165,Watonwan,MN,large,2362,11.2,11.2
20087,Jefferson,KS,large,3036,11.1,11.1
27027,Clay,MN,large,2042,10.8,10.8
36065,Oneida,NY,large,24,10.7,0.0
29101,Johnson,MO,large,2551,10.7,10.7
08027,Custer,CO,large,431,10.6,0.0
27005,Becker,MN,large,2108,10.4,10.4
48109,Culberson,TX,large,1314,10.3,9.0
29091,Howell,MO,large,1762,10.3,0.5
19061,Dubuque,IA,large,2429,10.2,10.2
48051,Burleson,TX,large,1442,10.2,10.2
29199,Scotland,MO,large,2127,10.2,10.2
56003,Big Horn,WY,large,763,10.2,3.2
30041,Hill,MT,large,2497,10.2,10.2
48093,Comanche,TX,large,2003,10.1,10.1
29115,Linn,MO,large,2906,10.0,10.0
38105,Williams,ND,large,2521,9.9,8.7
17163,St. Clair,IL,large,1816,9.7,9.7
17175,Stark,IL,large,2095,9.7,9.7
05023,Cleburne,AR,large,1355,9.6,9.6
24021,Frederick,MD,large,1697,9.6,5.8
24015,Cecil,MD,large,1214,9.5,9.5
20085,Jackson,KS,large,2657,9.4,9.4
30015,Chouteau,MT,large,2726,9.4,9.4
48127,Dimmit,TX,large,1295,9.4,8.6
28109,Pearl River,MS,large,652,9.3,0.5
30035,Glacier,MT,large,2610,9.3,9.3
20119,Meade,KS,large,1889,9.2,6.4
18053,Grant,IN,large,2318,9.1,9.1
31087,Hitchcock,NE,large,1921,9.1,9.1
29131,Miller,MO,large,1783,9.1,9.1
30085,Roosevelt,MT,large,1808,9.1,8.5
24045,Wicomico,MD,large,1408,9.0,9.0
39021,Champaign,OH,large,1799,9.0,9.0
29133,Mississippi,MO,large,1622,9.0,9.0
42037,Columbia,PA,large,134,9.0,0.0
48015,Austin,TX,large,636,8.9,0.0
31057,Dundy,NE,large,1750,8.9,8.9
35013,Doña Ana,NM,large,1211,8.9,8.4
48149,Fayette,TX,large,1400,8.8,8.8
31085,Hayes,NE,large,1749,8.8,8.8
31117,McPherson,NE,large,2114,8.8,8.8
32001,Churchill,NV,large,242,8.8,0.0
48301,Loving,TX,large,372,8.7,0.0
20099,Labette,KS,large,2515,8.7,8.7
39175,Wyandot,OH,large,2089,8.6,8.6
46091,Marshall,SD,large,2677,8.5,8.5
48471,Walker,TX,large,609,8.5,0.0
20029,Cloud,KS,large,1622,8.5,8.5
31011,Boone,NE,large,2618,8.5,8.5
31107,Knox,NE,large,3021,8.4,8.4
55043,Grant,WI,large,1781,8.4,8.4
06065,Riverside,CA,large,1512,8.4,1.1
53071,Walla Walla,WA,large,999,8.4,8.4
30105,Valley,MT,large,2902,8.4,8.4
30087,Rosebud,MT,large,1958,8.4,8.4
29195,Saline,MO,large,2309,8.3,8.3
46123,Tripp,SD,large,2457,8.3,8.3
30075,Powder River,MT,large,1965,8.3,8.3
21179,Nelson,KY,large,1982,8.2,8.2
28053,Humphreys,MS,large,1285,8.2,8.2
27095,Mille Lacs,MN,large,1881,8.1,8.1
30027,Fergus,MT,large,2490,7.9,7.9
48287,Lee,TX,large,1449,7.9,7.9
39007,Ashtabula,OH,large,1819,7.9,7.9
40087,McClain,OK,large,2663,7.8,7.8
53025,Grant,WA,large,1010,7.6,1.8
40145,Wagoner,OK,large,2160,7.6,7.6
31039,Cuming,NE,large,3049,7.6,7.6
19093,Ida,IA,large,2247,7.5,7.5
40045,Ellis,OK,large,2800,7.5,7.5
05059,Hot Spring,AR,large,1378,7.4,7.3
30111,Yellowstone,MT,large,1633,7.4,3.6
31147,Richardson,NE,large,2445,7.4,7.4
27169,Winona,MN,large,2261,7.4,7.4
38085,Sioux,ND,large,2987,7.4,7.4
48133,Eastland,TX,large,2939,7.3,7.3
48461,Upton,TX,large,1352,7.3,5.7
48319,Mason,TX,large,1125,7.3,7.3
46067,Hutchinson,SD,large,2884,7.3,7.3
46071,Jackson,SD,large,1480,7.3,2.0
45051,Horry,SC,large,961,7.3,0.0
39159,Union,OH,large,1797,7.3,7.3
39163,Vinton,OH,large,586,7.2,0.0
48193,Hamilton,TX,large,2279,7.2,7.2
42015,Bradford,PA,large,1898,7.2,7.2
48345,Motley,TX,large,1676,7.1,7.1
17159,Richland,IL,large,1644,7.1,7.1
48457,Tyler,TX,large,411,7.1,0.0
24025,Harford,MD,large,1219,7.1,7.1
42073,Lawrence,PA,large,939,7.0,0.0
04001,Apache,AZ,large,1830,7.0,6.6
42051,Fayette,PA,large,434,7.0,0.0
36109,Tompkins,NY,large,830,7.0,0.0
31027,Cedar,NE,large,2966,7.0,7.0
17051,Fayette,IL,large,1866,7.0,7.0
08093,Park,CO,large,2649,6.9,6.9
39089,Licking,OH,large,1679,6.9,6.9
31019,Buffalo,NE,large,2592,6.8,6.8
31139,Pierce,NE,large,3039,6.8,6.8
31167,Stanton,NE,large,2956,6.8,6.8
31165,Sioux,NE,large,1071,6.8,6.8
17033,Crawford,IL,large,1918,6.8,6.8
20185,Stafford,KS,large,2471,6.8,6.8
30059,Meagher,MT,large,1814,6.8,6.8
30071,Phillips,MT,large,2054,6.7,6.7
28115,Pontotoc,MS,large,1324,6.7,6.7
40075,Kiowa,OK,large,1752,6.7,6.7
17083,Jersey,IL,large,1655,6.7,6.7
24019,Dorchester,MD,large,1459,6.7,6.7
20203,Wichita,KS,large,2136,6.6,6.6
20095,Kingman,KS,large,2816,6.6,6.6
20027,Clay,KS,large,1880,6.6,6.6
20009,Barton,KS,large,2177,6.5,6.5
27021,Cass,MN,large,1972,6.5,6.5
39103,Medina,OH,large,2209,6.5,6.5
12101,Pasco,FL,large,864,6.4,0.5
29017,Bollinger,MO,large,1161,6.4,6.4
17055,Franklin,IL,large,1768,6.4,6.4
54037,Jefferson,WV,large,938,6.4,0.0
20115,Marion,KS,large,2636,6.4,6.4
39141,Ross,OH,large,839,6.4,0.0
20141,Osborne,KS,large,1852,6.4,6.4
31161,Sheridan,NE,large,3087,6.3,6.3
20047,Edwards,KS,large,2362,6.2,6.2
20033,Comanche,KS,large,1791,6.2,6.2
31069,Garden,NE,large,2239,6.2,6.2
19003,Adams,IA,large,2260,6.2,6.2
38101,Ward,ND,large,2337,6.1,6.1
39055,Geauga,OH,large,1970,6.0,6.0
06021,Glenn,CA,large,1537,6.0,6.0
39115,Morgan,OH,large,1068,6.0,6.0
44007,Providence,RI,large,713,6.0,0.0
31077,Greeley,NE,large,2432,6.0,6.0
48331,Milam,TX,large,1709,6.0,6.0
31093,Howard,NE,large,2417,6.0,6.0
19007,Appanoose,IA,large,2570,5.9,5.9
39019,Carroll,OH,large,1504,5.9,5.9
30107,Wheatland,MT,large,2094,5.9,5.9
18055,Greene,IN,large,1580,5.9,5.9
17193,White,IL,large,1592,5.9,5.9
19047,Crawford,IA,large,2960,5.8,5.8
48183,Gregg,TX,large,1373,5.8,5.8
41005,Clackamas,OR,large,446,5.7,0.0
49003,Box Elder,UT,large,1383,5.7,4.5
22007,Assumption,LA,large,690,5.7,0.0
29045,Clark,MO,large,2273,5.7,5.7
27077,Lake of the Woods,MN,large,1846,5.7,5.7
30057,Madison,MT,large,1334,5.7,3.1
42099,Perry,PA,large,127,5.7,0.0
48115,Dawson,TX,large,1419,5.7,5.7
55097,Portage,WI,large,1864,5.6,5.6
19095,Iowa,IA,large,2012,5.6,5.6
20207,Woodson,KS,large,2497,5.6,5.6
48263,Kent,TX,large,1416,5.5,5.5
36011,Cayuga,NY,large,1040,5.5,0.1
20165,Rush,KS,large,2112,5.5,5.5
19041,Clay,IA,large,2540,5.5,5.5
48039,Brazoria,TX,large,927,5.5,0.0
21001,Adair,KY,large,823,5.5,0.0
26141,Presque Isle,MI,large,3260,5.5,5.5
29121,Macon,MO,large,1967,5.4,5.4
19107,Keokuk,IA,large,2047,5.4,5.4
19051,Davis,IA,large,2177,5.3,5.3
56027,Niobrara,WY,large,2191,5.3,5.3
46011,Brookings,SD,large,2185,5.3,5.3
12065,Jefferson,FL,large,286,5.3,0.0
48247,Jim Hogg,TX,large,1927,5.2,5.2
46005,Beadle,SD,large,1919,5.2,5.2
33011,Hillsborough,NH,large,145,5.2,0.0
31015,Boyd,NE,large,1787,5.2,5.2
31181,Webster,NE,large,2471,5.1,5.1
48141,El Paso,TX,large,567,5.1,0.0
38089,Stark,ND,large,1893,5.0,5.0
18183,Whitley,IN,large,1970,5.0,5.0
27129,Renville,MN,large,2456,5.0,5.0
13115,Floyd,GA,large,361,5.0,0.0
06067,Sacramento,CA,large,370,5.0,0.0
48401,Rusk,TX,large,1089,5.0,0.3
30055,McCone,MT,large,3097,4.9,4.9
05015,Carroll,AR,large,1374,4.9,2.6
38007,Billings,ND,large,2797,4.9,4.9
06025,Imperial,CA,large,624,4.8,0.0
27061,Itasca,MN,large,2117,4.8,4.8
48161,Freestone,TX,large,1577,4.8,4.8
08125,Yuma,CO,large,2352,4.8,4.8
48099,Coryell,TX,large,1817,4.8,4.8
36069,Ontario,NY,large,1438,4.8,4.8
04021,Pinal,AZ,large,319,4.7,0.0
19163,Scott,IA,large,1899,4.7,4.7
24005,Baltimore,MD,large,1354,4.7,4.7
18005,Bartholomew,IN,large,874,4.6,0.0
46105,Perkins,SD,large,3035,4.6,4.6
19187,Webster,IA,large,2584,4.6,4.6
37165,Scotland,NC,large,1086,4.6,4.6
38037,Grant,ND,large,2673,4.6,4.6
18157,Tippecanoe,IN,large,1971,4.5,4.5
40125,Pottawatomie,OK,large,2696,4.5,4.5
48103,Crane,TX,large,1122,4.5,4.5
48451,Tom Green,TX,large,1490,4.5,4.5
31099,Kearney,NE,large,2427,4.5,4.5
48111,Dallam,TX,large,1839,4.5,4.5
48105,Crockett,TX,large,2069,4.4,4.4
48269,King,TX,large,1344,4.4,4.4
31047,Dawson,NE,large,2160,4.4,4.4
48421,Sherman,TX,large,2274,4.3,4.3
48465,Val Verde,TX,large,1190,4.3,1.2
16011,Bingham,ID,large,1678,4.3,4.3
19157,Poweshiek,IA,large,2447,4.3,4.3
18049,Fulton,IN,large,1999,4.3,4.3
38041,Hettinger,ND,large,2263,4.3,4.3
48337,Montague,TX,large,2492,4.2,4.2
36035,Fulton,NY,large,150,4.2,0.0
38093,Stutsman,ND,large,2267,4.2,4.2
37051,Cumberland,NC,large,823,4.2,0.0
30073,Pondera,MT,large,2404,4.1,4.1
18151,Steuben,IN,large,2230,4.1,4.1
29141,Morgan,MO,large,2188,4.1,4.1
19165,Shelby,IA,large,2590,4.1,4.1
18141,St. Joseph,IN,large,2054,4.1,4.1
16087,Washington,ID,large,146,4.1,0.0
48311,McMullen,TX,large,1754,4.1,4.1
46077,Kingsbury,SD,large,2237,4.1,4.1
38029,Emmons,ND,large,2452,4.1,4.1
46061,Hanson,SD,large,2155,4.0,4.0
40121,Pittsburg,OK,large,2340,4.0,4.0
30065,Musselshell,MT,large,2140,4.0,4.0
48351,Newton,TX,large,289,3.9,0.0
04019,Pima,AZ,large,616,3.9,0.0
48225,Houston,TX,large,1282,3.9,0.7
41055,Sherman,OR,large,2332,3.9,3.9
27167,Wilkin,MN,large,2443,3.9,3.9
08035,Douglas,CO,large,1540,3.8,3.4
05113,Polk,AR,large,364,3.8,0.0
41017,Deschutes,OR,large,6,3.8,0.0
38049,McHenry,ND,large,1730,3.8,3.8
30003,Big Horn,MT,large,1034,3.7,2.2
48425,Somervell,TX,large,2681,3.7,3.7
29117,Livingston,MO,large,1991,3.6,3.6
36043,Herkimer,NY,large,1478,3.6,3.6
17187,Warren,IL,large,2589,3.6,3.6
31143,Polk,NE,large,2486,3.6,3.6
46069,Hyde,SD,large,2244,3.6,3.6
35039,Rio Arriba,NM,large,588,3.6,0.0
01101,Montgomery,AL,large,71,3.6,0.0
55075,Marinette,WI,large,1613,3.5,2.9
20173,Sedgwick,KS,large,2735,3.5,3.5
06093,Siskiyou,CA,large,1466,3.5,3.5
27007,Beltrami,MN,large,2087,3.5,3.5
20189,Stevens,KS,large,2028,3.5,3.5
39169,Wayne,OH,large,1942,3.5,0.6
19185,Wayne,IA,large,2364,3.5,3.5
19021,Buena Vista,IA,large,2351,3.5,3.5
31051,Dixon,NE,large,2735,3.5,3.5
30005,Blaine,MT,large,2796,3.5,3.5
16033,Clark,ID,large,807,3.4,0.0
45013,Beaufort,SC,large,707,3.4,0.0
20107,Linn,KS,large,2493,3.4,3.4
18175,Washington,IN,large,1903,3.4,3.4
17089,Kane,IL,large,2085,3.4,3.4
31155,Saunders,NE,large,2528,3.4,3.4
36033,Franklin,NY,large,756,3.4,0.0
46021,Campbell,SD,large,1972,3.4,3.4
48075,Childress,TX,large,1735,3.4,3.4
48313,Madison,TX,large,1020,3.3,3.1
54003,Berkeley,WV,large,658,3.3,0.0
29207,Stoddard,MO,large,1450,3.3,3.3
40071,Kay,OK,large,2630,3.3,3.3
48265,Kerr,TX,large,2614,3.3,3.3
19045,Clinton,IA,large,1911,3.3,3.3
20159,Rice,KS,large,2734,3.3,3.3
30097,Sweet Grass,MT,large,1694,3.3,3.3
05145,White,AR,large,1158,3.2,0.9
31151,Saline,NE,large,2501,3.2,3.2
27113,Pennington,MN,large,2156,3.2,3.2
19117,Lucas,IA,large,2499,3.2,3.2
40153,Woodward,OK,large,3069,3.2,3.2
40043,Dewey,OK,large,3559,3.1,3.1
36089,St. Lawrence,NY,large,733,3.1,0.0
27151,Swift,MN,large,2318,3.1,3.1
40029,Coal,OK,large,1812,3.1,3.1
31063,Frontier,NE,large,1910,3.1,3.1
30099,Teton,MT,large,1912,3.1,3.1
19161,Sac,IA,large,1816,3.1,3.1
47097,Lauderdale,TN,large,2028,3.1,3.1
19175,Union,IA,large,2450,3.1,3.1
29103,Knox,MO,large,2572,3.1,3.1
48387,Red River,TX,large,1412,3.0,3.0
27131,Rice,MN,large,2883,3.0,3.0
48027,Bell,TX,large,2157,3.0,2.8
48143,Erath,TX,large,2713,3.0,3.0
19135,Monroe,IA,large,2511,3.0,3.0
22001,Acadia,LA,large,622,3.0,0.0
29049,Clinton,MO,large,2883,3.0,3.0
18011,Boone,IN,large,2335,3.0,3.0
29063,DeKalb,MO,large,2371,3.0,3.0
01013,Butler,AL,large,812,2.9,0.0
40149,Washita,OK,large,2956,2.9,2.9
19147,Palo Alto,IA,large,2373,2.9,2.9
19183,Washington,IA,large,2237,2.9,2.9
46023,Charles Mix,SD,large,2566,2.9,2.9
20117,Marshall,KS,large,2379,2.9,2.9
29229,Wright,MO,large,1531,2.9,2.9
46093,Meade,SD,large,1980,2.9,2.9
18181,White,IN,large,2194,2.9,2.9
36021,Columbia,NY,large,1120,2.9,2.9
45063,Lexington,SC,large,1567,2.8,2.8
29021,Buchanan,MO,large,3153,2.8,2.8
31127,Nemaha,NE,large,2272,2.8,2.8
45061,Lee,SC,large,685,2.8,0.0
36031,Essex,NY,large,799,2.8,0.0
27153,Todd,MN,large,2322,2.8,2.8
06031,Kings,CA,large,681,2.8,0.0
19191,Winneshiek,IA,large,2421,2.8,2.8
48423,Smith,TX,large,1368,2.8,0.3
40007,Beaver,OK,large,2463,2.8,2.8
31149,Rock,NE,large,2763,2.7,2.7
17099,LaSalle,IL,large,2151,2.7,2.7
46043,Douglas,SD,large,2709,2.7,2.7
38011,Bowman,ND,large,2449,2.7,2.7
20145,Pawnee,KS,large,2336,2.7,2.7
20053,Ellsworth,KS,large,2537,2.7,2.7
27043,Faribault,MN,large,2672,2.7,2.7
55025,Dane,WI,large,2113,2.7,2.7
29161,Phelps,MO,large,2035,2.7,2.7
45075,Orangeburg,SC,large,1157,2.7,2.7
48479,Webb,TX,large,1503,2.7,2.6
36029,Erie,NY,large,2197,2.7,2.7
20067,Grant,KS,large,1466,2.7,2.7
46135,Yankton,SD,large,2347,2.6,2.6
29097,Jasper,MO,large,3113,2.6,2.6
19103,Johnson,IA,large,1945,2.6,2.6
46053,Gregory,SD,large,3188,2.6,2.6
39053,Gallia,OH,large,480,2.6,0.0
48295,Lipscomb,TX,large,2541,2.6,2.6
27015,Brown,MN,large,1960,2.6,2.6
48411,San Saba,TX,large,2668,2.5,2.5
46111,Sanborn,SD,large,1960,2.5,2.5
20129,Morton,KS,large,2055,2.5,2.5
27057,Hubbard,MN,large,2199,2.5,2.5
38019,Cavalier,ND,large,3147,2.5,2.5
29027,Callaway,MO,large,1946,2.5,2.5
29137,Monroe,MO,large,2060,2.5,2.5
27063,Jackson,MN,large,2641,2.5,2.5
41003,Benton,OR,large,612,2.5,0.0
39039,Defiance,OH,large,2188,2.5,2.5
40027,Cleveland,OK,large,2593,2.5,2.5
48203,Harrison,TX,large,1188,2.5,2.5
20041,Dickinson,KS,large,2383,2.5,2.5
20131,Nemaha,KS,large,2515,2.5,2.5
17111,McHenry,IL,large,2391,2.5,2.5
38015,Burleigh,ND,large,1842,2.5,2.5
40147,Washington,OK,large,2724,2.5,2.5
36019,Clinton,NY,large,1408,2.5,2.5
01037,Coosa,AL,large,354,2.5,0.0
48155,Foard,TX,large,1188,2.4,2.4
18131,Pulaski,IN,large,1943,2.4,2.4
05063,Independence,AR,large,1498,2.4,2.4
27107,Norman,MN,large,2151,2.4,2.4
29143,New Madrid,MO,large,1822,2.4,2.4
06007,Butte,CA,large,775,2.4,0.0
37057,Davidson,NC,large,379,2.4,0.0
48293,Limestone,TX,large,1834,2.4,2.4
29159,Pettis,MO,large,2266,2.4,2.4
46037,Day,SD,large,2762,2.4,2.4
40081,Lincoln,OK,large,2594,2.4,2.4
38045,LaMoure,ND,large,2344,2.4,2.4
46047,Fall River,SD,large,2042,2.4,2.4
48081,Coke,TX,large,1280,2.3,1.1
28069,Kemper,MS,large,185,2.3,0.0
27067,Kandiyohi,MN,large,2891,2.3,2.3
29019,Boone,MO,large,2114,2.3,2.3
17189,Washington,IL,large,2004,2.3,2.3
05139,Union,AR,large,743,2.3,0.0
36053,Madison,NY,large,355,2.3,0.0
27025,Chisago,MN,large,1908,2.3,2.3
36063,Niagara,NY,large,1424,2.3,2.3
27161,Waseca,MN,large,2374,2.3,2.3
29087,Holt,MO,large,2096,2.3,2.3
47175,Van Buren,TN,large,1384,2.3,1.8
25001,Barnstable,MA,large,2301,2.3,2.3
29111,Lewis,MO,large,1874,2.3,2.3
48359,Oldham,TX,large,2483,2.3,2.3
55027,Dodge,WI,large,2318,2.3,2.3
27055,Houston,MN,large,1898,2.3,2.3
05109,Pike,AR,large,593,2.3,0.0
48483,Wheeler,TX,large,1819,2.3,1.1
37019,Brunswick,NC,large,1965,2.3,2.3
38053,McKenzie,ND,large,2788,2.3,2.3
48235,Irion,TX,large,1715,2.3,2.3
29047,Clay,MO,large,2449,2.3,2.3
18127,Porter,IN,large,2014,2.3,2.3
19195,Worth,IA,large,2138,2.3,2.3
48217,Hill,TX,large,2220,2.2,2.2
37147,Pitt,NC,large,1806,2.2,2.2
31089,Holt,NE,large,2921,2.2,2.2
48447,Throckmorton,TX,large,2523,2.2,2.2
21181,Nicholas,KY,large,1678,2.2,2.2
39161,Van Wert,OH,large,2160,2.2,2.2
26039,Crawford,MI,large,2438,2.2,2.2
48101,Cottle,TX,large,1264,2.2,1.1
31111,Lincoln,NE,large,1104,2.2,2.2
51093,Isle of Wight,VA,large,1308,2.2,2.2
31013,Box Butte,NE,large,1841,2.2,2.2
38069,Pierce,ND,large,1964,2.2,2.2
39171,Williams,OH,large,1937,2.2,2.2
27097,Morrison,MN,large,1777,2.2,2.2
38091,Steele,ND,large,2190,2.2,2.2
40139,Texas,OK,large,1748,2.2,2.2
30109,Wibaux,MT,large,2557,2.2,2.2
31145,Red Willow,NE,large,1745,2.2,2.2
48487,Wilbarger,TX,large,1371,2.2,2.2
04017,Navajo,AZ,large,1249,2.2,0.2
38021,Dickey,ND,large,1740,2.1,2.1
19193,Woodbury,IA,large,2572,2.1,2.1
31131,Otoe,NE,large,2459,2.1,2.1
27069,Kittson,MN,large,2055,2.1,2.1
48503,Young,TX,large,2644,2.1,2.1
48117,Deaf Smith,TX,large,1822,2.1,2.1
31171,Thomas,NE,large,2160,2.1,2.1
40077,Latimer,OK,large,1936,2.1,1.5
40039,Custer,OK,large,3139,2.1,2.1
38009,Bottineau,ND,large,1922,2.1,2.1
06077,San Joaquin,CA,large,835,2.1,0.0
27089,Marshall,MN,large,2150,2.1,2.1
40051,Grady,OK,large,2074,2.1,2.1
53039,Klickitat,WA,large,1622,2.1,2.1
48489,Willacy,TX,large,2387,2.1,2.1
27159,Wadena,MN,large,2109,2.1,2.1
48237,Jack,TX,large,2701,2.0,2.0
53017,Douglas,WA,large,1208,2.0,2.0
37171,Surry,NC,large,162,2.0,0.0
17067,Hancock,IL,large,2001,2.0,2.0
40097,Mayes,OK,large,2156,2.0,2.0
51001,Accomack,VA,large,2542,2.0,2.0
18113,Noble,IN,large,2384,2.0,2.0
05041,Desha,AR,large,1316,2.0,2.0
18075,Jay,IN,large,2272,2.0,2.0
48153,Floyd,TX,large,2475,2.0,2.0
51149,Prince George,VA,large,1106,2.0,1.4
48291,Liberty,TX,large,772,2.0,0.2
01131,Wilcox,AL,large,173,2.0,0.0
27081,Lincoln,MN,large,2616,2.0,2.0
19011,Benton,IA,large,2155,2.0,2.0
18039,Elkhart,IN,large,1963,2.0,2.0
18051,Gibson,IN,large,1795,2.0,2.0
31157,Scotts Bluff,NE,large,1030,1.9,1.3
38057,Mercer,ND,large,1989,1.9,1.3
19177,Van Buren,IA,large,2065,1.9,1.9
18173,Warrick,IN,large,1567,1.9,1.9
55087,Outagamie,WI,large,2166,1.9,1.9
18137,Ripley,IN,large,843,1.9,0.0
40053,Grant,OK,large,2438,1.9,1.9
54077,Preston,WV,large,864,1.9,0.0
18095,Madison,IN,large,2221,1.9,1.9
38097,Traill,ND,large,2069,1.9,1.9
18111,Newton,IN,large,2073,1.9,1.9
20155,Reno,KS,large,2530,1.9,1.9
18091,LaPorte,IN,large,1714,1.9,1.9
27035,Crow Wing,MN,large,1642,1.9,1.9
29149,Oregon,MO,large,1249,1.9,0.6
13091,Dodge,GA,large,216,1.8,0.0
48501,Yoakum,TX,large,1853,1.8,1.8
05017,Chicot,AR,large,1314,1.8,1.8
48251,Johnson,TX,large,2454,1.8,1.8
08023,Costilla,CO,large,1025,1.8,1.8
18121,Parke,IN,large,1748,1.8,1.8
20031,Coffey,KS,large,2472,1.8,1.8
37143,Perquimans,NC,large,2209,1.8,1.8
46083,Lincoln,SD,large,2323,1.8,1.8
41037,Lake,OR,large,502,1.8,0.0
30045,Judith Basin,MT,large,2650,1.8,1.8
55019,Clark,WI,large,1935,1.8,1.8
40091,McIntosh,OK,large,2363,1.8,1.8
27111,Otter Tail,MN,large,2549,1.8,1.8
35049,Santa Fe,NM,large,1014,1.8,0.9
32031,Washoe,NV,large,1583,1.8,1.4
08021,Conejos,CO,large,459,1.8,0.0
18025,Crawford,IN,large,615,1.8,0.0
30051,Liberty,MT,large,2357,1.8,1.8
17197,Will,IL,large,2198,1.8,1.8
