fips,county_name,state_abbr,wind_breakeven_cost_fom,wind_tp_fom,wind_ep_fom
13141,Hancock,GA,16,460.0,0.0
32011,Eureka,NV,200,255.2,0.0
08123,Weld,CO,578,178.5,0.0
08075,Logan,CO,379,162.7,0.0
01061,Geneva,AL,37,97.4,0.0
06047,Merced,CA,285,79.8,0.0
28083,Leflore,MS,360,61.0,0.0
48011,Armstrong,TX,747,56.8,0.0
40047,Garfield,OK,972,53.6,0.0
21151,Madison,KY,748,52.6,0.0
53043,Lincoln,WA,534,52.0,0.0
08063,Kit Carson,CO,852,49.0,0.0
17075,Iroquois,IL,807,46.4,0.0
08109,Saguache,CO,13,41.9,0.0
49021,Iron,UT,829,39.4,0.0
17053,Ford,IL,990,37.4,6.3
34005,Burlington,NJ,355,36.3,0.0
17073,Henry,IL,1006,35.1,9.1
28055,Issaquena,MS,272,33.7,0.0
42005,Armstrong,PA,477,33.2,0.0
36045,Jefferson,NY,444,30.4,0.0
20021,Cherokee,KS,1126,29.5,2.3
29205,Shelby,MO,830,28.8,0.0
42117,Tioga,PA,1076,28.3,28.3
40009,Beckham,OK,699,27.9,0.0
40015,Caddo,OK,970,27.6,0.0
17105,Livingston,IL,1040,26.9,26.9
28133,Sunflower,MS,549,26.6,0.0
17091,Kankakee,IL,888,26.1,0.0
28029,Copiah,MS,205,25.7,0.0
31031,Cherry,NE,1133,25.6,9.0
17135,Montgomery,IL,906,25.3,0.0
17021,Christian,IL,728,24.5,0.0
28119,Quitman,MS,444,24.4,0.0
17107,Logan,IL,781,24.3,0.0
06071,San Bernardino,CA,731,23.9,0.0
16051,Jefferson,ID,487,22.5,0.0
46063,Harding,SD,774,20.9,0.0
29041,Chariton,MO,856,20.7,0.0
17115,Macon,IL,773,20.5,0.0
22075,Plaquemines,LA,227,20.1,0.0
28051,Holmes,MS,354,19.0,0.0
31101,Keith,NE,762,18.9,0.0
20157,Republic,KS,819,18.7,0.0
35057,Torrance,NM,883,18.6,14.9
32003,Clark,NV,700,18.3,0.0
29147,Nodaway,MO,1172,17.8,17.8
24041,Talbot,MD,418,16.8,0.0
36017,Chenango,NY,519,16.7,0.0
17093,Kendall,IL,843,16.7,0.0
17113,McLean,IL,1150,16.5,16.5
46029,Codington,SD,1093,15.7,10.7
18177,Wayne,IN,855,15.7,0.0
39031,Coshocton,OH,426,15.6,0.0
21017,Bourbon,KY,877,15.5,0.0
45089,Williamsburg,SC,498,15.4,0.0
48165,Gaines,TX,532,15.1,0.0
05037,Cross,AR,650,15.1,0.0
42063,Indiana,PA,415,14.6,0.0
39091,Logan,OH,1240,13.6,13.6
17031,Cook,IL,466,13.5,0.0
48229,Hudspeth,TX,294,13.4,0.0
36075,Oswego,NY,64,13.4,0.0
48371,Pecos,TX,417,13.3,0.0
06049,Modoc,CA,556,13.2,0.0
48055,Caldwell,TX,191,13.1,0.0
08073,Lincoln,CO,357,12.8,0.0
12086,Miami-Dade,FL,210,12.7,0.0
48255,Karnes,TX,473,12.7,0.0
17079,Jasper,IL,796,12.6,0.0
48283,La Salle,TX,377,12.5,0.0
31001,Adams,NE,973,12.5,0.3
30011,Carter,MT,888,12.4,0.0
36037,Genesee,NY,423,12.4,0.0
31125,Nance,NE,982,12.1,6.2
17027,Clinton,IL,805,12.1,0.0
48475,Ward,TX,236,11.3,0.0
27165,Watonwan,MN,1027,11.2,2.5
48491,Williamson,TX,610,10.9,0.0
27027,Clay,MN,762,10.8,0.0
