fips,county_name,state_abbr,turbine_class,wind_breakeven_cost_fom,wind_tp_fom,wind_ep_fom
13141,Hancock,GA,large,16,460.0,0.0
32011,Eureka,NV,large,200,255.2,0.0
08123,Weld,CO,large,578,178.5,0.0
08075,Logan,CO,large,379,162.7,0.0
01061,Geneva,AL,large,37,97.4,0.0
06047,Merced,CA,large,285,79.8,0.0
28083,Leflore,MS,large,360,61.0,0.0
48011,Armstrong,TX,large,747,56.8,0.0
40047,Garfield,OK,large,972,53.6,0.0
21151,Madison,KY,large,748,52.6,0.0
53043,Lincoln,WA,large,534,52.0,0.0
08063,Kit Carson,CO,large,852,49.0,0.0
17075,Iroquois,IL,large,807,46.4,0.0
08109,Saguache,CO,large,13,41.9,0.0
49021,Iron,UT,large,829,39.4,0.0
17053,Ford,IL,large,990,37.4,6.3
34005,Burlington,NJ,large,355,36.3,0.0
17073,Henry,IL,large,1006,35.1,9.1
28055,Issaquena,MS,large,272,33.7,0.0
42005,Armstrong,PA,large,477,33.2,0.0
36045,Jefferson,NY,large,444,30.4,0.0
20021,Cherokee,KS,large,1126,29.5,2.3
29205,Shelby,MO,large,830,28.8,0.0
42117,Tioga,PA,large,1076,28.3,28.3
40009,Beckham,OK,large,699,27.9,0.0
40015,Caddo,OK,large,970,27.6,0.0
17105,Livingston,IL,large,1040,26.9,26.9
28133,Sunflower,MS,large,549,26.6,0.0
17091,Kankakee,IL,large,888,26.1,0.0
28029,Copiah,MS,large,205,25.7,0.0
31031,Cherry,NE,large,1133,25.6,9.0
17135,Montgomery,IL,large,906,25.3,0.0
17021,Christian,IL,large,728,24.5,0.0
28119,Quitman,MS,large,444,24.4,0.0
17107,Logan,IL,large,781,24.3,0.0
06071,San Bernardino,CA,large,731,23.9,0.0
16051,Jefferson,ID,large,487,22.5,0.0
46063,Harding,SD,large,774,20.9,0.0
29041,Chariton,MO,large,856,20.7,0.0
17115,Macon,IL,large,773,20.5,0.0
22075,Plaquemines,LA,large,227,20.1,0.0
28051,Holmes,MS,large,354,19.0,0.0
31101,Keith,NE,large,762,18.9,0.0
20157,Republic,KS,large,819,18.7,0.0
35057,Torrance,NM,large,883,18.6,14.9
32003,Clark,NV,large,700,18.3,0.0
29147,Nodaway,MO,large,1172,17.8,17.8
24041,Talbot,MD,large,418,16.8,0.0
36017,Chenango,NY,large,519,16.7,0.0
17093,Kendall,IL,large,843,16.7,0.0
17113,McLean,IL,large,1150,16.5,16.5
46029,Codington,SD,large,1093,15.7,10.7
18177,Wayne,IN,large,855,15.7,0.0
39031,Coshocton,OH,large,426,15.6,0.0
21017,Bourbon,KY,large,877,15.5,0.0
45089,Williamsburg,SC,large,498,15.4,0.0
48165,Gaines,TX,large,532,15.1,0.0
05037,Cross,AR,large,650,15.1,0.0
42063,Indiana,PA,large,415,14.6,0.0
39091,Logan,OH,large,1240,13.6,13.6
17031,Cook,IL,large,466,13.5,0.0
48229,Hudspeth,TX,large,294,13.4,0.0
36075,Oswego,NY,large,64,13.4,0.0
48371,Pecos,TX,large,417,13.3,0.0
06049,Modoc,CA,large,556,13.2,0.0
48055,Caldwell,TX,large,191,13.1,0.0
08073,Lincoln,CO,large,357,12.8,0.0
12086,Miami-Dade,FL,large,210,12.7,0.0
48255,Karnes,TX,large,473,12.7,0.0
17079,Jasper,IL,large,796,12.6,0.0
48283,La Salle,TX,large,377,12.5,0.0
31001,Adams,NE,large,973,12.5,0.3
30011,Carter,MT,large,888,12.4,0.0
36037,Genesee,NY,large,423,12.4,0.0
31125,Nance,NE,large,982,12.1,6.2
17027,Clinton,IL,large,805,12.1,0.0
48475,Ward,TX,large,236,11.3,0.0
27165,Watonwan,MN,large,1027,11.2,2.5
48491,Williamson,TX,large,610,10.9,0.0
27027,Clay,MN,large,762,10.8,0.0
29101,Johnson,MO,large,943,10.7,0.0
08027,Custer,CO,large,164,10.6,0.0
39001,Adams,OH,large,86,10.5,0.0
48109,Culberson,TX,large,428,10.3,0.0
29091,Howell,MO,large,647,10.3,0.0
27005,Becker,MN,large,777,10.3,0.0
29199,Scotland,MO,large,873,10.2,0.0
56003,Big Horn,WY,large,368,10.2,0.0
30041,Hill,MT,large,856,10.1,0.0
29115,Linn,MO,large,1081,10.0,9.8
05023,Cleburne,AR,large,511,9.6,0.0
20087,Jefferson,KS,large,1044,9.6,3.7
48127,Dimmit,TX,large,392,9.4,0.0
48051,Burleson,TX,large,473,9.4,0.0
30015,Chouteau,MT,large,959,9.3,0.4
39147,Seneca,OH,large,898,9.3,0.0
30035,Glacier,MT,large,988,9.3,0.1
20119,Meade,KS,large,677,9.2,0.0
31087,Hitchcock,NE,large,750,9.1,0.0
29131,Miller,MO,large,681,9.1,0.0
30085,Roosevelt,MT,large,558,9.1,0.0
39021,Champaign,OH,large,854,9.0,0.0
29133,Mississippi,MO,large,643,9.0,0.0
29145,Newton,MO,large,1199,8.9,8.0
31057,Dundy,NE,large,687,8.9,0.0
35013,Doña Ana,NM,large,390,8.9,0.0
31085,Hayes,NE,large,692,8.8,0.0
31117,McPherson,NE,large,842,8.8,0.0
38105,Williams,ND,large,842,8.7,0.0
48301,Loving,TX,large,85,8.7,0.0
36093,Schenectady,NY,large,461,8.7,0.0
46091,Marshall,SD,large,934,8.5,0.0
20029,Cloud,KS,large,606,8.5,0.0
31011,Boone,NE,large,960,8.5,0.5
31107,Knox,NE,large,1189,8.4,6.1
53071,Walla Walla,WA,large,286,8.4,0.0
30105,Valley,MT,large,994,8.4,1.5
48093,Comanche,TX,large,459,8.4,0.0
30087,Rosebud,MT,large,666,8.4,0.0
46123,Tripp,SD,large,1071,8.3,1.3
30075,Powder River,MT,large,671,8.3,0.0
28053,Humphreys,MS,large,471,8.2,0.0
48149,Fayette,TX,large,317,8.1,0.0
38025,Dunn,ND,large,820,8.0,0.3
30027,Fergus,MT,large,860,7.9,0.0
06065,Riverside,CA,large,1212,7.9,0.6
20085,Jackson,KS,large,1089,7.8,1.6
18053,Grant,IN,large,909,7.8,0.0
17173,Shelby,IL,large,844,7.8,0.0
48287,Lee,TX,large,488,7.7,0.0
53025,Grant,WA,large,310,7.6,0.0
40145,Wagoner,OK,large,992,7.6,0.0
19093,Ida,IA,large,1020,7.5,2.5
31147,Richardson,NE,large,1081,7.4,0.8
38085,Sioux,ND,large,948,7.4,1.2
48461,Upton,TX,large,427,7.3,0.0
48319,Mason,TX,large,324,7.3,0.0
40045,Ellis,OK,large,992,7.3,0.0
05059,Hot Spring,AR,large,531,7.3,0.0
46071,Jackson,SD,large,521,7.3,0.0
48193,Hamilton,TX,large,755,7.2,0.0
46067,Hutchinson,SD,large,1004,7.2,0.5
27169,Winona,MN,large,776,7.1,0.0
48345,Motley,TX,large,533,7.1,0.0
17159,Richland,IL,large,783,7.1,0.0
30111,Yellowstone,MT,large,549,7.1,0.0
20099,Labette,KS,large,922,6.9,0.0
31019,Buffalo,NE,large,1012,6.8,0.6
31139,Pierce,NE,large,1258,6.8,6.8
31167,Stanton,NE,large,1339,6.8,6.8
20185,Stafford,KS,large,858,6.8,0.0
30059,Meagher,MT,large,607,6.8,0.0
30071,Phillips,MT,large,790,6.7,0.0
40075,Kiowa,OK,large,521,6.7,0.0
20203,Wichita,KS,large,833,6.6,0.0
20027,Clay,KS,large,773,6.6,0.0
20009,Barton,KS,large,792,6.5,0.0
17033,Crawford,IL,large,986,6.5,0.0
29017,Bollinger,MO,large,418,6.4,0.0
54037,Jefferson,WV,large,361,6.4,0.0
20115,Marion,KS,large,967,6.4,0.0
17163,St. Clair,IL,large,508,6.4,0.0
39141,Ross,OH,large,417,6.4,0.0
20141,Osborne,KS,large,660,6.4,0.0
31165,Sioux,NE,large,439,6.2,0.0
20047,Edwards,KS,large,812,6.2,0.0
20095,Kingman,KS,large,784,6.2,0.0
20033,Comanche,KS,large,640,6.2,0.0
31069,Garden,NE,large,890,6.2,0.0
38101,Ward,ND,large,1029,6.1,0.6
31027,Cedar,NE,large,1248,6.1,6.1
44007,Providence,RI,large,273,6.0,0.0
31077,Greeley,NE,large,953,6.0,0.0
31093,Howard,NE,large,931,6.0,0.0
06021,Glenn,CA,large,621,5.9,0.0
31039,Cuming,NE,large,1136,5.9,5.9
48015,Austin,TX,large,30,5.8,0.0
31161,Sheridan,NE,large,883,5.8,0.0
48183,Gregg,TX,large,586,5.8,0.0
19003,Adams,IA,large,973,5.8,0.5
41005,Clackamas,OR,large,167,5.7,0.0
30107,Wheatland,MT,large,590,5.7,0.0
22007,Assumption,LA,large,282,5.7,0.0
29045,Clark,MO,large,974,5.7,0.0
27077,Lake of the Woods,MN,large,745,5.7,0.0
30057,Madison,MT,large,420,5.7,0.0
48457,Tyler,TX,large,115,5.7,0.0
48115,Dawson,TX,large,447,5.7,0.0
19095,Iowa,IA,large,921,5.6,0.0
20207,Woodson,KS,large,937,5.6,0.0
48263,Kent,TX,large,451,5.5,0.0
20165,Rush,KS,large,768,5.5,0.0
29121,Macon,MO,large,779,5.4,0.0
19107,Keokuk,IA,large,898,5.4,0.0
49003,Box Elder,UT,large,368,5.4,0.0
56027,Niobrara,WY,large,775,5.3,0.0
46011,Brookings,SD,large,711,5.3,0.0
04001,Apache,AZ,large,473,5.3,0.0
48247,Jim Hogg,TX,large,616,5.2,0.0
46005,Beadle,SD,large,673,5.2,0.0
31015,Boyd,NE,large,776,5.2,0.0
31181,Webster,NE,large,1094,5.1,0.5
26141,Presque Isle,MI,large,1196,5.1,5.1
19041,Clay,IA,large,948,5.1,0.0
19047,Crawford,IA,large,1208,5.0,5.0
38089,Stark,ND,large,706,5.0,0.0
13115,Floyd,GA,large,111,5.0,0.0
27095,Mille Lacs,MN,large,598,5.0,0.0
29195,Saline,MO,large,957,4.9,0.0
30055,McCone,MT,large,918,4.9,0.0
38007,Billings,ND,large,803,4.9,0.0
48141,El Paso,TX,large,250,4.8,0.0
08125,Yuma,CO,large,830,4.8,0.0
36069,Ontario,NY,large,583,4.8,0.0
04021,Pinal,AZ,large,131,4.7,0.0
06025,Imperial,CA,large,95,4.7,0.0
46105,Perkins,SD,large,966,4.6,0.0
38037,Grant,ND,large,911,4.6,0.0
48103,Crane,TX,large,360,4.5,0.0
48451,Tom Green,TX,large,510,4.5,0.0
31099,Kearney,NE,large,1160,4.5,2.2
48111,Dallam,TX,large,646,4.5,0.0
48105,Crockett,TX,large,689,4.4,0.0
48269,King,TX,large,432,4.4,0.0
12101,Pasco,FL,large,225,4.4,0.0
31047,Dawson,NE,large,841,4.4,0.0
48421,Sherman,TX,large,790,4.3,0.0
48465,Val Verde,TX,large,393,4.3,0.0
16011,Bingham,ID,large,645,4.3,0.0
18049,Fulton,IN,large,874,4.3,0.0
38041,Hettinger,ND,large,809,4.3,0.0
27129,Renville,MN,large,921,4.2,0.0
30073,Pondera,MT,large,782,4.1,0.0
19165,Shelby,IA,large,1266,4.1,4.1
16087,Washington,ID,large,106,4.1,0.0
46077,Kingsbury,SD,large,772,4.1,0.0
38093,Stutsman,ND,large,872,4.1,0.0
38029,Emmons,ND,large,767,4.1,0.0
46061,Hanson,SD,large,752,4.0,0.0
30065,Musselshell,MT,large,736,4.0,0.0
48311,McMullen,TX,large,597,4.0,0.0
48331,Milam,TX,large,621,4.0,0.0
41055,Sherman,OR,large,774,3.9,0.0
27167,Wilkin,MN,large,1026,3.9,0.4
31143,Polk,NE,large,1162,3.6,1.5
46069,Hyde,SD,large,734,3.6,0.0
35039,Rio Arriba,NM,large,190,3.6,0.0
01101,Montgomery,AL,large,16,3.6,0.0
20189,Stevens,KS,large,803,3.5,0.0
18005,Bartholomew,IN,large,349,3.5,0.0
31051,Dixon,NE,large,1391,3.5,3.5
30005,Blaine,MT,large,1353,3.5,0.2
16033,Clark,ID,large,250,3.4,0.0
20107,Linn,KS,large,911,3.4,0.0
19187,Webster,IA,large,1106,3.4,1.4
46021,Campbell,SD,large,660,3.4,0.0
48075,Childress,TX,large,704,3.4,0.0
27137,St. Louis,MN,large,804,3.3,0.0
30003,Big Horn,MT,large,414,3.3,0.0
19045,Clinton,IA,large,952,3.3,0.0
30097,Sweet Grass,MT,large,569,3.3,0.0
38049,McHenry,ND,large,640,3.2,0.0
20173,Sedgwick,KS,large,910,3.2,0.0
17187,Warren,IL,large,1150,3.2,3.2
31151,Saline,NE,large,1183,3.2,1.6
27113,Pennington,MN,large,923,3.2,0.0
19157,Poweshiek,IA,large,1036,3.2,3.2
40153,Woodward,OK,large,1166,3.2,2.4
40043,Dewey,OK,large,1173,3.1,2.0
40071,Kay,OK,large,1067,3.1,0.3
18183,Whitley,IN,large,822,3.1,0.0
31063,Frontier,NE,large,751,3.1,0.0
30099,Teton,MT,large,805,3.1,0.1
18011,Boone,IN,large,1171,3.0,3.0
31155,Saunders,NE,large,1160,2.9,0.7
19021,Buena Vista,IA,large,1174,2.9,2.4
19147,Palo Alto,IA,large,1036,2.9,1.0
39169,Wayne,OH,large,196,2.9,0.0
48133,Eastland,TX,large,896,2.9,0.0
46023,Charles Mix,SD,large,1023,2.9,0.5
46093,Meade,SD,large,814,2.9,0.0
40149,Washita,OK,large,1150,2.9,1.8
48387,Red River,TX,large,555,2.8,0.0
18141,St. Joseph,IN,large,781,2.8,0.0
31127,Nemaha,NE,large,912,2.8,0.0
31149,Rock,NE,large,1079,2.7,2.7
17099,LaSalle,IL,large,943,2.7,0.4
20159,Rice,KS,large,966,2.7,0.0
38011,Bowman,ND,large,801,2.7,0.0
20145,Pawnee,KS,large,842,2.7,0.0
48225,Houston,TX,large,293,2.7,0.0
20053,Ellsworth,KS,large,894,2.7,0.0
04019,Pima,AZ,large,117,2.7,0.0
19061,Dubuque,IA,large,998,2.7,2.7
40029,Coal,OK,large,645,2.7,0.0
19175,Union,IA,large,1098,2.7,2.7
19051,Davis,IA,large,906,2.7,0.0
45075,Orangeburg,SC,large,495,2.7,0.0
20067,Grant,KS,large,543,2.7,0.0
27043,Faribault,MN,large,1044,2.6,0.5
18157,Tippecanoe,IN,large,832,2.6,0.0
19103,Johnson,IA,large,833,2.6,0.0
48479,Webb,TX,large,504,2.6,0.0
46053,Gregory,SD,large,1279,2.6,2.6
19161,Sac,IA,large,758,2.6,0.0
48295,Lipscomb,TX,large,834,2.6,0.0
48027,Bell,TX,large,746,2.6,0.0
27015,Brown,MN,large,893,2.6,0.0
40007,Beaver,OK,large,833,2.5,0.0
46111,Sanborn,SD,large,671,2.5,0.0
20129,Morton,KS,large,739,2.5,0.0
27057,Hubbard,MN,large,789,2.5,0.0
46043,Douglas,SD,large,965,2.5,0.0
46135,Yankton,SD,large,814,2.5,0.0
40027,Cleveland,OK,large,890,2.5,0.0
48423,Smith,TX,large,239,2.5,0.0
20041,Dickinson,KS,large,1023,2.5,1.8
20131,Nemaha,KS,large,1222,2.5,0.3
38015,Burleigh,ND,large,601,2.5,0.0
01037,Coosa,AL,large,115,2.5,0.0
48155,Foard,TX,large,391,2.4,0.0
48411,San Saba,TX,large,733,2.4,0.0
27107,Norman,MN,large,915,2.4,0.3
29117,Livingston,MO,large,846,2.4,0.0
19163,Scott,IA,large,819,2.4,0.0
29159,Pettis,MO,large,939,2.4,0.0
46037,Day,SD,large,1028,2.4,0.5
40081,Lincoln,OK,large,1015,2.4,0.3
38045,LaMoure,ND,large,808,2.4,0.0
48081,Coke,TX,large,410,2.3,0.0
29143,New Madrid,MO,large,617,2.3,0.0
19185,Wayne,IA,large,1081,2.3,0.5
27161,Waseca,MN,large,1002,2.3,0.4
29087,Holt,MO,large,834,2.3,0.0
25001,Barnstable,MA,large,844,2.3,0.0
48359,Oldham,TX,large,810,2.3,0.0
27055,Houston,MN,large,701,2.3,0.0
05109,Pike,AR,large,205,2.3,0.0
48483,Wheeler,TX,large,599,2.3,0.0
37019,Brunswick,NC,large,856,2.3,0.0
38053,McKenzie,ND,large,871,2.3,0.0
48235,Irion,TX,large,564,2.3,0.0
29047,Clay,MO,large,1045,2.3,2.3
18127,Porter,IN,large,939,2.3,0.0
27063,Jackson,MN,large,1171,2.2,2.2
31089,Holt,NE,large,1164,2.2,1.7
48447,Throckmorton,TX,large,818,2.2,0.0
48101,Cottle,TX,large,408,2.2,0.0
31111,Lincoln,NE,large,450,2.2,0.0
31013,Box Butte,NE,large,777,2.2,0.0
38069,Pierce,ND,large,740,2.2,0.0
38091,Steele,ND,large,827,2.2,0.0
40139,Texas,OK,large,599,2.2,0.0
30109,Wibaux,MT,large,864,2.2,0.0
31145,Red Willow,NE,large,685,2.2,0.0
48487,Wilbarger,TX,large,441,2.2,0.0
38019,Cavalier,ND,large,1217,2.2,2.2
55025,Dane,WI,large,883,2.2,0.4
38021,Dickey,ND,large,581,2.1,0.0
31131,Otoe,NE,large,1114,2.1,1.6
27069,Kittson,MN,large,720,2.1,0.0
