fips,county_name,state_abbr,land_use_short,wind_breakeven_cost_fom,wind_tp_fom,wind_ep_fom
13141,Hancock,GA,AGRICULTURAL,16,460.0,0.0
32011,Eureka,NV,AGRICULTURAL,236,254.8,0.0
08123,Weld,CO,AGRICULTURAL,608,176.1,0.0
08075,Logan,CO,AGRICULTURAL,379,162.7,0.0
01061,Geneva,AL,AGRICULTURAL,37,97.4,0.0
06047,Merced,CA,AGRICULTURAL,285,79.8,0.0
28083,Leflore,MS,AGRICULTURAL,360,61.0,0.0
48011,Armstrong,TX,AGRICULTURAL,747,56.8,0.0
40047,Garfield,OK,AGRICULTURAL,972,53.6,0.0
21151,Madison,KY,AGRICULTURAL,748,52.6,0.0
53043,Lincoln,WA,AGRICULTURAL,534,52.0,0.0
08063,Kit Carson,CO,AGRICULTURAL,852,49.0,0.0
17075,Iroquois,IL,AGRICULTURAL,807,46.4,0.0
08109,Saguache,CO,AGRICULTURAL,13,41.9,0.0
49021,Iron,UT,AGRICULTURAL,795,38.1,0.0
17053,Ford,IL,AGRICULTURAL,990,37.4,6.3
17073,Henry,IL,AGRICULTURAL,1006,35.1,9.1
28055,Issaquena,MS,AGRICULTURAL,272,33.7,0.0
42005,Armstrong,PA,AGRICULTURAL,477,33.2,0.0
20021,Cherokee,KS,AGRICULTURAL,1126,29.5,2.3
29205,Shelby,MO,AGRICULTURAL,830,28.8,0.0
42117,Tioga,PA,AGRICULTURAL,1076,28.3,28.3
40009,Beckham,OK,AGRICULTURAL,699,27.9,0.0
40015,Caddo,OK,AGRICULTURAL,970,27.6,0.0
17105,Livingston,IL,AGRICULTURAL,1040,26.9,26.9
28133,Sunflower,MS,AGRICULTURAL,561,26.5,0.0
17091,Kankakee,IL,AGRICULTURAL,888,26.1,0.0
28029,Copiah,MS,AGRICULTURAL,205,25.7,0.0
31031,Cherry,NE,AGRICULTURAL,1133,25.6,9.0
17135,Montgomery,IL,AGRICULTURAL,906,25.3,0.0
