fips,county_name,state_abbr,underserved,wind_breakeven_cost_btm,wind_tp_btm,wind_ep_btm
53043,Lincoln,WA,True,3296,64.2,0.0
35057,Torrance,NM,True,4411,62.0,0.1
35059,Union,NM,True,7858,31.3,31.3
30051,Liberty,MT,True,6249,30.6,30.6
26067,Ionia,MI,True,7073,30.3,30.3
40077,Latimer,OK,True,970,20.6,0.0
48421,Sherman,TX,True,4821,18.1,5.9
48229,Hudspeth,TX,True,4813,14.5,14.5
01101,Montgomery,AL,True,2480,13.3,0.0
48283,La Salle,TX,True,3976,12.8,0.0
35013,Doña Ana,NM,True,3866,12.6,0.0
46069,Hyde,SD,True,5697,12.1,12.1
38105,Williams,ND,True,4767,9.6,6.9
06047,Merced,CA,True,13353,9.0,4.3
04015,Mohave,AZ,True,5689,8.4,8.0
13033,Burke,GA,True,3570,8.1,0.0
37061,Duplin,NC,True,3970,7.9,0.0
06071,San Bernardino,CA,True,11368,7.1,0.4
21047,Christian,KY,True,4164,7.1,0.0
08021,Conejos,CO,True,2950,6.9,0.0
06025,Imperial,CA,True,12006,6.9,6.9
31177,Washington,NE,True,4405,6.0,6.0
18077,Jefferson,IN,True,11335,6.0,5.8
48117,Deaf Smith,TX,True,4772,6.0,6.0
41037,Lake,OR,True,3630,5.4,0.0
06085,Santa Clara,CA,True,4265,5.4,0.2
54003,Berkeley,WV,True,2451,5.1,0.0
30105,Valley,MT,True,7651,4.8,4.8
17201,Winnebago,IL,True,8065,4.6,4.6
01047,Dallas,AL,True,2786,4.4,0.0
55025,Dane,WI,True,6732,4.3,1.7
36065,Oneida,NY,True,3663,4.3,0.0
48453,Travis,TX,True,5240,3.8,2.7
16073,Owyhee,ID,True,3745,3.8,0.0
48209,Hays,TX,True,5208,3.6,3.5
20099,Labette,KS,True,6261,3.5,1.6
36075,Oswego,NY,True,4471,3.4,3.2
38023,Divide,ND,True,4796,3.3,0.6
48305,Lynn,TX,True,6340,3.2,3.2
18053,Grant,IN,True,5187,3.1,3.1
21209,Scott,KY,True,5846,3.1,3.0
48419,Shelby,TX,True,2761,3.0,0.0
48027,Bell,TX,True,5346,3.0,0.4
46037,Day,SD,True,4755,3.0,3.0
05107,Phillips,AR,True,3553,2.9,0.0
54077,Preston,WV,True,3004,2.9,0.0
13141,Hancock,GA,True,2192,2.9,0.0
08123,Weld,CO,True,3200,2.8,2.6
45029,Colleton,SC,True,3338,2.8,0.0
36073,Orleans,NY,True,5056,2.8,2.8
48491,Williamson,TX,True,6732,2.7,2.6
06111,Ventura,CA,True,10989,2.7,0.1
38009,Bottineau,ND,True,3633,2.7,0.0
06073,San Diego,CA,True,5219,2.7,0.4
