fips,county_name,state_abbr,land_use_short,wind_breakeven_cost_btm,wind_tp_btm,wind_ep_btm
18157,Tippecanoe,IN,COMMERCIAL & INDUSTRIAL,3743,20.0,0.0
17031,Cook,IL,COMMERCIAL & INDUSTRIAL,6549,11.2,0.1
36065,Oneida,NY,COMMERCIAL & INDUSTRIAL,1532,3.2,0.0
20099,Labette,KS,COMMERCIAL & INDUSTRIAL,4269,1.8,0.0
08073,Lincoln,CO,COMMERCIAL & INDUSTRIAL,5271,1.6,1.6
35009,Curry,NM,COMMERCIAL & INDUSTRIAL,6587,1.0,1.0
48355,Nueces,TX,COMMERCIAL & INDUSTRIAL,7869,0.9,0.9
48039,Brazoria,TX,COMMERCIAL & INDUSTRIAL,4487,0.8,0.0
49021,Iron,UT,COMMERCIAL & INDUSTRIAL,3440,0.8,0.0
18003,Allen,IN,COMMERCIAL & INDUSTRIAL,5179,0.7,0.7
49027,Millard,UT,COMMERCIAL & INDUSTRIAL,2291,0.7,0.0
46073,Jerauld,SD,COMMERCIAL & INDUSTRIAL,6785,0.7,0.7
26099,Macomb,MI,COMMERCIAL & INDUSTRIAL,3893,0.7,0.0
31105,Kimball,NE,COMMERCIAL & INDUSTRIAL,7337,0.6,0.6
38093,Stutsman,ND,COMMERCIAL & INDUSTRIAL,3888,0.6,0.0
48133,Eastland,TX,COMMERCIAL & INDUSTRIAL,3525,0.6,0.0
06037,Los Angeles,CA,COMMERCIAL & INDUSTRIAL,1141,0.5,0.0
37071,Gaston,NC,COMMERCIAL & INDUSTRIAL,2556,0.5,0.0
49049,Utah,UT,COMMERCIAL & INDUSTRIAL,2084,0.5,0.0
18097,Marion,IN,COMMERCIAL & INDUSTRIAL,4593,0.4,0.0
48113,Dallas,TX,COMMERCIAL & INDUSTRIAL,7568,0.4,0.0
48201,Harris,TX,COMMERCIAL & INDUSTRIAL,3862,0.4,0.0
18019,Clark,IN,COMMERCIAL & INDUSTRIAL,3289,0.3,0.0
46099,Minnehaha,SD,COMMERCIAL & INDUSTRIAL,6542,0.3,0.3
21207,Russell,KY,COMMERCIAL & INDUSTRIAL,4675,0.3,0.3
21111,Jefferson,KY,COMMERCIAL & INDUSTRIAL,5889,0.3,0.1
40109,Oklahoma,OK,COMMERCIAL & INDUSTRIAL,4583,0.3,0.3
45051,Horry,SC,COMMERCIAL & INDUSTRIAL,4109,0.3,0.0
48027,Bell,TX,COMMERCIAL & INDUSTRIAL,6031,0.3,0.3
36011,Cayuga,NY,COMMERCIAL & INDUSTRIAL,492,0.3,0.0
04003,Cochise,AZ,COMMERCIAL & INDUSTRIAL,1432,0.3,0.0
08067,La Plata,CO,COMMERCIAL & INDUSTRIAL,1003,0.3,0.0
06065,Riverside,CA,COMMERCIAL & INDUSTRIAL,4513,0.2,0.2
13127,Glynn,GA,COMMERCIAL & INDUSTRIAL,2725,0.2,0.0
26137,Otsego,MI,COMMERCIAL & INDUSTRIAL,3516,0.2,0.0
39101,Marion,OH,COMMERCIAL & INDUSTRIAL,3714,0.2,0.0
18039,Elkhart,IN,COMMERCIAL & INDUSTRIAL,5744,0.2,0.0
22079,Rapides,LA,COMMERCIAL & INDUSTRIAL,3418,0.2,0.0
55141,Wood,WI,COMMERCIAL & INDUSTRIAL,5216,0.2,0.2
36029,Erie,NY,COMMERCIAL & INDUSTRIAL,2151,0.2,0.0
55087,Outagamie,WI,COMMERCIAL & INDUSTRIAL,5784,0.2,0.0
37119,Mecklenburg,NC,COMMERCIAL & INDUSTRIAL,2780,0.2,0.0
08035,Douglas,CO,COMMERCIAL & INDUSTRIAL,4523,0.2,0.1
19035,Cherokee,IA,COMMERCIAL & INDUSTRIAL,3769,0.2,0.0
48013,Atascosa,TX,COMMERCIAL & INDUSTRIAL,2970,0.2,0.0
27021,Cass,MN,COMMERCIAL & INDUSTRIAL,6354,0.2,0.2
17097,Lake,IL,COMMERCIAL & INDUSTRIAL,6103,0.2,0.2
55019,Clark,WI,COMMERCIAL & INDUSTRIAL,3408,0.2,0.0
13313,Whitfield,GA,COMMERCIAL & INDUSTRIAL,2005,0.1,0.0
21173,Montgomery,KY,COMMERCIAL & INDUSTRIAL,5511,0.1,0.1
55073,Marathon,WI,COMMERCIAL & INDUSTRIAL,4758,0.1,0.0
48141,El Paso,TX,COMMERCIAL & INDUSTRIAL,6530,0.1,0.0
06059,Orange,CA,COMMERCIAL & INDUSTRIAL,729,0.1,0.0
34005,Burlington,NJ,COMMERCIAL & INDUSTRIAL,5547,0.1,0.0
