fips,county_name,state_abbr,turbine_class,wind_breakeven_cost_fom,wind_tp_fom,wind_ep_fom
32011,Eureka,NV,large,153,254.8,0.0
08123,Weld,CO,large,568,178.5,0.0
08075,Logan,CO,large,293,162.7,0.0
06047,Merced,CA,large,227,79.8,0.0
28083,Leflore,MS,large,282,61.0,0.0
48011,Armstrong,TX,large,814,56.8,0.0
40047,Garfield,OK,large,1002,53.6,27.2
21151,Madison,KY,large,637,52.6,0.0
53043,Lincoln,WA,large,529,52.0,0.0
08063,Kit Carson,CO,large,873,49.0,0.0
17075,Iroquois,IL,large,637,46.4,0.0
49021,Iron,UT,large,729,39.4,0.0
17053,Ford,IL,large,819,37.4,0.0
34005,Burlington,NJ,large,284,36.3,0.0
17073,Henry,IL,large,834,35.1,0.0
28055,Issaquena,MS,large,192,33.7,0.0
42005,Armstrong,PA,large,360,33.2,0.0
36045,Jefferson,NY,large,380,30.4,0.0
20021,Cherokee,KS,large,1052,29.5,2.3
29205,Shelby,MO,large,714,28.8,0.0
42117,Tioga,PA,large,921,28.3,0.0
40009,Beckham,OK,large,673,27.9,0.0
40015,Caddo,OK,large,985,27.6,26.5
17105,Livingston,IL,large,900,26.9,0.0
28133,Sunflower,MS,large,438,26.6,0.0
17091,Kankakee,IL,large,699,26.1,0.0
28029,Copiah,MS,large,124,25.7,0.0
31031,Cherry,NE,large,1048,25.6,3.8
17135,Montgomery,IL,large,745,25.3,0.0
17021,Christian,IL,large,576,24.5,0.0
28119,Quitman,MS,large,362,24.4,0.0
17107,Logan,IL,large,607,24.3,0.0
06071,San Bernardino,CA,large,656,23.9,0.0
16051,Jefferson,ID,large,462,22.5,0.0
46063,Harding,SD,large,852,20.9,0.0
29041,Chariton,MO,large,722,20.7,0.0
17115,Macon,IL,large,615,20.5,0.0
22075,Plaquemines,LA,large,91,20.1,0.0
28051,Holmes,MS,large,276,19.0,0.0
31101,Keith,NE,large,600,18.9,0.0
20157,Republic,KS,large,739,18.7,0.0
35057,Torrance,NM,large,865,18.6,14.9
32003,Clark,NV,large,696,18.3,0.0
29147,Nodaway,MO,large,1035,17.8,2.4
24041,Talbot,MD,large,336,16.8,0.0
36017,Chenango,NY,large,442,16.7,0.0
17093,Kendall,IL,large,706,16.7,0.0
17113,McLean,IL,large,985,16.5,10.0
46029,Codington,SD,large,1180,15.7,10.7
18177,Wayne,IN,large,657,15.7,0.0
39031,Coshocton,OH,large,312,15.6,0.0
21017,Bourbon,KY,large,735,15.5,0.0
45089,Williamsburg,SC,large,312,15.4,0.0
48165,Gaines,TX,large,520,15.1,0.0
05037,Cross,AR,large,560,15.1,0.0
42063,Indiana,PA,large,284,14.6,0.0
39091,Logan,OH,large,994,13.6,13.6
17031,Cook,IL,large,366,13.5,0.0
48229,Hudspeth,TX,large,223,13.4,0.0
48371,Pecos,TX,large,349,13.3,0.0
06049,Modoc,CA,large,453,13.2,0.0
48055,Caldwell,TX,large,168,13.1,0.0
08073,Lincoln,CO,large,316,12.8,0.0
12086,Miami-Dade,FL,large,87,12.7,0.0
48255,Karnes,TX,large,476,12.7,0.0
17079,Jasper,IL,large,624,12.6,0.0
48283,La Salle,TX,large,368,12.5,0.0
31001,Adams,NE,large,851,12.5,0.0
30011,Carter,MT,large,881,12.4,0.0
36037,Genesee,NY,large,352,12.4,0.0
31125,Nance,NE,large,847,12.1,0.0
17027,Clinton,IL,large,651,12.1,0.0
48475,Ward,TX,large,206,11.3,0.0
27165,Watonwan,MN,large,1030,11.2,2.5
48491,Williamson,TX,large,637,10.9,0.0
27027,Clay,MN,large,674,10.8,0.0
29101,Johnson,MO,large,867,10.7,0.0
08027,Custer,CO,large,118,10.6,0.0
48109,Culberson,TX,large,398,10.3,0.0
29091,Howell,MO,large,568,10.3,0.0
27005,Becker,MN,large,700,10.3,0.0
29199,Scotland,MO,large,706,10.2,0.0
56003,Big Horn,WY,large,339,10.2,0.0
30041,Hill,MT,large,815,10.1,0.0
29115,Linn,MO,large,1002,10.0,9.8
05023,Cleburne,AR,large,413,9.6,0.0
20087,Jefferson,KS,large,958,9.6,3.7
48127,Dimmit,TX,large,390,9.4,0.0
48051,Burleson,TX,large,414,9.4,0.0
30015,Chouteau,MT,large,983,9.3,0.9
39147,Seneca,OH,large,813,9.3,0.0
30035,Glacier,MT,large,967,9.3,0.1
20119,Meade,KS,large,615,9.2,0.0
31087,Hitchcock,NE,large,628,9.1,0.0
29131,Miller,MO,large,575,9.1,0.0
30085,Roosevelt,MT,large,585,9.1,0.0
39021,Champaign,OH,large,627,9.0,0.0
29133,Mississippi,MO,large,515,9.0,0.0
29145,Newton,MO,large,1183,8.9,8.0
31057,Dundy,NE,large,563,8.9,0.0
31085,Hayes,NE,large,563,8.8,0.0
