fips,county_name,state_abbr,wind_breakeven_cost_fom,wind_tp_fom,wind_ep_fom
32011,Eureka,NV,153,254.8,0.0
08123,Weld,CO,568,178.5,0.0
08075,Logan,CO,293,162.7,0.0
06047,Merced,CA,227,79.8,0.0
28083,Leflore,MS,282,61.0,0.0
48011,Armstrong,TX,814,56.8,0.0
40047,Garfield,OK,1002,53.6,27.2
21151,Madison,KY,637,52.6,0.0
53043,Lincoln,WA,529,52.0,0.0
08063,Kit Carson,CO,873,49.0,0.0
17075,Iroquois,IL,637,46.4,0.0
49021,Iron,UT,729,39.4,0.0
17053,Ford,IL,819,37.4,0.0
34005,Burlington,NJ,284,36.3,0.0
17073,Henry,IL,834,35.1,0.0
28055,Issaquena,MS,192,33.7,0.0
42005,Armstrong,PA,360,33.2,0.0
36045,Jefferson,NY,380,30.4,0.0
20021,Cherokee,KS,1052,29.5,2.3
29205,Shelby,MO,714,28.8,0.0
42117,Tioga,PA,921,28.3,0.0
40009,Beckham,OK,673,27.9,0.0
40015,Caddo,OK,985,27.6,26.5
17105,Livingston,IL,900,26.9,0.0
28133,Sunflower,MS,438,26.6,0.0
17091,Kankakee,IL,699,26.1,0.0
28029,Copiah,MS,124,25.7,0.0
31031,Cherry,NE,1048,25.6,3.8
17135,Montgomery,IL,745,25.3,0.0
17021,Christian,IL,576,24.5,0.0
28119,Quitman,MS,362,24.4,0.0
17107,Logan,IL,607,24.3,0.0
06071,San Bernardino,CA,656,23.9,0.0
16051,Jefferson,ID,462,22.5,0.0
46063,Harding,SD,852,20.9,0.0
29041,Chariton,MO,722,20.7,0.0
17115,Macon,IL,615,20.5,0.0
22075,Plaquemines,LA,91,20.1,0.0
28051,Holmes,MS,276,19.0,0.0
31101,Keith,NE,600,18.9,0.0
20157,Republic,KS,739,18.7,0.0
35057,Torrance,NM,865,18.6,14.9
32003,Clark,NV,696,18.3,0.0
29147,Nodaway,MO,1035,17.8,2.4
24041,Talbot,MD,336,16.8,0.0
36017,Chenango,NY,442,16.7,0.0
17093,Kendall,IL,706,16.7,0.0
17113,McLean,IL,985,16.5,10.0
46029,Codington,SD,1180,15.7,10.7
18177,Wayne,IN,657,15.7,0.0
39031,Coshocton,OH,312,15.6,0.0
21017,Bourbon,KY,735,15.5,0.0
45089,Williamsburg,SC,312,15.4,0.0
48165,Gaines,TX,520,15.1,0.0
05037,Cross,AR,560,15.1,0.0
42063,Indiana,PA,284,14.6,0.0
39091,Logan,OH,994,13.6,13.6
