fips,county_name,state_abbr,turbine_class,wind_breakeven_cost_btm,wind_tp_btm,wind_ep_btm
18077,Jefferson,IN,large,23708,5.5,5.5
36073,Orleans,NY,large,11130,2.6,2.6
25009,Essex,MA,large,17207,1.3,1.3
26099,Macomb,MI,large,7437,0.7,0.7
48113,Dallas,TX,large,14808,0.6,0.6
18003,Allen,IN,large,8558,0.6,0.6
39171,Williams,OH,large,13406,0.6,0.6
48133,Eastland,TX,large,7373,0.6,0.6
37071,Gaston,NC,large,8268,0.4,0.4
20125,Montgomery,KS,large,14868,0.3,0.3
48027,Bell,TX,large,10402,0.3,0.3
48013,Atascosa,TX,large,5642,0.2,0.2
53057,Skagit,WA,large,4326,0.1,0.0
48163,Frio,TX,large,8259,0.1,0.1
