fips,county_name,state_abbr,turbine_class,wind_breakeven_cost_btm,wind_tp_btm,wind_ep_btm
40139,Texas,OK,residential,8372,74.3,74.3
53043,Lincoln,WA,residential,5855,65.0,65.0
35057,Torrance,NM,residential,6808,61.9,0.1
35059,Union,NM,residential,16368,36.6,36.6
26067,Ionia,MI,residential,11617,33.1,33.1
08063,Kit Carson,CO,residential,15417,31.5,31.5
30051,Liberty,MT,residential,13071,30.6,30.6
27069,Kittson,MN,residential,10121,30.0,30.0
48109,Culberson,TX,residential,14222,29.2,29.2
35013,Doña Ana,NM,residential,6766,25.6,13.2
38105,Williams,ND,residential,10036,21.7,21.7
40077,Latimer,OK,residential,2029,20.6,0.0
48421,Sherman,TX,residential,8500,18.1,18.1
36045,Jefferson,NY,residential,8941,17.6,17.6
48229,Hudspeth,TX,residential,8832,15.3,14.5
01101,Montgomery,AL,residential,5188,13.3,13.3
48283,La Salle,TX,residential,8315,12.8,12.8
46099,Minnehaha,SD,residential,11771,12.5,12.5
48105,Crockett,TX,residential,15366,12.4,12.4
17031,Cook,IL,residential,8868,12.3,1.3
46069,Hyde,SD,residential,10326,12.1,12.1
38041,Hettinger,ND,residential,10329,10.5,10.5
06047,Merced,CA,residential,15869,10.4,10.4
38029,Emmons,ND,residential,9463,10.1,10.1
48011,Armstrong,TX,residential,14260,9.8,9.8
38049,McHenry,ND,residential,8288,9.4,9.4
49003,Box Elder,UT,residential,12854,9.4,9.4
36065,Oneida,NY,residential,5284,9.3,2.9
04015,Mohave,AZ,residential,8653,8.7,8.7
27045,Fillmore,MN,residential,13511,8.5,8.5
45029,Colleton,SC,residential,4392,8.1,2.6
13033,Burke,GA,residential,5073,8.1,0.4
27091,Martin,MN,residential,13824,7.9,7.9
37061,Duplin,NC,residential,6609,7.9,7.9
48479,Webb,TX,residential,13539,7.6,7.6
48027,Bell,TX,residential,9062,7.6,7.0
48371,Pecos,TX,residential,13182,7.4,7.4
08023,Costilla,CO,residential,8343,7.2,7.2
55075,Marinette,WI,residential,7957,7.1,7.1
48133,Eastland,TX,residential,15590,7.1,7.1
21047,Christian,KY,residential,7141,7.1,7.1
06071,San Bernardino,CA,residential,21785,7.0,6.8
08021,Conejos,CO,residential,5765,6.9,6.9
06025,Imperial,CA,residential,18748,6.9,6.9
48491,Williamson,TX,residential,16865,6.8,6.8
06029,Kern,CA,residential,29957,6.7,0.4
29163,Pike,MO,residential,7102,6.5,6.5
21209,Scott,KY,residential,12160,6.4,6.4
26141,Presque Isle,MI,residential,13072,6.3,6.3
36075,Oswego,NY,residential,7260,6.1,4.1
31177,Washington,NE,residential,9213,6.0,6.0
48489,Willacy,TX,residential,13727,6.0,5.8
48117,Deaf Smith,TX,residential,10604,6.0,6.0
42091,Montgomery,PA,residential,8202,5.9,5.9
18177,Wayne,IN,residential,8091,5.9,5.9
36091,Saratoga,NY,residential,4942,5.7,5.0
38009,Bottineau,ND,residential,9356,5.7,5.7
04017,Navajo,AZ,residential,12308,5.6,0.2
55069,Lincoln,WI,residential,10530,5.5,5.5
41037,Lake,OR,residential,6258,5.4,0.4
06085,Santa Clara,CA,residential,15274,5.4,0.3
48251,Johnson,TX,residential,14729,5.3,5.3
17105,Livingston,IL,residential,12127,5.2,5.2
21151,Madison,KY,residential,7493,5.1,5.1
54003,Berkeley,WV,residential,3657,5.0,0.0
48225,Houston,TX,residential,6396,5.0,5.0
55025,Dane,WI,residential,13385,5.0,5.0
30105,Valley,MT,residential,13500,4.8,4.8
38097,Traill,ND,residential,10802,4.8,4.8
30041,Hill,MT,residential,12316,4.8,4.8
48097,Cooke,TX,residential,13690,4.8,4.8
01061,Geneva,AL,residential,6817,4.7,4.5
17201,Winnebago,IL,residential,14421,4.7,4.6
17173,Shelby,IL,residential,10367,4.6,4.6
01047,Dallas,AL,residential,5612,4.4,4.4
29183,St. Charles,MO,residential,6993,4.3,4.3
55039,Fond du Lac,WI,residential,15999,4.3,4.3
12063,Jackson,FL,residential,5137,4.3,0.0
30035,Glacier,MT,residential,14340,4.2,4.2
49021,Iron,UT,residential,7637,4.1,4.1
30071,Phillips,MT,residential,11722,4.1,4.1
21185,Oldham,KY,residential,5836,4.0,4.0
48453,Travis,TX,residential,7930,3.9,3.9
36013,Chautauqua,NY,residential,8190,3.9,3.1
16073,Owyhee,ID,residential,7536,3.8,3.5
27021,Cass,MN,residential,12048,3.7,3.7
18149,Starke,IN,residential,8989,3.7,3.7
20099,Labette,KS,residential,11042,3.7,3.7
29081,Harrison,MO,residential,7744,3.7,3.7
18053,Grant,IN,residential,9763,3.5,3.5
08123,Weld,CO,residential,5972,3.5,3.5
48209,Hays,TX,residential,14901,3.5,3.5
20021,Cherokee,KS,residential,10170,3.5,3.5
17001,Adams,IL,residential,12824,3.5,3.5
12113,Santa Rosa,FL,residential,10711,3.4,3.4
16069,Nez Perce,ID,residential,9343,3.4,3.4
38023,Divide,ND,residential,8525,3.3,3.3
08075,Logan,CO,residential,7325,3.3,3.3
38099,Walsh,ND,residential,12635,3.3,3.3
12099,Palm Beach,FL,residential,7612,3.3,3.3
48295,Lipscomb,TX,residential,7089,3.3,3.3
46063,Harding,SD,residential,9808,3.3,3.3
32011,Eureka,NV,residential,3735,3.3,0.0
48309,McLennan,TX,residential,17476,3.2,3.2
36089,St. Lawrence,NY,residential,6695,3.2,0.7
48305,Lynn,TX,residential,13260,3.2,3.2
06073,San Diego,CA,residential,8856,3.1,2.7
36017,Chenango,NY,residential,8937,3.1,3.1
48101,Cottle,TX,residential,11405,3.1,3.1
35029,Luna,NM,residential,8814,3.1,3.1
21101,Henderson,KY,residential,10761,3.0,3.0
55023,Crawford,WI,residential,5777,3.0,2.8
28101,Newton,MS,residential,6285,3.0,2.6
48497,Wise,TX,residential,15192,3.0,3.0
46037,Day,SD,residential,9946,3.0,3.0
54077,Preston,WV,residential,5709,2.9,0.1
05107,Phillips,AR,residential,6093,2.9,2.9
42039,Crawford,PA,residential,6666,2.9,0.4
36081,Queens,NY,residential,7573,2.9,2.0
36005,Bronx,NY,residential,6368,2.9,2.9
36067,Onondaga,NY,residential,6430,2.9,2.9
13141,Hancock,GA,residential,3759,2.9,0.0
48419,Shelby,TX,residential,4322,2.8,0.0
12101,Pasco,FL,residential,5433,2.8,0.6
06111,Ventura,CA,residential,13392,2.8,2.8
30091,Sheridan,MT,residential,8861,2.8,2.8
16027,Canyon,ID,residential,7276,2.7,2.7
30015,Chouteau,MT,residential,12778,2.6,2.6
48493,Wilson,TX,residential,10160,2.6,2.6
46029,Codington,SD,residential,11975,2.6,2.6
04019,Pima,AZ,residential,7448,2.6,2.4
28147,Walthall,MS,residential,4741,2.5,2.1
48253,Jones,TX,residential,11306,2.5,2.5
36043,Herkimer,NY,residential,7614,2.5,2.2
21017,Bourbon,KY,residential,7943,2.5,2.5
48149,Fayette,TX,residential,9921,2.5,2.5
31101,Keith,NE,residential,8735,2.5,2.5
29205,Shelby,MO,residential,7050,2.4,2.4
30005,Blaine,MT,residential,13287,2.4,2.4
36019,Clinton,NY,residential,7316,2.4,2.4
38093,Stutsman,ND,residential,8914,2.4,2.4
45055,Kershaw,SC,residential,4607,2.3,2.2
18055,Greene,IN,residential,10346,2.3,2.3
38083,Sheridan,ND,residential,9046,2.3,2.3
30057,Madison,MT,residential,9419,2.3,2.3
21213,Simpson,KY,residential,6902,2.3,2.3
06019,Fresno,CA,residential,19104,2.3,2.3
06059,Orange,CA,residential,5194,2.2,0.4
20157,Republic,KS,residential,10256,2.2,2.2
06049,Modoc,CA,residential,23577,2.2,2.2
26033,Chippewa,MI,residential,13095,2.2,2.2
37151,Randolph,NC,residential,5764,2.2,2.2
28011,Bolivar,MS,residential,11896,2.2,2.2
21161,Mason,KY,residential,7780,2.2,2.2
48331,Milam,TX,residential,9148,2.2,2.2
25027,Worcester,MA,residential,16895,2.2,2.2
48029,Bexar,TX,residential,7516,2.2,1.1
31031,Cherry,NE,residential,10854,2.2,2.2
27071,Koochiching,MN,residential,10239,2.2,2.2
48499,Wood,TX,residential,7975,2.2,1.0
29135,Moniteau,MO,residential,7135,2.2,2.2
36037,Genesee,NY,residential,6580,2.2,2.2
37125,Moore,NC,residential,5857,2.1,1.5
54069,Ohio,WV,residential,5653,2.1,2.1
17053,Ford,IL,residential,8835,2.1,2.1
27005,Becker,MN,residential,12182,2.1,2.1
21097,Harrison,KY,residential,10818,2.1,2.1
21009,Barren,KY,residential,8491,2.1,2.1
48293,Limestone,TX,residential,8825,2.0,2.0
40015,Caddo,OK,residential,9441,2.0,2.0
55135,Waupaca,WI,residential,7805,2.0,2.0
49027,Millard,UT,residential,5474,2.0,0.7
12121,Suwannee,FL,residential,4270,2.0,0.0
18183,Whitley,IN,residential,10394,2.0,2.0
30085,Roosevelt,MT,residential,10673,2.0,2.0
46123,Tripp,SD,residential,11068,2.0,2.0
17011,Bureau,IL,residential,10701,1.9,1.9
30099,Teton,MT,residential,9624,1.9,1.9
29091,Howell,MO,residential,5857,1.9,0.9
29041,Chariton,MO,residential,5641,1.9,1.9
18005,Bartholomew,IN,residential,7533,1.9,1.9
20141,Osborne,KS,residential,9796,1.9,1.9
08105,Rio Grande,CO,residential,7248,1.9,1.9
40081,Lincoln,OK,residential,7892,1.8,1.8
48277,Lamar,TX,residential,6571,1.8,1.4
29101,Johnson,MO,residential,7493,1.8,1.8
31063,Frontier,NE,residential,9297,1.8,1.8
36063,Niagara,NY,residential,7738,1.8,1.8
48367,Parker,TX,residential,12177,1.8,1.8
48071,Chambers,TX,residential,9651,1.8,1.8
28083,Leflore,MS,residential,4139,1.8,0.0
36093,Schenectady,NY,residential,7857,1.8,1.8
40145,Wagoner,OK,residential,6898,1.8,1.8
48401,Rusk,TX,residential,6026,1.8,1.6
24031,Montgomery,MD,residential,7006,1.8,1.7
55087,Outagamie,WI,residential,9331,1.8,1.1
06037,Los Angeles,CA,residential,6677,1.8,0.5
06021,Glenn,CA,residential,16939,1.7,1.7
08087,Morgan,CO,residential,8214,1.7,1.7
12039,Gadsden,FL,residential,4987,1.7,1.6
46013,Brown,SD,residential,8575,1.7,1.7
56031,Platte,WY,residential,8332,1.7,1.7
45073,Oconee,SC,residential,3510,1.7,0.0
46091,Marshall,SD,residential,11205,1.7,1.7
18049,Fulton,IN,residential,8130,1.7,1.7
28009,Benton,MS,residential,5980,1.7,1.5
06065,Riverside,CA,residential,9227,1.6,1.2
01105,Perry,AL,residential,6100,1.6,1.4
