fips,county_name,state_abbr,land_use_short,wind_breakeven_cost_btm,wind_tp_btm,wind_ep_btm
18157,Tippecanoe,IN,COMMERCIAL & INDUSTRIAL,7829,20.0,20.0
17031,Cook,IL,COMMERCIAL & INDUSTRIAL,12526,11.2,0.1
36065,Oneida,NY,COMMERCIAL & INDUSTRIAL,508,3.2,0.0
20099,Labette,KS,COMMERCIAL & INDUSTRIAL,8929,1.8,1.8
08073,Lincoln,CO,COMMERCIAL & INDUSTRIAL,11024,1.6,1.6
35009,Curry,NM,COMMERCIAL & INDUSTRIAL,13776,1.0,1.0
48355,Nueces,TX,COMMERCIAL & INDUSTRIAL,15186,0.9,0.9
48039,Brazoria,TX,COMMERCIAL & INDUSTRIAL,8354,0.8,0.8
49021,Iron,UT,COMMERCIAL & INDUSTRIAL,7196,0.8,0.8
49027,Millard,UT,COMMERCIAL & INDUSTRIAL,4793,0.7,0.7
46073,Jerauld,SD,COMMERCIAL & INDUSTRIAL,14191,0.7,0.7
18003,Allen,IN,COMMERCIAL & INDUSTRIAL,10421,0.7,0.7
26099,Macomb,MI,COMMERCIAL & INDUSTRIAL,7437,0.7,0.7
31105,Kimball,NE,COMMERCIAL & INDUSTRIAL,15346,0.6,0.6
38093,Stutsman,ND,COMMERCIAL & INDUSTRIAL,8221,0.6,0.6
48133,Eastland,TX,COMMERCIAL & INDUSTRIAL,7373,0.6,0.6
06037,Los Angeles,CA,COMMERCIAL & INDUSTRIAL,5357,0.5,0.0
49049,Utah,UT,COMMERCIAL & INDUSTRIAL,4410,0.4,0.3
37071,Gaston,NC,COMMERCIAL & INDUSTRIAL,7402,0.4,0.4
48113,Dallas,TX,COMMERCIAL & INDUSTRIAL,7641,0.4,0.4
18097,Marion,IN,COMMERCIAL & INDUSTRIAL,7066,0.4,0.4
48201,Harris,TX,COMMERCIAL & INDUSTRIAL,7941,0.3,0.3
46099,Minnehaha,SD,COMMERCIAL & INDUSTRIAL,13461,0.3,0.3
21207,Russell,KY,COMMERCIAL & INDUSTRIAL,11634,0.3,0.3
40109,Oklahoma,OK,COMMERCIAL & INDUSTRIAL,9513,0.3,0.3
18019,Clark,IN,COMMERCIAL & INDUSTRIAL,3399,0.3,0.0
36011,Cayuga,NY,COMMERCIAL & INDUSTRIAL,2948,0.3,0.0
04003,Cochise,AZ,COMMERCIAL & INDUSTRIAL,2995,0.3,0.0
48027,Bell,TX,COMMERCIAL & INDUSTRIAL,15057,0.3,0.3
08067,La Plata,CO,COMMERCIAL & INDUSTRIAL,2099,0.3,0.0
21111,Jefferson,KY,COMMERCIAL & INDUSTRIAL,8521,0.3,0.3
06065,Riverside,CA,COMMERCIAL & INDUSTRIAL,20339,0.2,0.2
13127,Glynn,GA,COMMERCIAL & INDUSTRIAL,5699,0.2,0.2
26137,Otsego,MI,COMMERCIAL & INDUSTRIAL,7353,0.2,0.2
