fips,county_name,state_abbr,wind_breakeven_cost_fom,wind_tp_fom,wind_ep_fom
13141,Hancock,GA,401,460.0,0.0
32011,Eureka,NV,232,255.2,0.0
08123,Weld,CO,924,179.4,0.0
08075,Logan,CO,591,162.7,0.0
32013,Humboldt,NV,39,102.1,0.0
01061,Geneva,AL,441,97.4,0.0
06047,Merced,CA,591,79.8,0.0
28083,Leflore,MS,895,61.0,0.0
48011,Armstrong,TX,1391,56.8,0.0
40047,Garfield,OK,1757,53.6,53.6
21151,Madison,KY,1153,52.6,0.0
53043,Lincoln,WA,1068,52.0,0.0
08063,Kit Carson,CO,1372,49.0,0.0
17075,Iroquois,IL,1350,46.4,0.0
08109,Saguache,CO,26,43.7,0.0
49021,Iron,UT,1083,39.4,0.0
34033,Salem,NJ,12,39.2,0.0
17053,Ford,IL,1555,37.4,0.0
34005,Burlington,NJ,1001,36.3,0.0
17073,Henry,IL,1620,35.2,9.1
28055,Issaquena,MS,805,33.7,0.0
42005,Armstrong,PA,969,33.2,0.0
36045,Jefferson,NY,1467,30.4,0.0
20021,Cherokee,KS,1773,29.5,4.5
06071,San Bernardino,CA,1019,29.3,0.0
42117,Tioga,PA,1389,28.9,28.3
29205,Shelby,MO,1535,28.8,0.0
40009,Beckham,OK,1357,28.1,0.0
40015,Caddo,OK,1785,28.1,27.6
26065,Ingham,MI,59,27.1,0.0
17105,Livingston,IL,1631,26.9,24.9
28133,Sunflower,MS,1099,26.6,0.0
31031,Cherry,NE,1834,26.5,9.0
17091,Kankakee,IL,1435,26.1,0.0
28029,Copiah,MS,684,25.7,0.0
17135,Montgomery,IL,1486,25.3,0.0
17021,Christian,IL,1359,24.5,0.0
28119,Quitman,MS,1013,24.4,0.0
17107,Logan,IL,1404,24.3,0.0
21017,Bourbon,KY,1086,23.2,0.0
29041,Chariton,MO,1251,23.2,0.0
16051,Jefferson,ID,840,22.5,0.0
46063,Harding,SD,1382,20.9,0.0
17115,Macon,IL,1395,20.5,0.0
48229,Hudspeth,TX,428,20.5,0.0
22075,Plaquemines,LA,580,20.1,0.0
28051,Holmes,MS,871,19.0,0.0
31101,Keith,NE,1205,18.9,0.0
20157,Republic,KS,1538,18.7,6.4
35057,Torrance,NM,1404,18.6,14.9
32003,Clark,NV,1124,18.3,0.0
29147,Nodaway,MO,1684,17.8,2.4
35013,Doña Ana,NM,644,17.3,0.0
17027,Clinton,IL,1339,17.2,0.0
24041,Talbot,MD,1083,16.8,0.0
36017,Chenango,NY,1614,16.7,16.7
17093,Kendall,IL,1396,16.7,0.0
46029,Codington,SD,1865,16.7,15.7
17113,McLean,IL,1696,16.5,16.5
18177,Wayne,IN,1342,16.5,0.0
39031,Coshocton,OH,939,15.6,0.0
27071,Koochiching,MN,111,15.5,0.0
45089,Williamsburg,SC,776,15.4,0.0
48165,Gaines,TX,1080,15.1,0.0
05037,Cross,AR,1296,15.1,0.0
42063,Indiana,PA,863,14.6,0.0
06049,Modoc,CA,560,13.9,0.0
39091,Logan,OH,1685,13.6,13.6
17031,Cook,IL,913,13.5,0.0
36075,Oswego,NY,813,13.4,0.0
48371,Pecos,TX,584,13.3,0.0
38025,Dunn,ND,1449,13.1,1.5
48055,Caldwell,TX,620,13.1,0.0
48491,Williamson,TX,1102,13.0,0.0
08073,Lincoln,CO,707,12.8,0.0
12086,Miami-Dade,FL,357,12.7,0.0
48255,Karnes,TX,1035,12.7,0.0
17079,Jasper,IL,1351,12.6,0.0
48283,La Salle,TX,883,12.5,0.0
31001,Adams,NE,1620,12.5,0.3
30011,Carter,MT,1550,12.4,8.7
36037,Genesee,NY,1403,12.4,0.0
55085,Oneida,WI,30,12.2,0.0
29145,Newton,MO,1764,12.1,8.0
31125,Nance,NE,1528,12.1,0.0
48475,Ward,TX,406,11.3,0.0
