fips,county_name,state_abbr,land_use_short,wind_breakeven_cost_fom,wind_tp_fom,wind_ep_fom
17031,Cook,IL,COMMERCIAL & INDUSTRIAL,913,13.5,0.0
18157,Tippecanoe,IN,COMMERCIAL & INDUSTRIAL,1344,2.6,0.0
48359,Oldham,TX,COMMERCIAL & INDUSTRIAL,1441,2.3,0.0
08073,Lincoln,CO,COMMERCIAL & INDUSTRIAL,707,1.6,0.0
20099,Labette,KS,COMMERCIAL & INDUSTRIAL,271,1.5,0.0
49021,Iron,UT,COMMERCIAL & INDUSTRIAL,1033,1.3,0.0
49027,Millard,UT,COMMERCIAL & INDUSTRIAL,551,1.3,0.0
35009,Curry,NM,COMMERCIAL & INDUSTRIAL,1122,1.0,0.0
48355,Nueces,TX,COMMERCIAL & INDUSTRIAL,1264,0.9,0.0
31105,Kimball,NE,COMMERCIAL & INDUSTRIAL,1489,0.9,0.0
26099,Macomb,MI,COMMERCIAL & INDUSTRIAL,768,0.6,0.0
46073,Jerauld,SD,COMMERCIAL & INDUSTRIAL,1199,0.5,0.0
49049,Utah,UT,COMMERCIAL & INDUSTRIAL,362,0.5,0.0
17117,Macoupin,IL,COMMERCIAL & INDUSTRIAL,1478,0.5,0.0
48133,Eastland,TX,COMMERCIAL & INDUSTRIAL,1415,0.5,0.0
48039,Brazoria,TX,COMMERCIAL & INDUSTRIAL,738,0.5,0.0
38093,Stutsman,ND,COMMERCIAL & INDUSTRIAL,1082,0.4,0.0
04013,Maricopa,AZ,COMMERCIAL & INDUSTRIAL,210,0.4,0.0
37071,Gaston,NC,COMMERCIAL & INDUSTRIAL,516,0.3,0.0
48027,Bell,TX,COMMERCIAL & INDUSTRIAL,159,0.3,0.0
04003,Cochise,AZ,COMMERCIAL & INDUSTRIAL,214,0.2,0.0
39101,Marion,OH,COMMERCIAL & INDUSTRIAL,59,0.2,0.0
27021,Cass,MN,COMMERCIAL & INDUSTRIAL,115,0.2,0.0
46099,Minnehaha,SD,COMMERCIAL & INDUSTRIAL,1359,0.2,0.0
48113,Dallas,TX,COMMERCIAL & INDUSTRIAL,733,0.2,0.0
20055,Finney,KS,COMMERCIAL & INDUSTRIAL,172,0.2,0.0
27005,Becker,MN,COMMERCIAL & INDUSTRIAL,99,0.1,0.0
18003,Allen,IN,COMMERCIAL & INDUSTRIAL,28,0.1,0.0
27097,Morrison,MN,COMMERCIAL & INDUSTRIAL,87,0.1,0.0
19035,Cherokee,IA,COMMERCIAL & INDUSTRIAL,1198,0.1,0.0
48163,Frio,TX,COMMERCIAL & INDUSTRIAL,2,0.1,0.0
20155,Reno,KS,COMMERCIAL & INDUSTRIAL,244,0.1,0.0
19187,Webster,IA,COMMERCIAL & INDUSTRIAL,169,0.1,0.0
55019,Clark,WI,COMMERCIAL & INDUSTRIAL,32,0.1,0.0
19081,Hancock,IA,COMMERCIAL & INDUSTRIAL,230,0.1,0.0
26021,Berrien,MI,COMMERCIAL & INDUSTRIAL,69,0.1,0.0
29095,Jackson,MO,COMMERCIAL & INDUSTRIAL,76,0.1,0.0
29161,Phelps,MO,COMMERCIAL & INDUSTRIAL,63,0.1,0.0
19121,Madison,IA,COMMERCIAL & INDUSTRIAL,34,0.1,0.0
19189,Winnebago,IA,COMMERCIAL & INDUSTRIAL,111,0.1,0.0
19167,Sioux,IA,COMMERCIAL & INDUSTRIAL,85,0.0,0.0
27151,Swift,MN,COMMERCIAL & INDUSTRIAL,84,0.0,0.0
38105,Williams,ND,COMMERCIAL & INDUSTRIAL,31,0.0,0.0
