fips,county_name,state_abbr,turbine_class,wind_breakeven_cost_btm,wind_tp_btm,wind_ep_btm
48057,Calhoun,TX,commercial,13224,0.0,0.0
06001,Alameda,CA,commercial,11733,0.0,0.0
55025,Dane,WI,commercial,29068,0.0,0.0
39057,Greene,OH,commercial,15332,0.0,0.0
51087,Henrico,VA,commercial,10007,0.0,0.0
48501,Yoakum,TX,commercial,7816,0.0,0.0
28059,Jackson,MS,commercial,20646,0.0,0.0
13135,Gwinnett,GA,commercial,6126,0.0,0.0
48039,Brazoria,TX,commercial,9333,0.0,0.0
37081,Guilford,NC,commercial,9703,0.0,0.0
01089,Madison,AL,commercial,14904,0.0,0.0
06041,Marin,CA,commercial,36508,0.0,0.0
20123,Mitchell,KS,commercial,14164,0.0,0.0
37187,Washington,NC,commercial,5221,0.0,0.0
19153,Polk,IA,commercial,14126,0.0,0.0
25021,Norfolk,MA,commercial,17778,0.0,0.0
42075,Lebanon,PA,commercial,4671,0.0,0.0
53011,Clark,WA,commercial,5414,0.0,0.0
42101,Philadelphia,PA,commercial,5381,0.0,0.0
24031,Montgomery,MD,commercial,15584,0.0,0.0
41045,Malheur,OR,commercial,3215,0.0,0.0
13021,Bibb,GA,commercial,3855,0.0,0.0
20209,Wyandotte,KS,commercial,20249,0.0,0.0
48013,Atascosa,TX,commercial,9178,0.0,0.0
37017,Bladen,NC,commercial,11014,0.0,0.0
06011,Colusa,CA,commercial,6429,0.0,0.0
47037,Davidson,TN,commercial,9673,0.0,0.0
51153,Prince William,VA,commercial,9726,0.0,0.0
48085,Collin,TX,commercial,15137,0.0,0.0
48451,Tom Green,TX,commercial,15627,0.0,0.0
35043,Sandoval,NM,commercial,15204,0.0,0.0
47187,Williamson,TN,commercial,13982,0.0,0.0
26139,Ottawa,MI,commercial,14371,0.0,0.0
01127,Walker,AL,commercial,5621,0.0,0.0
31055,Douglas,NE,commercial,21954,0.0,0.0
28121,Rankin,MS,commercial,14737,0.0,0.0
39041,Delaware,OH,commercial,18893,0.0,0.0
48245,Jefferson,TX,commercial,10842,0.0,0.0
05017,Chicot,AR,commercial,9711,0.0,0.0
01115,St. Clair,AL,commercial,4513,0.0,0.0
05021,Clay,AR,commercial,9246,0.0,0.0
48303,Lubbock,TX,commercial,14518,0.0,0.0
13089,DeKalb,GA,commercial,5372,0.0,0.0
51107,Loudoun,VA,commercial,8204,0.0,0.0
48491,Williamson,TX,commercial,18080,0.0,0.0
49013,Duchesne,UT,commercial,2681,0.0,0.0
47063,Hamblen,TN,commercial,4872,0.0,0.0
06115,Yuba,CA,commercial,7622,0.0,0.0
41035,Klamath,OR,commercial,1621,0.0,0.0
39095,Lucas,OH,commercial,12617,0.0,0.0
39171,Williams,OH,commercial,12558,0.0,0.0
48029,Bexar,TX,commercial,7153,0.0,0.0
11001,District of Columbia,DC,commercial,11217,0.0,0.0
17099,LaSalle,IL,commercial,15585,0.0,0.0
06019,Fresno,CA,commercial,12608,0.0,0.0
47065,Hamilton,TN,commercial,16692,0.0,0.0
48481,Wharton,TX,commercial,18327,0.0,0.0
16055,Kootenai,ID,commercial,8183,0.0,0.0
06077,San Joaquin,CA,commercial,14873,0.0,0.0
20055,Finney,KS,commercial,14172,0.0,0.0
27171,Wright,MN,commercial,10891,0.0,0.0
34025,Monmouth,NJ,commercial,3510,0.0,0.0
06029,Kern,CA,commercial,1369,0.0,0.0
