fips,county_name,state_abbr,wind_breakeven_cost_btm,wind_tp_btm,wind_ep_btm
40139,Texas,OK,12053,74.3,74.3
53043,Lincoln,WA,7677,65.0,65.0
35057,Torrance,NM,10789,62.0,0.2
35059,Union,NM,23637,36.6,36.6
26067,Ionia,MI,7031,33.1,33.1
08063,Kit Carson,CO,22264,31.5,31.5
30051,Liberty,MT,18876,30.6,30.6
27069,Kittson,MN,14484,30.0,30.0
48109,Culberson,TX,20538,29.2,29.2
35013,Doña Ana,NM,9566,25.6,25.6
38105,Williams,ND,14398,21.7,21.7
18157,Tippecanoe,IN,14362,21.2,21.2
40077,Latimer,OK,2930,20.6,0.0
48421,Sherman,TX,10550,18.1,18.1
36045,Jefferson,NY,12886,18.0,18.0
48229,Hudspeth,TX,12568,15.3,15.3
01101,Montgomery,AL,7492,13.3,13.3
17031,Cook,IL,14706,12.9,12.8
48283,La Salle,TX,12008,12.8,12.8
46099,Minnehaha,SD,17133,12.5,12.5
48105,Crockett,TX,22190,12.4,12.4
46069,Hyde,SD,14362,12.1,12.1
38041,Hettinger,ND,13496,10.5,10.5
06047,Merced,CA,33217,10.4,10.4
38029,Emmons,ND,13665,10.1,10.1
48011,Armstrong,TX,20594,9.8,9.8
36065,Oneida,NY,7661,9.5,3.1
38049,McHenry,ND,11969,9.4,9.4
49003,Box Elder,UT,16139,9.4,9.4
04015,Mohave,AZ,13790,8.8,8.8
27045,Fillmore,MN,21390,8.5,8.5
45029,Colleton,SC,7214,8.4,8.4
13033,Burke,GA,7798,8.1,8.1
27091,Martin,MN,22945,8.0,8.0
37061,Duplin,NC,10281,8.0,8.0
48027,Bell,TX,15231,8.0,8.0
48133,Eastland,TX,21888,7.6,7.6
48479,Webb,TX,17093,7.6,7.6
48371,Pecos,TX,18653,7.4,7.4
36091,Saratoga,NY,8108,7.3,6.2
08023,Costilla,CO,13087,7.3,7.3
08005,Arapahoe,CO,10194,7.3,7.3
06071,San Bernardino,CA,32809,7.2,7.1
55075,Marinette,WI,11381,7.1,7.1
21047,Christian,KY,9316,7.1,7.1
08021,Conejos,CO,8000,6.9,6.9
06025,Imperial,CA,34218,6.9,6.9
48491,Williamson,TX,23281,6.8,6.8
06029,Kern,CA,56595,6.7,0.5
36075,Oswego,NY,9613,6.5,6.5
29163,Pike,MO,9173,6.5,6.5
21209,Scott,KY,17561,6.4,6.4
26141,Presque Isle,MI,6280,6.3,6.1
18177,Wayne,IN,16887,6.1,6.1
31177,Washington,NE,12997,6.0,6.0
42091,Montgomery,PA,11711,6.0,6.0
18077,Jefferson,IN,14932,6.0,6.0
48489,Willacy,TX,19824,6.0,6.0
48117,Deaf Smith,TX,13731,6.0,6.0
38009,Bottineau,ND,12931,5.7,5.7
04017,Navajo,AZ,14652,5.6,0.3
55069,Lincoln,WI,13238,5.5,5.5
41037,Lake,OR,8801,5.4,0.4
48251,Johnson,TX,20313,5.4,5.4
06085,Santa Clara,CA,18137,5.4,5.4
17105,Livingston,IL,17108,5.3,5.3
21151,Madison,KY,9925,5.2,5.2
55025,Dane,WI,19312,5.1,5.1
54003,Berkeley,WV,6395,5.1,5.1
48225,Houston,TX,7762,5.0,5.0
30105,Valley,MT,15808,4.8,4.8
38097,Traill,ND,15044,4.8,4.8
30041,Hill,MT,14840,4.8,4.8
48097,Cooke,TX,18264,4.8,4.8
01061,Geneva,AL,9058,4.7,4.7
