fips,county_name,state_abbr,turbine_class,wind_breakeven_cost_btm,wind_tp_btm,wind_ep_btm
18077,Jefferson,IN,large,14932,5.5,5.5
36073,Orleans,NY,large,12207,2.6,2.6
25009,Essex,MA,large,32016,1.3,1.3
36091,Saratoga,NY,large,3178,1.1,0.0
48113,Dallas,TX,large,19480,0.7,0.7
26099,Macomb,MI,large,10740,0.7,0.7
18003,Allen,IN,large,13995,0.6,0.6
39171,Williams,OH,large,20652,0.6,0.6
48133,Eastland,TX,large,10647,0.6,0.6
37123,Montgomery,NC,large,15312,0.5,0.5
18017,Cass,IN,large,11906,0.5,0.5
12015,Charlotte,FL,large,8561,0.4,0.4
37071,Gaston,NC,large,11974,0.4,0.4
19015,Boone,IA,large,7956,0.3,0.3
27001,Aitkin,MN,large,7411,0.3,0.3
20125,Montgomery,KS,large,19610,0.3,0.3
36011,Cayuga,NY,large,629,0.3,0.0
48027,Bell,TX,large,15021,0.3,0.3
48439,Tarrant,TX,large,17925,0.2,0.2
48013,Atascosa,TX,large,8148,0.2,0.2
53057,Skagit,WA,large,5782,0.1,0.1
22033,East Baton Rouge,LA,large,6966,0.1,0.1
51760,Richmond,VA,large,8924,0.1,0.1
48343,Morris,TX,large,10250,0.1,0.1
48163,Frio,TX,large,10255,0.1,0.1
13059,Clarke,GA,large,9491,0.1,0.1
19153,Polk,IA,large,15423,0.1,0.1
48201,Harris,TX,large,11945,0.1,0.1
06001,Alameda,CA,large,4200,0.1,0.0
17043,DuPage,IL,large,15166,0.1,0.1
53063,Spokane,WA,large,9349,0.1,0.1
48423,Smith,TX,large,12426,0.0,0.0
49005,Cache,UT,large,4487,0.0,0.0
27037,Dakota,MN,large,14328,0.0,0.0
47063,Hamblen,TN,large,9537,0.0,0.0
04013,Maricopa,AZ,large,2655,0.0,0.0
05115,Pope,AR,large,6745,0.0,0.0
05051,Garland,AR,large,6033,0.0,0.0
48121,Denton,TX,large,12049,0.0,0.0
48441,Taylor,TX,large,12974,0.0,0.0
12105,Polk,FL,large,7896,0.0,0.0
12095,Orange,FL,large,8642,0.0,0.0
51107,Loudoun,VA,large,12974,0.0,0.0
31013,Box Butte,NE,large,16692,0.0,0.0
13069,Coffee,GA,large,12001,0.0,0.0
17089,Kane,IL,large,13301,0.0,0.0
06037,Los Angeles,CA,large,8862,0.0,0.0
29021,Buchanan,MO,large,12424,0.0,0.0
