fips,county_name,state_abbr,land_use_short,wind_breakeven_cost_btm,wind_tp_btm,wind_ep_btm
36045,Jefferson,NY,RESIDENTIAL,8726,9.5,5.8
04015,Mohave,AZ,RESIDENTIAL,6761,8.7,8.3
21047,Christian,KY,RESIDENTIAL,6279,7.1,0.5
48421,Sherman,TX,RESIDENTIAL,6832,5.9,5.9
36091,Saratoga,NY,RESIDENTIAL,5935,5.3,0.3
21185,Oldham,KY,RESIDENTIAL,5934,4.0,4.0
36075,Oswego,NY,RESIDENTIAL,7279,3.7,3.2
12099,Palm Beach,FL,RESIDENTIAL,6560,3.2,2.2
48453,Travis,TX,RESIDENTIAL,6201,3.2,2.9
35029,Luna,NM,RESIDENTIAL,8430,3.1,3.1
05107,Phillips,AR,RESIDENTIAL,5258,2.9,0.0
36081,Queens,NY,RESIDENTIAL,6526,2.9,0.9
36005,Bronx,NY,RESIDENTIAL,5523,2.9,0.0
21213,Simpson,KY,RESIDENTIAL,7075,2.3,2.3
26033,Chippewa,MI,RESIDENTIAL,1922,2.2,0.0
21161,Mason,KY,RESIDENTIAL,6942,2.2,2.2
36019,Clinton,NY,RESIDENTIAL,7131,2.2,0.7
27071,Koochiching,MN,RESIDENTIAL,9836,2.2,2.2
21009,Barren,KY,RESIDENTIAL,7684,2.1,2.1
40081,Lincoln,OK,RESIDENTIAL,7121,1.8,1.5
31063,Frontier,NE,RESIDENTIAL,7143,1.8,1.8
06059,Orange,CA,RESIDENTIAL,5598,1.8,0.2
12039,Gadsden,FL,RESIDENTIAL,4548,1.7,0.0
46013,Brown,SD,RESIDENTIAL,6604,1.7,1.7
01105,Perry,AL,RESIDENTIAL,4845,1.6,0.0
46105,Perkins,SD,RESIDENTIAL,5924,1.6,0.8
12086,Miami-Dade,FL,RESIDENTIAL,7399,1.6,0.5
24031,Montgomery,MD,RESIDENTIAL,5881,1.6,0.5
40145,Wagoner,OK,RESIDENTIAL,5809,1.5,0.8
40049,Garvin,OK,RESIDENTIAL,6714,1.5,1.1
26099,Macomb,MI,RESIDENTIAL,1271,1.5,0.0
21239,Woodford,KY,RESIDENTIAL,6050,1.5,0.2
40129,Roger Mills,OK,RESIDENTIAL,13418,1.5,1.5
06073,San Diego,CA,RESIDENTIAL,9474,1.5,1.3
29119,McDonald,MO,RESIDENTIAL,4154,1.4,0.0
26163,Wayne,MI,RESIDENTIAL,1400,1.4,0.0
21087,Green,KY,RESIDENTIAL,5702,1.4,1.4
25001,Barnstable,MA,RESIDENTIAL,25726,1.4,1.4
40133,Seminole,OK,RESIDENTIAL,7252,1.4,1.4
12011,Broward,FL,RESIDENTIAL,7415,1.4,0.6
35013,Doña Ana,NM,RESIDENTIAL,6680,1.4,0.9
27005,Becker,MN,RESIDENTIAL,12974,1.4,1.4
40015,Caddo,OK,RESIDENTIAL,6848,1.3,1.3
05031,Craighead,AR,RESIDENTIAL,5980,1.3,0.0
53061,Snohomish,WA,RESIDENTIAL,2738,1.3,0.0
06037,Los Angeles,CA,RESIDENTIAL,6866,1.3,0.4
