fips,county_name,state_abbr,wind_breakeven_cost_btm,wind_tp_btm,wind_ep_btm
40139,Texas,OK,5870,74.3,37.5
53043,Lincoln,WA,4736,65.0,0.0
35057,Torrance,NM,6530,61.9,0.1
35059,Union,NM,11729,36.6,36.6
26067,Ionia,MI,1886,33.1,0.0
08063,Kit Carson,CO,11779,31.5,31.5
30051,Liberty,MT,9313,30.6,30.6
27069,Kittson,MN,7151,30.0,30.0
48109,Culberson,TX,10157,29.2,29.2
35013,Doña Ana,NM,6380,25.6,0.9
38105,Williams,ND,7089,21.7,13.6
18157,Tippecanoe,IN,9812,21.0,1.1
40077,Latimer,OK,1222,20.6,0.0
48421,Sherman,TX,6357,18.1,5.9
36045,Jefferson,NY,8726,17.6,6.5
48229,Hudspeth,TX,6270,15.3,14.5
01101,Montgomery,AL,3537,13.3,0.0
48283,La Salle,TX,5802,12.8,12.8
46099,Minnehaha,SD,8361,12.5,12.5
48105,Crockett,TX,10995,12.4,12.4
17031,Cook,IL,8028,12.3,1.3
46069,Hyde,SD,7302,12.1,12.1
38041,Hettinger,ND,7460,10.5,5.3
06047,Merced,CA,20595,10.4,6.2
38029,Emmons,ND,6669,10.1,7.3
48011,Armstrong,TX,10185,9.8,9.8
38049,McHenry,ND,5809,9.4,1.4
49003,Box Elder,UT,9152,9.4,9.4
36065,Oneida,NY,4632,9.3,0.9
04015,Mohave,AZ,6682,8.7,8.3
27045,Fillmore,MN,14733,8.5,8.5
45029,Colleton,SC,2954,8.1,0.0
13033,Burke,GA,4251,8.1,0.0
37061,Duplin,NC,6089,8.0,0.2
27091,Martin,MN,13553,7.9,7.9
48027,Bell,TX,6433,7.8,0.7
48133,Eastland,TX,10842,7.6,7.1
48479,Webb,TX,9656,7.6,7.6
48371,Pecos,TX,9507,7.4,7.4
08005,Arapahoe,CO,6338,7.2,7.1
08023,Costilla,CO,7172,7.2,7.2
55075,Marinette,WI,5620,7.1,1.4
21047,Christian,KY,6279,7.1,0.5
06071,San Bernardino,CA,26050,7.0,6.8
08021,Conejos,CO,3960,6.9,0.0
06025,Imperial,CA,19237,6.9,6.9
36091,Saratoga,NY,4327,6.9,0.3
48491,Williamson,TX,12093,6.8,6.7
