fips,county_name,state_abbr,turbine_class,wind_breakeven_cost_btm,wind_tp_btm,wind_ep_btm
40139,Texas,OK,residential,5870,74.3,37.5
53043,Lincoln,WA,residential,4736,65.0,0.0
35057,Torrance,NM,residential,6530,61.9,0.1
35059,Union,NM,residential,11729,36.6,36.6
26067,Ionia,MI,residential,1886,33.1,0.0
08063,Kit Carson,CO,residential,11779,31.5,31.5
30051,Liberty,MT,residential,9313,30.6,30.6
27069,Kittson,MN,residential,7151,30.0,30.0
48109,Culberson,TX,residential,10157,29.2,29.2
35013,Doña Ana,NM,residential,6380,25.6,0.9
38105,Williams,ND,residential,7089,21.7,13.6
40077,Latimer,OK,residential,1222,20.6,0.0
48421,Sherman,TX,residential,6357,18.1,5.9
36045,Jefferson,NY,residential,8726,17.6,6.5
48229,Hudspeth,TX,residential,6270,15.3,14.5
01101,Montgomery,AL,residential,3537,13.3,0.0
48283,La Salle,TX,residential,5802,12.8,12.8
46099,Minnehaha,SD,residential,8361,12.5,12.5
48105,Crockett,TX,residential,10995,12.4,12.4
17031,Cook,IL,residential,8028,12.3,1.3
46069,Hyde,SD,residential,7302,12.1,12.1
38041,Hettinger,ND,residential,7460,10.5,5.3
06047,Merced,CA,residential,20595,10.4,6.2
38029,Emmons,ND,residential,6669,10.1,7.3
48011,Armstrong,TX,residential,10185,9.8,9.8
38049,McHenry,ND,residential,5809,9.4,1.4
49003,Box Elder,UT,residential,9152,9.4,9.4
36065,Oneida,NY,residential,4632,9.3,0.9
04015,Mohave,AZ,residential,6682,8.7,8.3
27045,Fillmore,MN,residential,14733,8.5,8.5
45029,Colleton,SC,residential,2954,8.1,0.0
13033,Burke,GA,residential,4251,8.1,0.0
27091,Martin,MN,residential,13553,7.9,7.9
37061,Duplin,NC,residential,5211,7.9,0.1
48479,Webb,TX,residential,9656,7.6,7.6
48027,Bell,TX,residential,6797,7.6,0.7
48371,Pecos,TX,residential,9507,7.4,7.4
08023,Costilla,CO,residential,7172,7.2,7.2
55075,Marinette,WI,residential,5620,7.1,1.4
48133,Eastland,TX,residential,11159,7.1,7.1
21047,Christian,KY,residential,6279,7.1,0.5
06071,San Bernardino,CA,residential,26050,7.0,6.8
08021,Conejos,CO,residential,3960,6.9,0.0
06025,Imperial,CA,residential,19237,6.9,6.9
48491,Williamson,TX,residential,12093,6.8,6.7
06029,Kern,CA,residential,40101,6.7,0.4
29163,Pike,MO,residential,5211,6.5,6.2
21209,Scott,KY,residential,8646,6.4,6.4
26141,Presque Isle,MI,residential,2216,6.3,0.0
36075,Oswego,NY,residential,6646,6.1,3.3
31177,Washington,NE,residential,6486,6.0,6.0
48489,Willacy,TX,residential,9794,6.0,5.8
48117,Deaf Smith,TX,residential,7506,6.0,6.0
42091,Montgomery,PA,residential,6053,5.9,5.9
18177,Wayne,IN,residential,7775,5.9,5.9
36091,Saratoga,NY,residential,4327,5.7,0.3
38009,Bottineau,ND,residential,6733,5.7,2.3
04017,Navajo,AZ,residential,9300,5.6,0.2
55069,Lincoln,WI,residential,7452,5.5,5.1
41037,Lake,OR,residential,5959,5.4,0.4
06085,Santa Clara,CA,residential,15794,5.4,0.2
48251,Johnson,TX,residential,10528,5.3,5.3
17105,Livingston,IL,residential,8621,5.2,5.2
21151,Madison,KY,residential,6653,5.1,5.1
54003,Berkeley,WV,residential,2415,5.0,0.0
48225,Houston,TX,residential,4799,5.0,0.0
