fips,county_name,state_abbr,land_use_short,wind_breakeven_cost_fom,wind_tp_fom,wind_ep_fom
32011,Eureka,NV,AGRICULTURAL,158,254.8,0.0
08123,Weld,CO,AGRICULTURAL,591,176.1,0.0
08075,Logan,CO,AGRICULTURAL,324,162.7,0.0
06047,Merced,CA,AGRICULTURAL,214,79.8,0.0
28083,Leflore,MS,AGRICULTURAL,302,61.0,0.0
48011,Armstrong,TX,AGRICULTURAL,753,56.8,0.0
40047,Garfield,OK,AGRICULTURAL,1015,53.6,27.2
21151,Madison,KY,AGRICULTURAL,754,52.6,0.0
53043,Lincoln,WA,AGRICULTURAL,505,52.0,0.0
08063,Kit Carson,CO,AGRICULTURAL,876,49.0,0.0
17075,Iroquois,IL,AGRICULTURAL,823,46.4,0.0
49021,Iron,UT,AGRICULTURAL,809,38.1,0.0
17053,Ford,IL,AGRICULTURAL,1037,37.4,6.3
17073,Henry,IL,AGRICULTURAL,1056,35.1,9.1
28055,Issaquena,MS,AGRICULTURAL,200,33.7,0.0
42005,Armstrong,PA,AGRICULTURAL,439,33.2,0.0
20021,Cherokee,KS,AGRICULTURAL,1195,29.5,4.5
29205,Shelby,MO,AGRICULTURAL,850,28.8,0.0
42117,Tioga,PA,AGRICULTURAL,1137,28.3,28.3
40009,Beckham,OK,AGRICULTURAL,697,27.9,0.0
40015,Caddo,OK,AGRICULTURAL,1014,27.6,26.5
17105,Livingston,IL,AGRICULTURAL,1095,26.9,26.9
28133,Sunflower,MS,AGRICULTURAL,537,26.5,0.0
17091,Kankakee,IL,AGRICULTURAL,918,26.1,0.0
28029,Copiah,MS,AGRICULTURAL,122,25.7,0.0
31031,Cherry,NE,AGRICULTURAL,1203,25.6,25.6
17135,Montgomery,IL,AGRICULTURAL,939,25.3,0.0
17021,Christian,IL,AGRICULTURAL,731,24.5,0.0
28119,Quitman,MS,AGRICULTURAL,400,24.4,0.0
17107,Logan,IL,AGRICULTURAL,793,24.3,0.0
16051,Jefferson,ID,AGRICULTURAL,450,22.5,0.0
46063,Harding,SD,AGRICULTURAL,784,20.9,0.0
29041,Chariton,MO,AGRICULTURAL,881,20.7,0.0
17115,Macon,IL,AGRICULTURAL,783,20.5,0.0
28051,Holmes,MS,AGRICULTURAL,295,19.0,0.0
31101,Keith,NE,AGRICULTURAL,771,18.9,0.0
20157,Republic,KS,AGRICULTURAL,837,18.7,0.0
29147,Nodaway,MO,AGRICULTURAL,1249,17.8,17.8
24041,Talbot,MD,AGRICULTURAL,370,16.8,0.0
36017,Chenango,NY,AGRICULTURAL,488,16.7,0.0
17093,Kendall,IL,AGRICULTURAL,865,16.7,0.0
17113,McLean,IL,AGRICULTURAL,1223,16.5,16.5
46029,Codington,SD,AGRICULTURAL,1156,15.7,10.7
18177,Wayne,IN,AGRICULTURAL,880,15.7,0.0
39031,Coshocton,OH,AGRICULTURAL,379,15.6,0.0
21017,Bourbon,KY,AGRICULTURAL,905,15.5,0.0
45089,Williamsburg,SC,AGRICULTURAL,463,15.4,0.0
48165,Gaines,TX,AGRICULTURAL,502,15.1,0.0
05037,Cross,AR,AGRICULTURAL,640,15.1,0.0
35057,Torrance,NM,AGRICULTURAL,1140,14.9,14.9
42063,Indiana,PA,AGRICULTURAL,366,14.6,0.0
39091,Logan,OH,AGRICULTURAL,1328,13.6,13.6
48229,Hudspeth,TX,AGRICULTURAL,225,13.4,0.0
06049,Modoc,CA,AGRICULTURAL,530,13.2,0.0
48055,Caldwell,TX,AGRICULTURAL,105,13.1,0.0
48255,Karnes,TX,AGRICULTURAL,434,12.7,0.0
17079,Jasper,IL,AGRICULTURAL,811,12.6,0.0
48283,La Salle,TX,AGRICULTURAL,323,12.5,0.0
31001,Adams,NE,AGRICULTURAL,1017,12.5,0.3
30011,Carter,MT,AGRICULTURAL,918,12.4,8.7
36037,Genesee,NY,AGRICULTURAL,376,12.4,0.0
31125,Nance,NE,AGRICULTURAL,1028,12.1,6.2
17027,Clinton,IL,AGRICULTURAL,820,12.1,0.0
27165,Watonwan,MN,AGRICULTURAL,1079,11.2,2.5
48491,Williamson,TX,AGRICULTURAL,593,10.9,0.0
27027,Clay,MN,AGRICULTURAL,770,10.8,0.0
29101,Johnson,MO,AGRICULTURAL,982,10.7,1.2
08027,Custer,CO,AGRICULTURAL,73,10.6,0.0
48109,Culberson,TX,AGRICULTURAL,382,10.3,0.0
29091,Howell,MO,AGRICULTURAL,637,10.3,0.0
27005,Becker,MN,AGRICULTURAL,788,10.3,0.0
29199,Scotland,MO,AGRICULTURAL,901,10.2,0.0
30041,Hill,MT,AGRICULTURAL,881,10.1,0.0
29115,Linn,MO,AGRICULTURAL,1143,10.0,9.8
05023,Cleburne,AR,AGRICULTURAL,478,9.6,0.0
20087,Jefferson,KS,AGRICULTURAL,1099,9.6,3.7
48127,Dimmit,TX,AGRICULTURAL,339,9.4,0.0
48051,Burleson,TX,AGRICULTURAL,434,9.4,0.0
30015,Chouteau,MT,AGRICULTURAL,1001,9.3,0.9
39147,Seneca,OH,AGRICULTURAL,929,9.3,0.0
30035,Glacier,MT,AGRICULTURAL,1034,9.3,2.2
20119,Meade,KS,AGRICULTURAL,672,9.2,0.0
31087,Hitchcock,NE,AGRICULTURAL,757,9.1,0.0
