fips,county_name,state_abbr,land_use_short,wind_breakeven_cost_fom,wind_tp_fom,wind_ep_fom
17031,Cook,IL,COMMERCIAL & INDUSTRIAL,699,13.5,0.0
18157,Tippecanoe,IN,COMMERCIAL & INDUSTRIAL,1401,2.6,2.6
48359,Oldham,TX,COMMERCIAL & INDUSTRIAL,1359,2.3,2.3
08073,Lincoln,CO,COMMERCIAL & INDUSTRIAL,492,1.6,0.0
49021,Iron,UT,COMMERCIAL & INDUSTRIAL,1273,1.3,1.3
49027,Millard,UT,COMMERCIAL & INDUSTRIAL,638,1.3,0.0
35009,Curry,NM,COMMERCIAL & INDUSTRIAL,1146,1.0,1.0
48355,Nueces,TX,COMMERCIAL & INDUSTRIAL,1165,0.9,0.7
31105,Kimball,NE,COMMERCIAL & INDUSTRIAL,1582,0.9,0.9
26099,Macomb,MI,COMMERCIAL & INDUSTRIAL,562,0.6,0.0
46073,Jerauld,SD,COMMERCIAL & INDUSTRIAL,922,0.5,0.0
49049,Utah,UT,COMMERCIAL & INDUSTRIAL,386,0.5,0.0
17117,Macoupin,IL,COMMERCIAL & INDUSTRIAL,1517,0.5,0.5
48133,Eastland,TX,COMMERCIAL & INDUSTRIAL,1201,0.5,0.5
48039,Brazoria,TX,COMMERCIAL & INDUSTRIAL,346,0.5,0.0
38093,Stutsman,ND,COMMERCIAL & INDUSTRIAL,1269,0.3,0.3
37071,Gaston,NC,COMMERCIAL & INDUSTRIAL,610,0.3,0.0
04003,Cochise,AZ,COMMERCIAL & INDUSTRIAL,82,0.2,0.0
46099,Minnehaha,SD,COMMERCIAL & INDUSTRIAL,1137,0.2,0.2
48113,Dallas,TX,COMMERCIAL & INDUSTRIAL,332,0.2,0.0
19035,Cherokee,IA,COMMERCIAL & INDUSTRIAL,1045,0.1,0.1
