fips,county_name,state_abbr,wind_breakeven_cost_fom,wind_tp_fom,wind_ep_fom
17093,Kendall,IL,1421,16.7,16.7
17113,McLean,IL,2009,16.5,16.5
46029,Codington,SD,1900,15.7,15.7
18177,Wayne,IN,1445,15.7,15.7
39031,Coshocton,OH,622,15.6,0.0
21017,Bourbon,KY,1487,15.5,15.5
45089,Williamsburg,SC,760,15.4,0.0
48165,Gaines,TX,825,15.1,0.0
05037,Cross,AR,1052,15.1,15.1
35057,Torrance,NM,1874,14.9,14.9
42063,Indiana,PA,601,14.6,0.0
39091,Logan,OH,2183,13.6,13.6
17031,Cook,IL,699,13.5,0.0
48229,Hudspeth,TX,369,13.4,0.0
06049,Modoc,CA,871,13.2,0.0
48055,Caldwell,TX,173,13.1,0.0
08073,Lincoln,CO,491,12.8,0.0
12086,Miami-Dade,FL,210,12.7,0.0
48255,Karnes,TX,714,12.7,0.0
17079,Jasper,IL,1332,12.6,12.6
48283,La Salle,TX,530,12.5,0.0
31001,Adams,NE,1671,12.5,12.5
30011,Carter,MT,1508,12.4,12.4
36037,Genesee,NY,617,12.4,0.0
31125,Nance,NE,1689,12.1,12.1
17027,Clinton,IL,1348,12.1,12.1
48475,Ward,TX,259,11.3,0.0
27165,Watonwan,MN,1773,11.2,11.2
48491,Williamson,TX,975,10.9,0.2
27027,Clay,MN,1266,10.8,10.8
29101,Johnson,MO,1613,10.7,10.7
08027,Custer,CO,120,10.6,0.0
48109,Culberson,TX,627,10.3,0.0
29091,Howell,MO,1046,10.3,0.5
27005,Becker,MN,1295,10.3,10.3
29199,Scotland,MO,1480,10.2,10.2
30041,Hill,MT,1447,10.1,10.1
29115,Linn,MO,1878,10.0,10.0
05023,Cleburne,AR,786,9.6,0.0
20087,Jefferson,KS,1806,9.6,9.6
48127,Dimmit,TX,557,9.4,0.0
48051,Burleson,TX,713,9.4,0.0
30015,Chouteau,MT,1645,9.3,9.3
39147,Seneca,OH,1527,9.3,9.3
30035,Glacier,MT,1699,9.3,9.3
20119,Meade,KS,1104,9.2,6.4
31087,Hitchcock,NE,1243,9.1,9.1
29131,Miller,MO,1112,9.1,9.1
30085,Roosevelt,MT,875,9.1,1.6
39021,Champaign,OH,1443,9.0,9.0
29133,Mississippi,MO,1039,9.0,9.0
29145,Newton,MO,2103,8.9,8.9
31057,Dundy,NE,1122,8.9,8.9
31085,Hayes,NE,1132,8.8,8.8
31117,McPherson,NE,1419,8.8,8.8
48371,Pecos,TX,650,8.8,0.0
38105,Williams,ND,1420,8.7,4.4
36093,Schenectady,NY,689,8.7,0.0
46091,Marshall,SD,1597,8.5,8.5
20029,Cloud,KS,967,8.5,0.0
31011,Boone,NE,1645,8.5,8.5
31107,Knox,NE,2085,8.4,8.4
35013,Doña Ana,NM,705,8.4,0.0
53071,Walla Walla,WA,355,8.4,0.0
30105,Valley,MT,1711,8.4,7.9
48093,Comanche,TX,687,8.4,0.0
30087,Rosebud,MT,1083,8.4,8.4
46123,Tripp,SD,1859,8.3,8.3
30075,Powder River,MT,1092,8.3,7.7
28053,Humphreys,MS,709,8.2,0.0
48149,Fayette,TX,414,8.1,0.0
38025,Dunn,ND,1377,8.0,4.4
30027,Fergus,MT,1454,7.9,7.9
20085,Jackson,KS,1892,7.8,7.8
18053,Grant,IN,1548,7.8,7.8
17173,Shelby,IL,1424,7.8,7.8
48287,Lee,TX,743,7.7,0.0
40145,Wagoner,OK,1707,7.6,7.6
19093,Ida,IA,1761,7.5,7.5
31147,Richardson,NE,1877,7.4,7.4
38085,Sioux,ND,1623,7.4,6.1
48461,Upton,TX,626,7.3,0.0
48319,Mason,TX,428,7.3,0.0
40045,Ellis,OK,1707,7.3,7.3
05059,Hot Spring,AR,825,7.3,0.0
46071,Jackson,SD,806,7.3,0.0
48193,Hamilton,TX,1253,7.2,7.2
46067,Hutchinson,SD,1730,7.2,7.2
27169,Winona,MN,1294,7.1,7.1
53025,Grant,WA,455,7.1,0.0
48345,Motley,TX,827,7.1,0.0
17159,Richland,IL,1307,7.1,7.1
20099,Labette,KS,1573,6.9,6.9
31019,Buffalo,NE,1746,6.8,6.8
31139,Pierce,NE,2216,6.8,6.8
31167,Stanton,NE,2372,6.8,6.8
20185,Stafford,KS,1451,6.8,6.8
30059,Meagher,MT,969,6.8,0.0
30071,Phillips,MT,1321,6.7,6.3
40075,Kiowa,OK,804,6.7,0.0
20203,Wichita,KS,1403,6.6,6.6
20027,Clay,KS,1287,6.6,6.6
30111,Yellowstone,MT,880,6.6,0.0
20009,Barton,KS,1323,6.5,6.5
17033,Crawford,IL,1695,6.5,6.5
29017,Bollinger,MO,609,6.4,0.0
54037,Jefferson,WV,499,6.4,0.0
20115,Marion,KS,1658,6.4,6.4
17163,St. Clair,IL,781,6.4,0.0
39141,Ross,OH,605,6.4,0.0
20141,Osborne,KS,1070,6.4,4.1
31165,Sioux,NE,648,6.2,0.0
20047,Edwards,KS,1362,6.2,6.2
20095,Kingman,KS,1308,6.2,6.2
20033,Comanche,KS,1033,6.2,6.2
31069,Garden,NE,1511,6.2,6.2
38101,Ward,ND,1777,6.1,6.1
31027,Cedar,NE,2198,6.1,6.1
44007,Providence,RI,331,6.0,0.0
31077,Greeley,NE,1631,6.0,6.0
31093,Howard,NE,1590,6.0,6.0
06021,Glenn,CA,996,5.9,0.6
31039,Cuming,NE,1983,5.9,5.9
31161,Sheridan,NE,1497,5.8,2.2
48183,Gregg,TX,930,5.8,0.0
19003,Adams,IA,1670,5.8,5.8
41005,Clackamas,OR,128,5.7,0.0
30107,Wheatland,MT,937,5.7,0.0
22007,Assumption,LA,348,5.7,0.0
29045,Clark,MO,1671,5.7,5.7
27077,Lake of the Woods,MN,1234,5.7,4.2
30057,Madison,MT,612,5.7,0.0
48457,Tyler,TX,28,5.7,0.0
48115,Dawson,TX,663,5.7,0.0
19095,Iowa,IA,1571,5.6,5.6
20207,Woodson,KS,1602,5.6,5.6
48263,Kent,TX,671,5.5,0.0
20165,Rush,KS,1277,5.5,5.5
29121,Macon,MO,1300,5.4,5.4
19107,Keokuk,IA,1527,5.4,5.4
49003,Box Elder,UT,512,5.4,0.0
56027,Niobrara,WY,1292,5.3,5.3
46011,Brookings,SD,1168,5.3,5.3
04001,Apache,AZ,713,5.3,0.0
48247,Jim Hogg,TX,987,5.2,0.8
46005,Beadle,SD,1096,5.2,5.2
31015,Boyd,NE,1293,5.2,5.2
31181,Webster,NE,1902,5.1,5.1
26141,Presque Isle,MI,2098,5.1,5.1
19041,Clay,IA,1623,5.1,5.1
19047,Crawford,IA,2121,5.0,5.0
38089,Stark,ND,1158,5.0,5.0
13115,Floyd,GA,20,5.0,0.0
27095,Mille Lacs,MN,953,5.0,0.0
29195,Saline,MO,1640,4.9,4.9
30055,McCone,MT,1565,4.9,2.7
38007,Billings,ND,1344,4.9,4.9
48141,El Paso,TX,287,4.8,0.0
08125,Yuma,CO,1397,4.8,4.0
36069,Ontario,NY,924,4.8,0.0
04021,Pinal,AZ,58,4.7,0.0
46105,Perkins,SD,1657,4.6,4.6
38037,Grant,ND,1552,4.6,3.2
48103,Crane,TX,497,4.5,0.0
48451,Tom Green,TX,785,4.5,0.0
31099,Kearney,NE,2029,4.5,4.5
48111,Dallam,TX,1044,4.5,4.5
48105,Crockett,TX,1126,4.4,4.4
48269,King,TX,635,4.4,0.0
12101,Pasco,FL,238,4.4,0.0
31047,Dawson,NE,1418,4.4,4.4
48421,Sherman,TX,1321,4.3,4.3
48465,Val Verde,TX,559,4.3,0.0
16011,Bingham,ID,1042,4.3,0.9
18049,Fulton,IN,1481,4.3,4.3
38041,Hettinger,ND,1356,4.3,3.2
27129,Renville,MN,1570,4.2,4.2
30073,Pondera,MT,1305,4.1,4.1
19165,Shelby,IA,2231,4.1,4.1
16087,Washington,ID,9,4.1,0.0
46077,Kingsbury,SD,1285,4.1,4.1
38093,Stutsman,ND,1476,4.1,3.5
38029,Emmons,ND,1277,4.1,3.0
46061,Hanson,SD,1248,4.0,4.0
30065,Musselshell,MT,1217,4.0,4.0
48311,McMullen,TX,951,4.0,0.0
48331,Milam,TX,996,4.0,3.3
41055,Sherman,OR,1290,3.9,3.9
27167,Wilkin,MN,1772,3.9,3.9
56003,Big Horn,WY,634,3.8,0.0
31143,Polk,NE,2033,3.6,3.6
46069,Hyde,SD,1214,3.6,1.6
35039,Rio Arriba,NM,172,3.6,0.0
20189,Stevens,KS,1344,3.5,3.5
18005,Bartholomew,IN,475,3.5,0.0
31051,Dixon,NE,2471,3.5,3.5
30005,Blaine,MT,2399,3.5,3.5
16033,Clark,ID,286,3.4,0.0
20107,Linn,KS,1551,3.4,3.4
19187,Webster,IA,1926,3.4,3.4
46021,Campbell,SD,1070,3.4,2.0
48075,Childress,TX,1156,3.4,3.4
27137,St. Louis,MN,1346,3.3,2.9
19045,Clinton,IA,1630,3.3,3.3
30097,Sweet Grass,MT,896,3.3,0.0
38049,McHenry,ND,1033,3.2,2.2
20173,Sedgwick,KS,1551,3.2,3.2
17187,Warren,IL,2009,3.2,3.2
31151,Saline,NE,2072,3.2,3.2
27113,Pennington,MN,1575,3.2,3.2
19157,Poweshiek,IA,1791,3.2,3.2
40153,Woodward,OK,2040,3.2,3.2
40043,Dewey,OK,2054,3.1,3.1
40071,Kay,OK,1850,3.1,3.1
18183,Whitley,IN,1381,3.1,3.1
31063,Frontier,NE,1245,3.1,3.1
30099,Teton,MT,1349,3.1,0.1
18011,Boone,IN,2049,3.0,3.0
31155,Saunders,NE,2029,2.9,2.9
19021,Buena Vista,IA,2056,2.9,2.9
19147,Palo Alto,IA,1791,2.9,2.9
39169,Wayne,OH,183,2.9,0.0
48133,Eastland,TX,1523,2.9,2.9
46023,Charles Mix,SD,1766,2.9,2.9
46093,Meade,SD,1367,2.9,2.9
40149,Washita,OK,2009,2.9,2.9
48387,Red River,TX,870,2.8,0.0
18141,St. Joseph,IN,1304,2.8,2.8
31127,Nemaha,NE,1553,2.8,2.8
31149,Rock,NE,1873,2.7,2.7
17099,LaSalle,IL,1613,2.7,2.7
20159,Rice,KS,1656,2.7,2.7
30003,Big Horn,MT,674,2.7,0.0
38011,Bowman,ND,1341,2.7,2.7
20145,Pawnee,KS,1419,2.7,2.7
20053,Ellsworth,KS,1519,2.7,2.7
04019,Pima,AZ,31,2.7,0.0
19061,Dubuque,IA,1719,2.7,2.7
40029,Coal,OK,1043,2.7,0.8
19175,Union,IA,1911,2.7,2.7
19051,Davis,IA,1542,2.7,2.7
45075,Orangeburg,SC,755,2.7,0.0
20067,Grant,KS,847,2.7,0.0
27043,Faribault,MN,1807,2.6,2.6
18157,Tippecanoe,IN,1401,2.6,2.6
19103,Johnson,IA,1403,2.6,2.6
48479,Webb,TX,773,2.6,0.0
46053,Gregory,SD,2256,2.6,2.6
19161,Sac,IA,1259,2.6,2.6
48295,Lipscomb,TX,1404,2.6,2.6
48027,Bell,TX,1235,2.6,2.1
27015,Brown,MN,1518,2.6,2.6
40007,Beaver,OK,1403,2.5,2.5
46111,Sanborn,SD,1092,2.5,2.5
20129,Morton,KS,1223,2.5,2.5
27057,Hubbard,MN,1318,2.5,2.5
46043,Douglas,SD,1655,2.5,2.5
46135,Yankton,SD,1367,2.5,2.5
40027,Cleveland,OK,1511,2.5,2.5
48423,Smith,TX,264,2.5,0.0
20041,Dickinson,KS,1767,2.5,2.5
20131,Nemaha,KS,2148,2.5,2.5
38015,Burleigh,ND,958,2.5,0.0
01037,Coosa,AL,27,2.5,0.0
48155,Foard,TX,557,2.4,0.0
48411,San Saba,TX,1210,2.4,1.9
27107,Norman,MN,1559,2.4,2.4
29117,Livingston,MO,1427,2.4,2.4
19163,Scott,IA,1376,2.4,2.4
29159,Pettis,MO,1606,2.4,2.4
46037,Day,SD,1776,2.4,2.4
40081,Lincoln,OK,1752,2.4,2.4
38045,LaMoure,ND,1355,2.4,2.4
06025,Imperial,CA,23,2.3,0.0
29143,New Madrid,MO,988,2.3,0.0
19185,Wayne,IA,1878,2.3,2.3
27161,Waseca,MN,1726,2.3,2.3
29087,Holt,MO,1405,2.3,2.3
25001,Barnstable,MA,1423,2.3,2.3
48359,Oldham,TX,1359,2.3,2.3
27055,Houston,MN,1150,2.3,2.3
05109,Pike,AR,200,2.3,0.0
48483,Wheeler,TX,955,2.3,1.1
37019,Brunswick,NC,1446,2.3,2.3
38053,McKenzie,ND,1475,2.3,2.3
48235,Irion,TX,888,2.3,0.0
29047,Clay,MO,1809,2.3,2.3
48225,Houston,TX,400,2.3,0.0
18127,Porter,IN,1605,2.3,2.3
27063,Jackson,MN,2050,2.2,2.2
31089,Holt,NE,2035,2.2,2.2
48447,Throckmorton,TX,1373,2.2,2.2
48101,Cottle,TX,589,2.2,0.0
31111,Lincoln,NE,670,2.2,0.0
31013,Box Butte,NE,1296,2.2,2.2
38069,Pierce,ND,1224,2.2,2.2
38091,Steele,ND,1390,2.2,2.2
40139,Texas,OK,954,2.2,0.0
30109,Wibaux,MT,1463,2.2,2.2
31145,Red Willow,NE,1119,2.2,2.2
48487,Wilbarger,TX,651,2.2,0.0
38019,Cavalier,ND,2137,2.2,2.2
55025,Dane,WI,1498,2.2,2.2
38021,Dickey,ND,921,2.1,0.0
31131,Otoe,NE,1940,2.1,2.1
27069,Kittson,MN,1186,2.1,1.1
48117,Deaf Smith,TX,1027,2.1,2.1
39039,Defiance,OH,1447,2.1,2.1
29097,Jasper,MO,2072,2.1,2.1
31171,Thomas,NE,1497,2.1,2.1
47097,Lauderdale,TN,1090,2.1,2.1
40077,Latimer,OK,1105,2.1,1.5
40039,Custer,OK,1834,2.1,2.1
38009,Bottineau,ND,1385,2.1,2.1
40051,Grady,OK,1198,2.1,2.1
53039,Klickitat,WA,825,2.1,0.0
27159,Wadena,MN,1254,2.1,2.1
53017,Douglas,WA,513,2.0,0.0
20117,Marshall,KS,1543,2.0,2.0
17189,Washington,IL,1443,2.0,2.0
40097,Mayes,OK,1333,2.0,2.0
51001,Accomack,VA,1647,2.0,2.0
01013,Butler,AL,342,2.0,0.0
05041,Desha,AR,762,2.0,0.0
46047,Fall River,SD,1230,2.0,2.0
18075,Jay,IN,1639,2.0,2.0
48153,Floyd,TX,1531,2.0,2.0
19191,Winneshiek,IA,1702,2.0,2.0
29137,Monroe,MO,1079,2.0,1.0
27081,Lincoln,MN,1602,2.0,2.0
19011,Benton,IA,1316,2.0,2.0
18055,Greene,IN,884,2.0,0.0
04017,Navajo,AZ,167,2.0,0.0
18039,Elkhart,IN,1699,2.0,2.0
31157,Scotts Bluff,NE,635,1.9,0.0
38057,Mercer,ND,1203,1.9,1.0
40147,Washington,OK,1326,1.9,1.9
19193,Woodbury,IA,2056,1.9,1.9
40053,Grant,OK,1392,1.9,1.9
18095,Madison,IN,1557,1.9,1.9
38097,Traill,ND,1428,1.9,1.9
26039,Crawford,MI,1419,1.9,1.9
18111,Newton,IN,1723,1.9,1.9
18131,Pulaski,IN,1355,1.9,1.9
18091,LaPorte,IN,1167,1.9,1.9
19195,Worth,IA,1657,1.9,1.9
48503,Young,TX,1514,1.8,1.8
48501,Yoakum,TX,954,1.8,0.0
05017,Chicot,AR,725,1.8,0.0
08023,Costilla,CO,369,1.8,0.0
46083,Lincoln,SD,1369,1.8,1.8
41037,Lake,OR,112,1.8,0.0
30045,Judith Basin,MT,1557,1.8,1.8
48489,Willacy,TX,1258,1.8,1.8
35049,Santa Fe,NM,506,1.8,0.0
08021,Conejos,CO,76,1.8,0.0
47175,Van Buren,TN,880,1.8,0.0
30051,Liberty,MT,1323,1.8,1.8
39045,Fairfield,OH,979,1.7,1.2
17039,De Witt,IL,1555,1.7,1.7
48207,Haskell,TX,626,1.7,0.0
48251,Johnson,TX,1545,1.7,1.7
51093,Isle of Wight,VA,720,1.7,0.0
46099,Minnehaha,SD,1335,1.7,1.7
27011,Big Stone,MN,1561,1.7,0.3
20147,Phillips,KS,631,1.7,0.0
48097,Cooke,TX,1270,1.7,0.5
13175,Laurens,GA,241,1.7,0.0
48437,Swisher,TX,1215,1.7,1.7
20005,Atchison,KS,1414,1.7,1.7
31173,Thurston,NE,2610,1.7,1.7
20031,Coffey,KS,1988,1.7,1.7
46003,Aurora,SD,908,1.7,0.0
27089,Marshall,MN,1517,1.6,1.6
20163,Rooks,KS,1208,1.6,1.6
38083,Sheridan,ND,1517,1.6,1.6
31121,Merrick,NE,1423,1.6,1.6
48049,Brown,TX,1221,1.6,1.2
40151,Woods,OK,1620,1.6,1.6
20073,Greenwood,KS,1199,1.6,1.6
48281,Lampasas,TX,592,1.6,0.0
48171,Gillespie,TX,1936,1.6,1.6
32031,Washoe,NV,584,1.6,0.0
48069,Castro,TX,1208,1.6,1.6
48237,Jack,TX,1427,1.6,1.6
49027,Millard,UT,890,1.6,0.0
46115,Spink,SD,1040,1.6,1.6
05001,Arkansas,AR,811,1.5,0.0
38077,Richland,ND,1435,1.5,1.5
38003,Barnes,ND,1571,1.5,1.5
48003,Andrews,TX,626,1.5,0.0
20089,Jewell,KS,1662,1.5,1.5
48493,Wilson,TX,319,1.5,0.0
46039,Deuel,SD,1507,1.5,1.5
27013,Blue Earth,MN,1758,1.5,1.5
17197,Will,IL,1860,1.5,1.5
48191,Hall,TX,331,1.5,0.0
48039,Brazoria,TX,352,1.5,0.0
17067,Hancock,IL,1341,1.5,1.5
37143,Perquimans,NC,1518,1.5,1.5
19013,Black Hawk,IA,1431,1.5,0.5
21101,Henderson,KY,893,1.5,0.0
30019,Daniels,MT,1343,1.5,1.0
30039,Granite,MT,99,1.5,0.0
24015,Cecil,MD,525,1.5,0.0
20201,Washington,KS,1522,1.5,1.5
46097,Miner,SD,1213,1.4,1.4
51149,Prince George,VA,572,1.4,0.0
17139,Moultrie,IL,1440,1.4,1.4
38067,Pembina,ND,1402,1.4,1.4
47095,Lake,TN,1106,1.4,1.4
23029,Washington,ME,1181,1.4,1.4
22039,Evangeline,LA,569,1.4,0.0
19121,Madison,IA,1183,1.4,1.4
48107,Crosby,TX,753,1.4,0.0
21059,Daviess,KY,903,1.4,0.0
27083,Lyon,MN,1452,1.4,1.4
51065,Fluvanna,VA,165,1.4,0.0
27105,Nobles,MN,1854,1.3,1.3
29033,Carroll,MO,1573,1.3,1.3
40121,Pittsburg,OK,1318,1.3,1.3
48071,Chambers,TX,746,1.3,0.0
06065,Riverside,CA,2182,1.3,1.0
46051,Grant,SD,1151,1.3,1.3
48353,Nolan,TX,1238,1.3,1.3
48299,Llano,TX,93,1.3,0.0
31041,Custer,NE,1597,1.3,1.3
27097,Morrison,MN,947,1.3,0.3
17193,White,IL,1141,1.3,1.3
13033,Burke,GA,184,1.3,0.0
22035,East Carroll,LA,907,1.3,0.0
26067,Ionia,MI,1557,1.3,1.3
38099,Walsh,ND,2536,1.3,1.3
37061,Duplin,NC,974,1.3,0.0
31009,Blaine,NE,1217,1.3,1.3
24045,Wicomico,MD,919,1.2,0.5
05087,Madison,AR,1347,1.2,1.2
38059,Morton,ND,1029,1.2,1.2
38033,Golden Valley,ND,1407,1.2,1.2
48209,Hays,TX,1395,1.2,1.2
29015,Benton,MO,926,1.2,0.0
46045,Edmunds,SD,1334,1.2,1.2
16069,Nez Perce,ID,585,1.2,0.0
22123,West Carroll,LA,751,1.2,0.0
21031,Butler,KY,984,1.2,0.0
16073,Owyhee,ID,148,1.2,0.0
27067,Kandiyohi,MN,1737,1.2,1.2
48081,Coke,TX,772,1.1,0.0
47157,Shelby,TN,1206,1.1,1.1
05011,Bradley,AR,427,1.1,0.0
40025,Cimarron,OK,1072,1.1,1.1
48305,Lynn,TX,1256,1.1,1.1
48309,McLennan,TX,1128,1.1,1.1
48413,Schleicher,TX,1173,1.1,1.1
48445,Terry,TX,800,1.1,0.0
48417,Shackelford,TX,1157,1.1,1.1
27117,Pipestone,MN,1564,1.1,1.1
55027,Dodge,WI,1450,1.1,1.1
48033,Borden,TX,816,1.1,0.0
51159,Richmond,VA,406,1.1,0.0
45003,Aiken,SC,271,1.1,0.0
38063,Nelson,ND,1525,1.1,1.1
40103,Noble,OK,1519,1.1,1.1
38023,Divide,ND,988,1.1,0.0
27121,Pope,MN,1142,1.1,1.1
40003,Alfalfa,OK,1101,1.1,1.1
38013,Burke,ND,1382,1.1,1.1
31119,Madison,NE,1756,1.1,1.1
27021,Cass,MN,1150,1.1,1.1
18017,Cass,IN,1625,1.1,1.1
40141,Tillman,OK,978,1.1,0.0
46101,Moody,SD,966,1.1,0.0
40137,Stephens,OK,1280,1.1,1.1
29149,Oregon,MO,286,1.0,0.0
31079,Hall,NE,1607,1.0,1.0
35009,Curry,NM,1146,1.0,1.0
38061,Mountrail,ND,1308,1.0,1.0
29163,Pike,MO,1464,1.0,1.0
27171,Wright,MN,1262,1.0,1.0
19159,Ringgold,IA,1769,1.0,1.0
48219,Hockley,TX,1154,1.0,1.0
27149,Stevens,MN,1474,1.0,1.0
19151,Pocahontas,IA,2138,1.0,1.0
13043,Candler,GA,366,1.0,0.0
29207,Stoddard,MO,822,1.0,0.0
19071,Fremont,IA,1481,1.0,1.0
01085,Lowndes,AL,123,1.0,0.0
48377,Presidio,TX,126,1.0,0.0
40073,Kingfisher,OK,1575,1.0,1.0
48307,McCulloch,TX,1415,1.0,1.0
40091,McIntosh,OK,1346,1.0,1.0
30017,Custer,MT,969,0.9,0.5
48221,Hood,TX,1139,0.9,0.9
19101,Jefferson,IA,1749,0.9,0.9
19183,Washington,IA,1736,0.9,0.9
35035,Otero,NM,186,0.9,0.0
20093,Kearny,KS,1101,0.9,0.9
29031,Cape Girardeau,MO,797,0.9,0.0
19039,Clarke,IA,2052,0.9,0.9
48355,Nueces,TX,1165,0.9,0.7
31105,Kimball,NE,1582,0.9,0.9
29113,Lincoln,MO,357,0.9,0.0
25027,Worcester,MA,69,0.9,0.0
48253,Jones,TX,785,0.9,0.0
40099,Murray,OK,808,0.9,0.0
29211,Sullivan,MO,1691,0.9,0.9
32007,Elko,NV,901,0.9,0.0
22023,Cameron,LA,489,0.9,0.0
16027,Canyon,ID,770,0.9,0.0
22067,Morehouse,LA,654,0.9,0.0
21167,Mercer,KY,1566,0.9,0.9
48177,Gonzales,TX,253,0.9,0.0
27079,Le Sueur,MN,1502,0.8,0.8
48085,Collin,TX,1338,0.8,0.8
29105,Laclede,MO,1353,0.8,0.8
48001,Anderson,TX,345,0.8,0.0
27029,Clearwater,MN,1309,0.8,0.8
17045,Edgar,IL,1833,0.8,0.8
20183,Smith,KS,1139,0.8,0.7
47077,Henderson,TN,531,0.8,0.0
48217,Hill,TX,1356,0.8,0.8
17145,Perry,IL,1219,0.8,0.4
42039,Crawford,PA,1037,0.8,0.8
18169,Wabash,IN,1853,0.8,0.8
51083,Halifax,VA,239,0.8,0.0
38035,Grand Forks,ND,1467,0.8,0.8
26139,Ottawa,MI,1685,0.8,0.8
28075,Lauderdale,MS,242,0.8,0.0
17195,Whiteside,IL,1147,0.8,0.8
39005,Ashland,OH,632,0.8,0.0
55065,Lafayette,WI,870,0.8,0.0
16083,Twin Falls,ID,868,0.8,0.0
45049,Hampton,SC,335,0.8,0.0
29021,Buchanan,MO,1456,0.8,0.8
39057,Greene,OH,1174,0.7,0.7
31113,Logan,NE,1203,0.7,0.7
40041,Delaware,OK,2549,0.7,0.7
45091,York,SC,201,0.7,0.0
21045,Casey,KY,956,0.7,0.0
20017,Chase,KS,1396,0.7,0.7
26021,Berrien,MI,1489,0.7,0.7
31177,Washington,NE,2180,0.7,0.7
18099,Marshall,IN,1398,0.7,0.7
21209,Scott,KY,1493,0.7,0.7
48137,Edwards,TX,1604,0.7,0.7
47099,Lawrence,TN,427,0.7,0.0
17203,Woodford,IL,1953,0.7,0.7
21047,Christian,KY,759,0.7,0.0
17011,Bureau,IL,1379,0.7,0.7
48443,Terrell,TX,406,0.7,0.0
46009,Bon Homme,SD,1635,0.7,0.7
18181,White,IN,1755,0.7,0.7
21097,Harrison,KY,1267,0.7,0.7
18133,Putnam,IN,1611,0.7,0.7
21079,Garrard,KY,616,0.7,0.0
48293,Limestone,TX,874,0.7,0.0
48013,Atascosa,TX,690,0.7,0.0
29155,Pemiscot,MO,1209,0.7,0.7
48497,Wise,TX,745,0.7,0.0
37155,Robeson,NC,1008,0.7,0.7
46013,Brown,SD,1510,0.7,0.7
37127,Nash,NC,677,0.7,0.0
20195,Trego,KS,1407,0.7,0.7
20023,Cheyenne,KS,882,0.7,0.0
20171,Scott,KS,1317,0.7,0.7
20059,Franklin,KS,1040,0.7,0.7
06037,Los Angeles,CA,1443,0.7,0.3
27127,Redwood,MN,1611,0.7,0.7
48275,Knox,TX,960,0.7,0.0
48325,Medina,TX,44,0.7,0.0
51025,Brunswick,VA,319,0.6,0.0
21009,Barren,KY,1001,0.6,0.6
12075,Levy,FL,51,0.6,0.0
26099,Macomb,MI,562,0.6,0.0
21141,Logan,KY,921,0.6,0.0
47047,Fayette,TN,983,0.6,0.0
40049,Garvin,OK,985,0.6,0.0
20069,Gray,KS,1260,0.6,0.6
26027,Cass,MI,1207,0.6,0.6
18179,Wells,IN,1559,0.6,0.6
04005,Coconino,AZ,1130,0.6,0.3
17035,Cumberland,IL,1648,0.6,0.6
30091,Sheridan,MT,335,0.6,0.0
20015,Butler,KS,2171,0.6,0.6
27091,Martin,MN,1913,0.6,0.6
48017,Bailey,TX,853,0.6,0.0
31169,Thayer,NE,1942,0.6,0.6
19035,Cherokee,IA,1745,0.6,0.6
55069,Lincoln,WI,916,0.6,0.0
40055,Greer,OK,1652,0.6,0.6
56031,Platte,WY,939,0.6,0.0
29085,Hickory,MO,661,0.6,0.0
29183,St. Charles,MO,527,0.5,0.0
27173,Yellow Medicine,MN,1525,0.5,0.5
27087,Mahnomen,MN,1484,0.5,0.5
