fips,county_name,state_abbr,turbine_class,wind_breakeven_cost_fom,wind_tp_fom,wind_ep_fom
32011,Eureka,NV,large,133,254.8,0.0
08123,Weld,CO,large,222,171.5,0.0
08075,Logan,CO,large,121,162.7,0.0
28083,Leflore,MS,large,160,61.0,0.0
40047,Garfield,OK,large,158,53.6,0.0
21151,Madison,KY,large,289,52.6,0.0
53043,Lincoln,WA,large,206,52.0,0.0
08063,Kit Carson,CO,large,462,49.0,0.0
17075,Iroquois,IL,large,357,46.4,0.0
49021,Iron,UT,large,626,39.4,0.0
17053,Ford,IL,large,506,37.4,0.0
34005,Burlington,NJ,large,124,36.3,0.0
17073,Henry,IL,large,528,35.1,0.0
28055,Issaquena,MS,large,75,33.7,0.0
42005,Armstrong,PA,large,240,33.2,0.0
36045,Jefferson,NY,large,148,30.4,0.0
20021,Cherokee,KS,large,109,29.5,0.0
29205,Shelby,MO,large,420,28.8,0.0
42117,Tioga,PA,large,717,28.3,0.0
40015,Caddo,OK,large,274,27.6,0.0
17105,Livingston,IL,large,540,26.9,0.0
28133,Sunflower,MS,large,315,26.6,0.0
17091,Kankakee,IL,large,442,26.1,0.0
28029,Copiah,MS,large,17,25.7,0.0
17135,Montgomery,IL,large,478,25.3,0.0
17021,Christian,IL,large,338,24.5,0.0
28119,Quitman,MS,large,229,24.4,0.0
17107,Logan,IL,large,381,24.3,0.0
06071,San Bernardino,CA,large,567,23.9,0.0
16051,Jefferson,ID,large,149,22.5,0.0
17115,Macon,IL,large,371,20.5,0.0
22075,Plaquemines,LA,large,73,20.1,0.0
28051,Holmes,MS,large,133,19.0,0.0
32003,Clark,NV,large,508,18.3,0.0
29147,Nodaway,MO,large,153,17.8,0.0
24041,Talbot,MD,large,231,16.8,0.0
36017,Chenango,NY,large,180,16.7,0.0
17093,Kendall,IL,large,413,16.7,0.0
17113,McLean,IL,large,630,16.5,0.0
18177,Wayne,IN,large,524,15.7,0.0
39031,Coshocton,OH,large,212,15.6,0.0
21017,Bourbon,KY,large,439,15.5,0.0
45089,Williamsburg,SC,large,244,15.4,0.0
48165,Gaines,TX,large,50,15.1,0.0
05037,Cross,AR,large,398,15.1,0.0
35057,Torrance,NM,large,895,14.9,0.0
42063,Indiana,PA,large,238,14.6,0.0
39091,Logan,OH,large,897,13.6,0.0
17031,Cook,IL,large,128,13.5,0.0
08073,Lincoln,CO,large,25,12.8,0.0
12086,Miami-Dade,FL,large,74,12.7,0.0
17079,Jasper,IL,large,410,12.6,0.0
36037,Genesee,NY,large,91,12.4,0.0
17027,Clinton,IL,large,466,12.1,0.0
48491,Williamson,TX,large,192,10.9,0.0
29091,Howell,MO,large,351,10.3,0.0
29199,Scotland,MO,large,412,10.2,0.0
30041,Hill,MT,large,534,10.1,0.0
29115,Linn,MO,large,210,9.8,0.0
48255,Karnes,TX,large,168,9.4,0.0
48051,Burleson,TX,large,131,9.4,0.0
30015,Chouteau,MT,large,551,9.3,0.0
39147,Seneca,OH,large,605,9.3,0.0
30035,Glacier,MT,large,592,9.3,0.0
29131,Miller,MO,large,293,9.1,0.0
31031,Cherry,NE,large,75,9.0,0.0
39021,Champaign,OH,large,574,9.0,0.0
29133,Mississippi,MO,large,309,9.0,0.0
48109,Culberson,TX,large,142,9.0,0.0
29145,Newton,MO,large,202,8.9,0.0
48229,Hudspeth,TX,large,74,8.9,0.0
48371,Pecos,TX,large,162,8.8,0.0
36093,Schenectady,NY,large,163,8.7,0.0
48127,Dimmit,TX,large,55,8.6,0.0
35013,Doña Ana,NM,large,265,8.4,0.0
30105,Valley,MT,large,602,8.4,0.0
48093,Comanche,TX,large,83,8.4,0.0
30087,Rosebud,MT,large,358,8.4,0.0
06049,Modoc,CA,large,346,8.3,0.0
30075,Powder River,MT,large,361,8.3,0.0
28053,Humphreys,MS,large,255,8.2,0.0
30027,Fergus,MT,large,504,7.9,0.0
18053,Grant,IN,large,587,7.8,0.0
17173,Shelby,IL,large,468,7.8,0.0
48287,Lee,TX,large,124,7.7,0.0
40145,Wagoner,OK,large,103,7.6,0.0
48283,La Salle,TX,large,61,7.4,0.0
48461,Upton,TX,large,124,7.3,0.0
48319,Mason,TX,large,8,7.3,0.0
40045,Ellis,OK,large,113,7.3,0.0
05059,Hot Spring,AR,large,254,7.3,0.0
48193,Hamilton,TX,large,328,7.2,0.0
48345,Motley,TX,large,214,7.1,0.0
17159,Richland,IL,large,398,7.1,0.0
20099,Labette,KS,large,144,6.9,0.0
31167,Stanton,NE,large,102,6.8,0.0
30059,Meagher,MT,large,267,6.8,0.0
30071,Phillips,MT,large,433,6.7,0.0
17033,Crawford,IL,large,555,6.5,0.0
29017,Bollinger,MO,large,151,6.4,0.0
20157,Republic,KS,large,114,6.4,0.0
54037,Jefferson,WV,large,209,6.4,0.0
20115,Marion,KS,large,78,6.4,0.0
17163,St. Clair,IL,large,247,6.4,0.0
39141,Ross,OH,large,168,6.4,0.0
31125,Nance,NE,large,60,6.2,0.0
31107,Knox,NE,large,155,6.1,0.0
31139,Pierce,NE,large,63,6.1,0.0
