fips,county_name,state_abbr,wind_breakeven_cost_fom,wind_tp_fom,wind_ep_fom
32011,Eureka,NV,135,254.8,0.0
08123,Weld,CO,477,178.5,0.0
08075,Logan,CO,278,162.7,0.0
06047,Merced,CA,184,79.8,0.0
28083,Leflore,MS,259,61.0,0.0
48011,Armstrong,TX,646,56.8,0.0
40047,Garfield,OK,871,53.6,0.0
21151,Madison,KY,647,52.6,0.0
53043,Lincoln,WA,433,52.0,0.0
08063,Kit Carson,CO,751,49.0,0.0
17075,Iroquois,IL,706,46.4,0.0
49021,Iron,UT,728,39.4,0.0
17053,Ford,IL,890,37.4,0.0
34005,Burlington,NJ,254,36.3,0.0
17073,Henry,IL,906,35.1,0.0
28055,Issaquena,MS,171,33.7,0.0
42005,Armstrong,PA,376,33.2,0.0
36045,Jefferson,NY,344,30.4,0.0
20021,Cherokee,KS,1026,29.5,2.3
29205,Shelby,MO,729,28.8,0.0
42117,Tioga,PA,976,28.3,0.0
40009,Beckham,OK,598,27.9,0.0
40015,Caddo,OK,870,27.6,0.0
17105,Livingston,IL,939,26.9,0.0
28133,Sunflower,MS,448,26.6,0.0
17091,Kankakee,IL,787,26.1,0.0
28029,Copiah,MS,105,25.7,0.0
31031,Cherry,NE,1032,25.6,3.8
17135,Montgomery,IL,805,25.3,0.0
17021,Christian,IL,627,24.5,0.0
28119,Quitman,MS,343,24.4,0.0
17107,Logan,IL,680,24.3,0.0
06071,San Bernardino,CA,630,23.9,0.0
16051,Jefferson,ID,386,22.5,0.0
46063,Harding,SD,673,20.9,0.0
29041,Chariton,MO,756,20.7,0.0
17115,Macon,IL,672,20.5,0.0
22075,Plaquemines,LA,126,20.1,0.0
28051,Holmes,MS,253,19.0,0.0
31101,Keith,NE,661,18.9,0.0
20157,Republic,KS,718,18.7,0.0
32003,Clark,NV,599,18.3,0.0
29147,Nodaway,MO,1071,17.8,2.4
24041,Talbot,MD,317,16.8,0.0
36017,Chenango,NY,418,16.7,0.0
17093,Kendall,IL,742,16.7,0.0
17113,McLean,IL,1049,16.5,10.0
46029,Codington,SD,992,15.7,5.3
18177,Wayne,IN,755,15.7,0.0
39031,Coshocton,OH,325,15.6,0.0
21017,Bourbon,KY,776,15.5,0.0
45089,Williamsburg,SC,397,15.4,0.0
48165,Gaines,TX,431,15.1,0.0
05037,Cross,AR,549,15.1,0.0
35057,Torrance,NM,978,14.9,0.0
42063,Indiana,PA,314,14.6,0.0
39091,Logan,OH,1140,13.6,13.6
17031,Cook,IL,365,13.5,0.0
48229,Hudspeth,TX,193,13.4,0.0
06049,Modoc,CA,455,13.2,0.0
48055,Caldwell,TX,90,13.1,0.0
08073,Lincoln,CO,256,12.8,0.0
12086,Miami-Dade,FL,110,12.7,0.0
48255,Karnes,TX,373,12.7,0.0
17079,Jasper,IL,695,12.6,0.0
48283,La Salle,TX,277,12.5,0.0
31001,Adams,NE,872,12.5,0.0
30011,Carter,MT,788,12.4,0.0
36037,Genesee,NY,322,12.4,0.0
31125,Nance,NE,882,12.1,0.0
17027,Clinton,IL,704,12.1,0.0
48475,Ward,TX,135,11.3,0.0
27165,Watonwan,MN,926,11.2,0.0
48491,Williamson,TX,509,10.9,0.0
27027,Clay,MN,661,10.8,0.0
29101,Johnson,MO,842,10.7,0.0
08027,Custer,CO,63,10.6,0.0
48109,Culberson,TX,327,10.3,0.0
29091,Howell,MO,546,10.3,0.0
27005,Becker,MN,676,10.3,0.0
29199,Scotland,MO,773,10.2,0.0
30041,Hill,MT,756,10.1,0.0
29115,Linn,MO,981,10.0,9.8
05023,Cleburne,AR,410,9.6,0.0
20087,Jefferson,KS,943,9.6,3.7
48127,Dimmit,TX,291,9.4,0.0
48051,Burleson,TX,372,9.4,0.0
30015,Chouteau,MT,859,9.3,0.4
39147,Seneca,OH,797,9.3,0.0
30035,Glacier,MT,887,9.3,0.1
20119,Meade,KS,576,9.2,0.0
31087,Hitchcock,NE,649,9.1,0.0
29131,Miller,MO,581,9.1,0.0
30085,Roosevelt,MT,457,9.1,0.0
39021,Champaign,OH,753,9.0,0.0
